#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BARD1	TP53	9606.ENSP00000260947	9606.ENSP00000269305	0	0	0	0	0	0.745	0.500	0.875	0.982
BARD1	PALB2	9606.ENSP00000260947	9606.ENSP00000261584	0	0	0	0	0.085	0.291	0.500	0.966	0.987
BARD1	RAD50	9606.ENSP00000260947	9606.ENSP00000368100	0	0	0	0	0.050	0.994	0.540	0.323	0.997
BARD1	NBN	9606.ENSP00000260947	9606.ENSP00000265433	0	0	0	0	0.058	0.994	0.540	0.599	0.998
BARD1	RAD51	9606.ENSP00000260947	9606.ENSP00000493712	0	0	0	0	0.198	0.758	0.720	0.993	0.999
BARD1	RBBP8	9606.ENSP00000260947	9606.ENSP00000382628	0	0	0	0	0.098	0.994	0.700	0.917	0.999
BARD1	BRCA2	9606.ENSP00000260947	9606.ENSP00000369497	0	0	0	0	0.188	0.793	0.720	0.995	0.999
BARD1	MRE11	9606.ENSP00000260947	9606.ENSP00000325863	0	0	0	0	0.127	0.994	0.540	0.753	0.999
BARD1	BRCA1	9606.ENSP00000260947	9606.ENSP00000418960	0	0	0	0.552	0.201	0.999	0.900	0.993	0.999
BLM	RPA3	9606.ENSP00000347232	9606.ENSP00000223129	0	0	0	0	0.118	0.994	0.650	0.245	0.998
BLM	MLH1	9606.ENSP00000347232	9606.ENSP00000231790	0.045	0	0	0	0.135	0.996	0.500	0.807	0.999
BLM	MSH2	9606.ENSP00000347232	9606.ENSP00000233146	0.047	0	0	0	0.291	0.638	0	0.664	0.907
BLM	MSH6	9606.ENSP00000347232	9606.ENSP00000234420	0.047	0	0	0	0.228	0.716	0	0.883	0.972
BLM	RPA1	9606.ENSP00000347232	9606.ENSP00000254719	0	0	0	0	0.109	0.998	0.650	0.649	0.999
BLM	BRIP1	9606.ENSP00000347232	9606.ENSP00000259008	0.047	0	0	0	0.234	0.510	0.500	0.763	0.950
BLM	NBN	9606.ENSP00000347232	9606.ENSP00000265433	0	0	0	0	0.060	0.522	0.500	0.708	0.925
BLM	FANCM	9606.ENSP00000347232	9606.ENSP00000267430	0	0	0	0	0.181	0.999	0.900	0.839	0.999
BLM	TP53	9606.ENSP00000347232	9606.ENSP00000269305	0	0	0	0	0.059	0.844	0.400	0.324	0.932
BLM	FANCD2	9606.ENSP00000347232	9606.ENSP00000287647	0	0	0	0	0.329	0.542	0	0.800	0.933
BLM	FEN1	9606.ENSP00000347232	9606.ENSP00000305480	0.050	0	0	0	0.345	0.728	0	0.592	0.921
BLM	MUS81	9606.ENSP00000347232	9606.ENSP00000307853	0	0	0	0	0.090	0.806	0.500	0.648	0.964
BLM	RMI1	9606.ENSP00000347232	9606.ENSP00000317039	0	0	0	0	0.177	0.996	0.800	0.992	0.999
BLM	TOP3A	9606.ENSP00000347232	9606.ENSP00000321636	0.052	0	0	0	0.129	0.998	0.800	0.951	0.999
BLM	MRE11	9606.ENSP00000347232	9606.ENSP00000325863	0.054	0	0	0	0.227	0.853	0.500	0.517	0.969
BLM	FAAP100	9606.ENSP00000347232	9606.ENSP00000333283	0	0	0	0	0	0.994	0	0.159	0.994
BLM	XRCC6	9606.ENSP00000347232	9606.ENSP00000352257	0	0	0	0	0.083	0.590	0	0.782	0.910
BLM	RAD50	9606.ENSP00000347232	9606.ENSP00000368100	0.052	0	0	0	0.103	0.724	0.500	0.423	0.920
BLM	CHEK1	9606.ENSP00000347232	9606.ENSP00000391090	0	0	0	0	0.440	0.540	0.500	0.538	0.932
BLM	BRCA2	9606.ENSP00000347232	9606.ENSP00000369497	0	0	0	0	0.342	0	0.800	0.551	0.935
BLM	RAD52	9606.ENSP00000347232	9606.ENSP00000351284	0	0	0	0	0.063	0.763	0.500	0.672	0.958
BLM	XRCC3	9606.ENSP00000347232	9606.ENSP00000451974	0.042	0	0	0	0.089	0.759	0.500	0.698	0.962
BLM	BRCA1	9606.ENSP00000347232	9606.ENSP00000418960	0	0	0	0	0.437	0.691	0.500	0.742	0.974
BLM	TP53BP1	9606.ENSP00000347232	9606.ENSP00000371475	0	0	0	0	0.099	0.918	0	0.725	0.978
BLM	DNA2	9606.ENSP00000347232	9606.ENSP00000351185	0	0	0	0	0.372	0.576	0.500	0.919	0.987
BLM	RAD51	9606.ENSP00000347232	9606.ENSP00000493712	0.042	0	0	0	0.437	0.970	0.500	0.891	0.998
BLM	EXO1	9606.ENSP00000347232	9606.ENSP00000355506	0.050	0	0	0	0.572	0.907	0.700	0.915	0.998
BLM	RPA2	9606.ENSP00000347232	9606.ENSP00000363017	0	0	0	0	0.100	0.994	0.650	0.372	0.998
BLM	FANCA	9606.ENSP00000347232	9606.ENSP00000373952	0	0	0	0	0.344	0.994	0	0.835	0.999
BLM	FANCG	9606.ENSP00000347232	9606.ENSP00000367910	0	0	0	0	0.203	0.994	0	0.809	0.999
BRCA1	ERCC1	9606.ENSP00000418960	9606.ENSP00000013807	0	0	0	0	0.055	0.439	0.540	0.747	0.930
BRCA1	FANCE	9606.ENSP00000418960	9606.ENSP00000229769	0	0	0	0	0.085	0.439	0	0.857	0.920
BRCA1	MLH1	9606.ENSP00000418960	9606.ENSP00000231790	0	0	0	0	0.087	0.835	0.540	0.930	0.994
BRCA1	MSH2	9606.ENSP00000418960	9606.ENSP00000233146	0	0	0	0	0.227	0.725	0.540	0.946	0.994
BRCA1	MSH6	9606.ENSP00000418960	9606.ENSP00000234420	0	0	0	0	0.236	0.611	0.540	0.977	0.996
BRCA1	RPA1	9606.ENSP00000418960	9606.ENSP00000254719	0	0	0	0	0.078	0.803	0.500	0.614	0.960
BRCA1	BRIP1	9606.ENSP00000418960	9606.ENSP00000259008	0	0	0	0	0.380	0.999	0.900	0.997	0.999
BRCA1	TOPBP1	9606.ENSP00000418960	9606.ENSP00000260810	0	0	0	0	0.280	0.994	0.540	0.900	0.999
BRCA1	PALB2	9606.ENSP00000418960	9606.ENSP00000261584	0	0	0	0	0.097	0.944	0.900	0.999	0.999
BRCA1	MSH3	9606.ENSP00000418960	9606.ENSP00000265081	0	0	0	0	0.084	0.313	0.540	0.725	0.910
BRCA1	NBN	9606.ENSP00000418960	9606.ENSP00000265433	0	0	0	0	0.068	0.868	0.540	0.902	0.993
BRCA1	PMS2	9606.ENSP00000418960	9606.ENSP00000265849	0	0	0	0	0.085	0.238	0.540	0.864	0.950
BRCA1	FANCM	9606.ENSP00000418960	9606.ENSP00000267430	0	0	0	0	0.163	0.439	0	0.835	0.916
BRCA1	TP53	9606.ENSP00000418960	9606.ENSP00000269305	0	0	0	0	0.067	0.895	0.500	0.999	0.999
BRCA1	FANCD2	9606.ENSP00000418960	9606.ENSP00000287647	0	0	0	0	0.472	0.779	0.540	0.998	0.999
BRCA1	FANCC	9606.ENSP00000418960	9606.ENSP00000289081	0	0	0	0	0.152	0.439	0	0.858	0.926
BRCA1	SLX4	9606.ENSP00000418960	9606.ENSP00000294008	0	0	0	0	0.067	0.439	0.500	0.681	0.905
BRCA1	WRN	9606.ENSP00000418960	9606.ENSP00000298139	0	0	0	0	0.079	0.702	0.500	0.891	0.983
BRCA1	MUS81	9606.ENSP00000418960	9606.ENSP00000307853	0	0	0	0	0.076	0.421	0.500	0.709	0.911
BRCA1	ERCC4	9606.ENSP00000418960	9606.ENSP00000310520	0	0	0	0	0.102	0.439	0.540	0.674	0.914
BRCA1	FANCI	9606.ENSP00000418960	9606.ENSP00000310842	0	0	0	0	0.510	0.439	0.540	0.952	0.993
BRCA1	PRKDC	9606.ENSP00000418960	9606.ENSP00000313420	0	0	0	0	0.210	0.292	0.540	0.846	0.955
BRCA1	UBE2N	9606.ENSP00000418960	9606.ENSP00000316176	0	0	0	0	0.056	0.729	0.500	0.694	0.955
BRCA1	RMI1	9606.ENSP00000418960	9606.ENSP00000317039	0	0	0	0	0.164	0.439	0.500	0.682	0.915
BRCA1	RNF168	9606.ENSP00000418960	9606.ENSP00000320898	0	0	0	0	0.060	0.596	0.500	0.920	0.982
BRCA1	POLE	9606.ENSP00000418960	9606.ENSP00000322570	0	0	0	0	0.370	0.439	0.400	0.662	0.919
BRCA1	MRE11	9606.ENSP00000418960	9606.ENSP00000325863	0	0	0	0	0.174	0.994	0.540	0.973	0.999
BRCA1	RAD51C	9606.ENSP00000418960	9606.ENSP00000336701	0	0	0	0	0.211	0.045	0.500	0.953	0.980
BRCA1	RAD52	9606.ENSP00000418960	9606.ENSP00000351284	0	0	0	0	0.050	0.421	0.500	0.961	0.987
BRCA1	XRCC6	9606.ENSP00000418960	9606.ENSP00000352257	0	0	0	0	0.050	0	0.540	0.902	0.953
BRCA1	XRCC2	9606.ENSP00000418960	9606.ENSP00000352271	0	0	0	0	0.186	0	0.500	0.897	0.954
BRCA1	EXO1	9606.ENSP00000418960	9606.ENSP00000355506	0	0	0	0	0.558	0.292	0.500	0.897	0.981
BRCA1	PARP1	9606.ENSP00000418960	9606.ENSP00000355759	0	0	0	0	0.085	0.596	0	0.935	0.974
BRCA1	RNF8	9606.ENSP00000418960	9606.ENSP00000362578	0	0	0	0	0.060	0.191	0.500	0.930	0.970
BRCA1	MDC1	9606.ENSP00000418960	9606.ENSP00000365588	0	0	0	0	0.104	0.833	0.500	0.996	0.999
BRCA1	FANCG	9606.ENSP00000418960	9606.ENSP00000367910	0	0	0	0	0.141	0.439	0	0.884	0.939
BRCA1	RAD50	9606.ENSP00000418960	9606.ENSP00000368100	0	0	0	0	0.072	0.994	0.540	0.762	0.999
BRCA1	BRCA2	9606.ENSP00000418960	9606.ENSP00000369497	0	0	0	0	0.383	0.896	0.900	0.999	0.999
BRCA1	TP53BP1	9606.ENSP00000418960	9606.ENSP00000371475	0	0	0	0	0.050	0.826	0.500	0.999	0.999
BRCA1	CHEK2	9606.ENSP00000418960	9606.ENSP00000372023	0	0	0	0	0.218	0.842	0.500	0.997	0.999
BRCA1	FANCA	9606.ENSP00000418960	9606.ENSP00000373952	0	0	0	0	0.328	0.702	0	0.977	0.995
BRCA1	XRCC5	9606.ENSP00000418960	9606.ENSP00000375978	0	0	0	0	0.060	0.510	0.540	0.883	0.972
BRCA1	RBBP8	9606.ENSP00000418960	9606.ENSP00000382628	0	0	0	0	0.122	0.999	0.900	0.998	0.999
BRCA1	CHEK1	9606.ENSP00000418960	9606.ENSP00000391090	0	0	0	0	0.389	0.676	0.500	0.965	0.996
BRCA1	ERCC5	9606.ENSP00000418960	9606.ENSP00000498881	0	0	0	0	0.074	0.292	0.540	0.739	0.911
BRCA1	RAD51B	9606.ENSP00000418960	9606.ENSP00000419881	0	0	0	0	0.056	0.441	0.500	0.740	0.922
BRCA1	POLD1	9606.ENSP00000418960	9606.ENSP00000472445	0	0	0	0	0.189	0.421	0.540	0.743	0.937
BRCA1	RAD51D	9606.ENSP00000418960	9606.ENSP00000466399	0	0	0	0	0.108	0.045	0.500	0.903	0.953
BRCA1	XRCC3	9606.ENSP00000418960	9606.ENSP00000451974	0	0	0	0	0.058	0.045	0.500	0.908	0.953
BRCA1	H2AX	9606.ENSP00000418960	9606.ENSP00000434024	0	0	0	0	0.084	0.900	0.500	0.983	0.999
BRCA1	RAD51	9606.ENSP00000418960	9606.ENSP00000493712	0	0	0	0	0.501	0.923	0.800	0.999	0.999
BRCA2	DMC1	9606.ENSP00000369497	9606.ENSP00000216024	0	0	0	0	0.082	0.832	0.800	0.406	0.979
BRCA2	MLH1	9606.ENSP00000369497	9606.ENSP00000231790	0	0	0	0	0.044	0	0.540	0.905	0.954
BRCA2	MSH2	9606.ENSP00000369497	9606.ENSP00000233146	0	0	0	0	0.160	0	0.540	0.925	0.968
BRCA2	MSH6	9606.ENSP00000369497	9606.ENSP00000234420	0	0	0	0	0.142	0	0.540	0.924	0.967
BRCA2	BRIP1	9606.ENSP00000369497	9606.ENSP00000259008	0	0	0	0	0.435	0.292	0.900	0.975	0.998
BRCA2	PALB2	9606.ENSP00000369497	9606.ENSP00000261584	0	0	0	0	0.166	0.997	0.900	0.999	0.999
BRCA2	NBN	9606.ENSP00000369497	9606.ENSP00000265433	0	0	0	0	0.116	0	0.500	0.795	0.901
BRCA2	PMS2	9606.ENSP00000369497	9606.ENSP00000265849	0	0	0	0	0.049	0.142	0.540	0.875	0.947
BRCA2	FANCM	9606.ENSP00000369497	9606.ENSP00000267430	0	0	0	0	0.152	0	0	0.929	0.937
BRCA2	TP53	9606.ENSP00000369497	9606.ENSP00000269305	0	0	0	0	0.066	0.828	0	0.974	0.995
BRCA2	FANCD2	9606.ENSP00000369497	9606.ENSP00000287647	0	0	0	0	0.217	0.842	0.900	0.999	0.999
BRCA2	FANCC	9606.ENSP00000369497	9606.ENSP00000289081	0	0	0	0	0.063	0	0	0.917	0.919
BRCA2	MUS81	9606.ENSP00000369497	9606.ENSP00000307853	0	0	0	0	0.061	0	0.500	0.842	0.919
BRCA2	FANCI	9606.ENSP00000369497	9606.ENSP00000310842	0	0	0	0	0.295	0.230	0.540	0.987	0.996
BRCA2	RAD9A	9606.ENSP00000369497	9606.ENSP00000311360	0	0	0	0	0.042	0.136	0.500	0.855	0.931
BRCA2	PDS5B	9606.ENSP00000369497	9606.ENSP00000313851	0	0	0	0	0.080	0.563	0	0.860	0.939
BRCA2	TOP3A	9606.ENSP00000369497	9606.ENSP00000321636	0	0	0	0	0.049	0.165	0.800	0.531	0.915
BRCA2	MRE11	9606.ENSP00000369497	9606.ENSP00000325863	0	0	0	0	0.126	0	0.500	0.932	0.967
BRCA2	FANCF	9606.ENSP00000369497	9606.ENSP00000330875	0	0	0	0	0.044	0	0	0.908	0.908
BRCA2	RAD51C	9606.ENSP00000369497	9606.ENSP00000336701	0	0	0	0	0.067	0.635	0.900	0.976	0.999
BRCA2	RAD52	9606.ENSP00000369497	9606.ENSP00000351284	0	0	0	0	0.056	0.225	0	0.991	0.993
BRCA2	XRCC2	9606.ENSP00000369497	9606.ENSP00000352271	0	0	0	0	0.123	0.098	0.500	0.960	0.982
BRCA2	EXO1	9606.ENSP00000369497	9606.ENSP00000355506	0	0	0	0	0.371	0	0.500	0.858	0.951
BRCA2	PARP1	9606.ENSP00000369497	9606.ENSP00000355759	0	0	0	0	0.060	0.621	0.400	0.942	0.985
BRCA2	FANCG	9606.ENSP00000369497	9606.ENSP00000367910	0	0	0	0	0.067	0.735	0	0.990	0.997
BRCA2	FANCL	9606.ENSP00000369497	9606.ENSP00000385021	0	0	0	0	0.067	0	0	0.899	0.902
BRCA2	FANCB	9606.ENSP00000369497	9606.ENSP00000498215	0	0	0	0	0.216	0	0	0.890	0.910
BRCA2	ERCC5	9606.ENSP00000369497	9606.ENSP00000498881	0	0	0	0	0.056	0.292	0.540	0.750	0.913
BRCA2	TP53BP1	9606.ENSP00000369497	9606.ENSP00000371475	0	0	0	0	0	0.571	0.360	0.740	0.922
BRCA2	RAD51B	9606.ENSP00000369497	9606.ENSP00000419881	0	0	0	0	0.074	0.506	0.500	0.850	0.961
BRCA2	CHEK1	9606.ENSP00000369497	9606.ENSP00000391090	0	0	0	0	0.195	0.292	0.750	0.774	0.963
BRCA2	FANCA	9606.ENSP00000369497	9606.ENSP00000373952	0	0	0	0	0.186	0	0	0.962	0.968
BRCA2	H2AX	9606.ENSP00000369497	9606.ENSP00000434024	0	0	0	0	0.062	0.510	0.500	0.900	0.973
BRCA2	RBBP8	9606.ENSP00000369497	9606.ENSP00000382628	0	0	0	0	0.158	0.094	0.500	0.961	0.983
BRCA2	RAD51D	9606.ENSP00000369497	9606.ENSP00000466399	0	0	0	0	0.058	0.506	0.500	0.937	0.983
BRCA2	CHEK2	9606.ENSP00000369497	9606.ENSP00000372023	0	0	0	0	0.100	0.532	0	0.968	0.985
BRCA2	SEM1	9606.ENSP00000369497	9606.ENSP00000481021	0	0	0	0	0	0.879	0.900	0.996	0.999
BRCA2	RAD51	9606.ENSP00000369497	9606.ENSP00000493712	0	0	0	0	0.280	0.996	0.900	0.999	0.999
BRCA2	XRCC3	9606.ENSP00000369497	9606.ENSP00000451974	0	0	0	0	0.047	0.886	0.500	0.988	0.999
BRIP1	MLH1	9606.ENSP00000259008	9606.ENSP00000231790	0	0	0	0	0.088	0.994	0.900	0.950	0.999
BRIP1	RPA1	9606.ENSP00000259008	9606.ENSP00000254719	0	0	0	0	0.096	0.469	0.500	0.773	0.938
BRIP1	RBBP8	9606.ENSP00000259008	9606.ENSP00000382628	0	0	0	0	0.136	0.069	0.500	0.786	0.902
BRIP1	FANCA	9606.ENSP00000259008	9606.ENSP00000373952	0	0	0	0	0.190	0	0	0.890	0.907
BRIP1	SLX4	9606.ENSP00000259008	9606.ENSP00000294008	0.069	0	0	0	0.109	0	0.500	0.803	0.907
BRIP1	FANCL	9606.ENSP00000259008	9606.ENSP00000385021	0	0	0	0	0.068	0	0	0.910	0.912
BRIP1	FANCC	9606.ENSP00000259008	9606.ENSP00000289081	0	0	0	0	0.109	0	0	0.906	0.913
BRIP1	WRN	9606.ENSP00000259008	9606.ENSP00000298139	0.047	0	0	0	0.108	0	0.500	0.825	0.915
BRIP1	FANCB	9606.ENSP00000259008	9606.ENSP00000498215	0	0	0	0	0.090	0	0	0.917	0.921
BRIP1	CHEK1	9606.ENSP00000259008	9606.ENSP00000391090	0	0	0	0	0.279	0.068	0.800	0.566	0.933
BRIP1	RAD51C	9606.ENSP00000259008	9606.ENSP00000336701	0.057	0	0	0	0.155	0	0.500	0.869	0.941
BRIP1	RAD51	9606.ENSP00000259008	9606.ENSP00000493712	0.057	0	0	0	0.276	0	0.500	0.875	0.951
BRIP1	MMS19	9606.ENSP00000259008	9606.ENSP00000359818	0	0	0	0	0	0.768	0.400	0.745	0.961
BRIP1	FANCM	9606.ENSP00000259008	9606.ENSP00000267430	0	0	0	0	0.154	0.091	0	0.964	0.969
BRIP1	PMS2	9606.ENSP00000259008	9606.ENSP00000265849	0	0	0	0	0.110	0.821	0.900	0.615	0.993
BRIP1	FANCI	9606.ENSP00000259008	9606.ENSP00000310842	0	0	0	0	0.256	0	0	0.993	0.994
BRIP1	FANCD2	9606.ENSP00000259008	9606.ENSP00000287647	0	0	0	0	0.209	0.515	0	0.993	0.997
BRIP1	PALB2	9606.ENSP00000259008	9606.ENSP00000261584	0	0	0	0	0.149	0.292	0.900	0.980	0.998
BRIP1	MRE11	9606.ENSP00000259008	9606.ENSP00000325863	0	0	0	0	0.117	0.994	0.500	0.497	0.998
BRIP1	NBN	9606.ENSP00000259008	9606.ENSP00000265433	0	0	0	0	0.063	0.994	0.500	0.548	0.998
BRIP1	TOPBP1	9606.ENSP00000259008	9606.ENSP00000260810	0	0	0	0	0.158	0.994	0.900	0.984	0.999
CCNH	CDK7	9606.ENSP00000498750	9606.ENSP00000256443	0	0	0	0	0.139	0.999	0.900	0.999	0.999
CCNH	GTF2H4	9606.ENSP00000498750	9606.ENSP00000259895	0	0	0	0	0.097	0.964	0.900	0.958	0.999
CCNH	MNAT1	9606.ENSP00000498750	9606.ENSP00000261245	0	0	0	0	0.459	0.997	0.900	0.997	0.999
CCNH	GTF2H1	9606.ENSP00000498750	9606.ENSP00000265963	0	0	0	0	0.075	0.990	0.900	0.964	0.999
CCNH	GTF2H2	9606.ENSP00000498750	9606.ENSP00000274400	0	0	0	0	0.198	0.975	0.900	0.905	0.999
CCNH	ERCC3	9606.ENSP00000498750	9606.ENSP00000285398	0	0	0	0	0.075	0.982	0.900	0.995	0.999
CCNH	GTF2E2	9606.ENSP00000498750	9606.ENSP00000348168	0	0	0	0	0.068	0.991	0.500	0.289	0.996
CCNH	MMS19	9606.ENSP00000498750	9606.ENSP00000359818	0	0	0	0	0.058	0.116	0.900	0.451	0.948
CCNH	PCNA	9606.ENSP00000498750	9606.ENSP00000368458	0	0	0	0	0.098	0	0.900	0.147	0.916
CCNH	ERCC2	9606.ENSP00000498750	9606.ENSP00000375809	0	0	0	0	0.055	0.995	0.900	0.988	0.999
CCNH	GTF2H3	9606.ENSP00000498750	9606.ENSP00000445162	0	0	0	0	0.140	0.994	0.900	0.901	0.999
CCNH	GTF2H5	9606.ENSP00000498750	9606.ENSP00000476100	0	0	0	0	0.044	0.921	0.540	0.935	0.997
CCNH	ERCC5	9606.ENSP00000498750	9606.ENSP00000498881	0	0	0	0	0.095	0.810	0	0.687	0.941
CDK7	PCNA	9606.ENSP00000256443	9606.ENSP00000368458	0	0	0	0	0.092	0	0.900	0.079	0.909
CDK7	XPA	9606.ENSP00000256443	9606.ENSP00000364270	0	0	0	0	0.044	0.456	0.500	0.712	0.915
CDK7	MMS19	9606.ENSP00000256443	9606.ENSP00000359818	0	0	0	0	0.098	0	0.900	0.362	0.937
CDK7	GTF2E2	9606.ENSP00000256443	9606.ENSP00000348168	0	0	0	0	0.199	0.968	0.500	0.298	0.989
CDK7	GTF2H5	9606.ENSP00000256443	9606.ENSP00000476100	0	0	0	0	0.044	0.957	0.540	0.862	0.997
CDK7	GTF2H3	9606.ENSP00000256443	9606.ENSP00000445162	0	0	0	0	0.124	0.991	0.900	0.853	0.999
CDK7	ERCC3	9606.ENSP00000256443	9606.ENSP00000285398	0	0	0	0	0.072	0.983	0.900	0.991	0.999
CDK7	GTF2H4	9606.ENSP00000256443	9606.ENSP00000259895	0	0	0	0	0.056	0.968	0.900	0.884	0.999
CDK7	MNAT1	9606.ENSP00000256443	9606.ENSP00000261245	0	0	0	0	0.172	0.999	0.900	0.997	0.999
CDK7	GTF2H2	9606.ENSP00000256443	9606.ENSP00000274400	0	0	0	0	0.087	0.977	0.900	0.877	0.999
CDK7	ERCC2	9606.ENSP00000256443	9606.ENSP00000375809	0	0	0	0	0.049	0.991	0.900	0.993	0.999
CDK7	GTF2H1	9606.ENSP00000256443	9606.ENSP00000265963	0	0	0	0	0.110	0.983	0.900	0.921	0.999
CETN2	ERCC1	9606.ENSP00000359300	9606.ENSP00000013807	0	0	0	0	0.067	0	0.900	0.721	0.971
CETN2	MSH2	9606.ENSP00000359300	9606.ENSP00000233146	0	0	0	0	0.074	0.054	0.900	0.168	0.917
CETN2	MSH6	9606.ENSP00000359300	9606.ENSP00000234420	0	0	0	0	0.044	0.054	0.900	0.197	0.917
CETN2	DDB2	9606.ENSP00000359300	9606.ENSP00000256996	0	0	0	0	0.086	0.066	0.500	0.830	0.917
CETN2	ERCC8	9606.ENSP00000359300	9606.ENSP00000265038	0	0	0	0	0	0	0.900	0.459	0.943
CETN2	XPC	9606.ENSP00000359300	9606.ENSP00000285021	0	0	0	0	0.055	0.988	0.900	0.992	0.999
CETN2	DDB1	9606.ENSP00000359300	9606.ENSP00000301764	0	0	0	0	0.080	0	0.500	0.810	0.905
CETN2	SWSAP1	9606.ENSP00000359300	9606.ENSP00000310008	0	0	0	0	0	0	0.900	0	0.900
CETN2	ERCC4	9606.ENSP00000359300	9606.ENSP00000310520	0	0	0	0	0.077	0	0.900	0.379	0.937
CETN2	PRKDC	9606.ENSP00000359300	9606.ENSP00000313420	0	0	0	0	0.049	0	0.900	0.263	0.923
CETN2	NHEJ1	9606.ENSP00000359300	9606.ENSP00000349313	0	0	0	0	0.129	0	0.900	0.251	0.929
CETN2	RAD23B	9606.ENSP00000359300	9606.ENSP00000350708	0	0	0	0	0.073	0.650	0.900	0.996	0.999
CETN2	XRCC6	9606.ENSP00000359300	9606.ENSP00000352257	0	0	0	0	0.055	0	0.900	0.271	0.925
CETN2	ZSWIM7	9606.ENSP00000359300	9606.ENSP00000382218	0	0	0	0	0.049	0	0.900	0	0.900
CETN2	DCLRE1C	9606.ENSP00000359300	9606.ENSP00000367527	0	0	0	0	0	0	0.900	0.095	0.905
CETN2	POLD1	9606.ENSP00000359300	9606.ENSP00000472445	0	0	0	0	0.044	0	0.900	0.175	0.914
CETN2	LIG4	9606.ENSP00000359300	9606.ENSP00000484288	0	0	0	0	0.049	0	0.900	0.173	0.914
CETN2	XRCC4	9606.ENSP00000359300	9606.ENSP00000421491	0	0	0	0	0.047	0	0.900	0.227	0.919
CETN2	XRCC5	9606.ENSP00000359300	9606.ENSP00000375978	0	0	0	0	0.067	0	0.900	0.283	0.927
CETN2	ERCC5	9606.ENSP00000359300	9606.ENSP00000498881	0	0	0	0	0.044	0	0.900	0.420	0.939
CETN2	RAD23A	9606.ENSP00000359300	9606.ENSP00000467024	0	0	0	0	0.079	0.274	0.500	0.962	0.985
CHEK1	HUS1	9606.ENSP00000391090	9606.ENSP00000258774	0	0	0	0	0.053	0	0.500	0.924	0.960
CHEK1	TOPBP1	9606.ENSP00000391090	9606.ENSP00000260810	0	0	0	0	0.163	0.356	0.800	0.916	0.989
CHEK1	TP53	9606.ENSP00000391090	9606.ENSP00000269305	0	0	0	0	0.074	0.783	0.900	0.906	0.997
CHEK1	FANCD2	9606.ENSP00000391090	9606.ENSP00000287647	0	0	0	0	0.283	0.464	0.400	0.840	0.958
CHEK1	DDB1	9606.ENSP00000391090	9606.ENSP00000301764	0	0	0	0	0.042	0.747	0	0.629	0.902
CHEK1	RAD9A	9606.ENSP00000391090	9606.ENSP00000311360	0	0	0	0	0	0	0.500	0.930	0.963
CHEK1	PRKDC	9606.ENSP00000391090	9606.ENSP00000313420	0	0	0	0	0.124	0.504	0	0.847	0.928
CHEK1	XRCC6	9606.ENSP00000391090	9606.ENSP00000352257	0	0	0	0	0.063	0.625	0	0.772	0.913
CHEK1	EXO1	9606.ENSP00000391090	9606.ENSP00000355506	0	0	0	0	0.645	0.157	0.500	0.845	0.973
CHEK1	RPA2	9606.ENSP00000391090	9606.ENSP00000363017	0	0	0	0	0.114	0.191	0.500	0.816	0.925
CHEK1	MDC1	9606.ENSP00000391090	9606.ENSP00000365588	0	0	0	0	0.079	0.094	0.400	0.895	0.940
CHEK1	TP53BP1	9606.ENSP00000391090	9606.ENSP00000371475	0	0	0	0	0.054	0.935	0	0.892	0.992
CHEK1	CHEK2	9606.ENSP00000391090	9606.ENSP00000372023	0	0	0	0.593	0.298	0.922	0	0.526	0.971
CHEK1	RBBP8	9606.ENSP00000391090	9606.ENSP00000382628	0	0	0	0	0.102	0.088	0.500	0.789	0.902
CHEK1	RAD17	9606.ENSP00000391090	9606.ENSP00000426191	0	0	0	0	0.110	0.222	0.500	0.954	0.982
CHEK1	RAD51	9606.ENSP00000391090	9606.ENSP00000493712	0	0	0	0	0.573	0.553	0.750	0.973	0.998
CHEK2	MSH2	9606.ENSP00000372023	9606.ENSP00000233146	0	0	0	0	0.183	0.536	0	0.841	0.934
CHEK2	PALB2	9606.ENSP00000372023	9606.ENSP00000261584	0	0	0	0	0.068	0	0	0.919	0.921
CHEK2	NBN	9606.ENSP00000372023	9606.ENSP00000265433	0	0	0	0	0	0.336	0.500	0.822	0.935
CHEK2	TP53	9606.ENSP00000372023	9606.ENSP00000269305	0	0	0	0	0.072	0.833	0.750	0.992	0.999
CHEK2	MUS81	9606.ENSP00000372023	9606.ENSP00000307853	0	0	0	0	0.103	0.668	0	0.711	0.906
CHEK2	RAD9A	9606.ENSP00000372023	9606.ENSP00000311360	0	0	0	0	0.049	0.306	0	0.974	0.981
CHEK2	PRKDC	9606.ENSP00000372023	9606.ENSP00000313420	0	0	0	0	0.063	0.553	0	0.861	0.937
CHEK2	MRE11	9606.ENSP00000372023	9606.ENSP00000325863	0	0	0	0	0.085	0.088	0.500	0.789	0.900
CHEK2	MDC1	9606.ENSP00000372023	9606.ENSP00000365588	0	0	0	0	0.096	0.469	0.500	0.964	0.990
CHEK2	TP53BP1	9606.ENSP00000372023	9606.ENSP00000371475	0	0	0	0	0.049	0.883	0.500	0.951	0.996
CHEK2	RAD51	9606.ENSP00000372023	9606.ENSP00000493712	0	0	0	0	0.273	0.252	0	0.882	0.930
