Gene A,Gene B,GEMINI sensitive,Cell line
MBD4,POLA1,-1.3812,RPE-1
MBD4,RNF113A,-1.0314,RPE-1
MBD4,SHFM1,-1.602,RPE-1
MBTD1,MSH2,-1.4448,RPE-1
MBTD1,RBBP8,-1.0724,RPE-1
MBTD1,VCP,-1.3727,RPE-1
MC1R,WDR70,-1.1106,RPE-1
MCM3,MCM5,-1.2307,RPE-1
MCM3,MCRS1,-1.4744,RPE-1
MCM3,MMS19,-1.1318,RPE-1
MCM3,NPLOC4,-1.5343,RPE-1
MCM3,NSMCE1,-1.1658,RPE-1
MCM3,POLR2A,-1.1607,RPE-1
MCM3,POLR2D,-1.3877,RPE-1
MCM3,POLR2F,-1.8453,RPE-1
MCM3,PSMD14,-1.0023,RPE-1
MCM3,PTTG1,-1.1407,RPE-1
MCM3,RAD1,-1.0384,RPE-1
MCM3,RAD17,-1.2819,RPE-1
MCM3,RAD51,-1.0175,RPE-1
MCM3,RFC2,-1.2536,RPE-1
MCM3,RFC4,-1.2329,RPE-1
MCM3,RNF138,-1.1731,RPE-1
MCM3,RNF8,-1.0288,RPE-1
MCM3,RPA3,-1.1392,RPE-1
MCM3,SFPQ,-1.1891,RPE-1
MCM3,SMC1A,-1.0309,RPE-1
MCM3,UBE2B,-1.0584,RPE-1
MCM3,WDHD1,-1.6511,RPE-1
MCM3,WDR70,-1.3597,RPE-1
MCM4,MCM5,-1.0032,RPE-1
MCM4,MCM7,-1.2325,RPE-1
MCM4,MEAF6,-2.3648,RPE-1
MCM4,NFRKB,-1.5723,RPE-1
MCM4,OTUB1,-1.4721,RPE-1
MCM4,POLA1,-1.0002,RPE-1
MCM4,PPP4C,-1.915,RPE-1
MCM4,PRKDC,-2.565,RPE-1
MCM4,RAD1,-1.0512,RPE-1
MCM4,RAD51C,-1.1249,RPE-1
MCM4,RAD9B,-1.7597,RPE-1
MCM4,RPA3,-1.4175,RPE-1
MCM4,RUVBL1,-1.1736,RPE-1
MCM4,SHFM1,-1.0353,RPE-1
MCM4,SMC6,-1.2086,RPE-1
MCM4,SUMO1,-1.0897,RPE-1
MCM4,TIMELESS,-1.4719,RPE-1
MCM4,TOP3A,-1.2111,RPE-1
MCM4,TOPBP1,-1.3689,RPE-1
MCM4,TRRAP,-1.5129,RPE-1
MCM4,UBE2B,-1.2462,RPE-1
MCM4,UBE2D3,-1.1173,RPE-1
MCM4,UHRF1,-1.0877,RPE-1
MCM4,UVSSA,-1.0922,RPE-1
MCM4,VPS72,-1.225,RPE-1
MCM4,WDHD1,-1.0686,RPE-1
MCM4,WDR70,-1.4592,RPE-1
MCM5,NFRKB,-1.7858,RPE-1
MCM5,POLN,-1.7967,RPE-1
MCM5,POLR1B,-1.1955,RPE-1
MCM5,PTTG1,-1.4258,RPE-1
MCM5,RAD1,-1.4532,RPE-1
MCM5,RAD9A,-1.135,RPE-1
MCM5,RAD9B,-1.4804,RPE-1
MCM5,RBM17,-1.1515,RPE-1
MCM5,RNF8,-1.6968,RPE-1
MCM5,SHFM1,-1.1874,RPE-1
MCM5,SMG1,-1.239,RPE-1
MCM5,SSRP1,-1.6347,RPE-1
MCM5,TICRR,-1.1722,RPE-1
MCM5,TRRAP,-1.199,RPE-1
MCM5,UBE2D3,-1.0339,RPE-1
MCM5,UVRAG,-1.4509,RPE-1
MCM5,UVSSA,-1.0913,RPE-1
MCM5,WDHD1,-1.6678,RPE-1
MCM5,WDR33,-1.3566,RPE-1
MCM5,WDR70,-1.1908,RPE-1
MCM6,MRGBP,-1.0702,RPE-1
MCM6,PNKP,-1.3835,RPE-1
MCM6,RFC5,-1.0134,RPE-1
MCM6,UBA52,-1.2711,RPE-1
MCM7,MEAF6,-1.1372,RPE-1
MCM7,MSH6,-1.5523,RPE-1
MCM7,MUM1,-1.4907,RPE-1
MCM7,NFRKB,-1.4363,RPE-1
MCM7,NPLOC4,-1.2962,RPE-1
MCM7,NSMCE1,-1.069,RPE-1
MCM7,OTUB1,-1.6599,RPE-1
MCM7,PALB2,-1.0963,RPE-1
MCM7,PML,-1.1362,RPE-1
MCM7,POLD1,-1.0739,RPE-1
MCM7,POLL,-1.7699,RPE-1
MCM7,POLR2A,-1.0459,RPE-1
MCM7,POLR2F,-1.0471,RPE-1
MCM7,POLR2L,-1.1647,RPE-1
MCM7,PPP4C,-1.6573,RPE-1
MCM7,RAB43,-1.2341,RPE-1
MCM7,RBM17,-1.1465,RPE-1
MCM7,RBX1,-1.763,RPE-1
MCM7,RFC2,-1.5965,RPE-1
MCM7,RFC3,-1.8815,RPE-1
MCM7,RNF8,-1.4233,RPE-1
MCM7,SETMAR,-1.0513,RPE-1
MCM7,SFPQ,-1.3042,RPE-1
MCM7,SMC1A,-1.3165,RPE-1
MCM7,SMC3,-1.8053,RPE-1
MCM7,SMC6,-1.1334,RPE-1
MCM7,SUMO1,-1.313,RPE-1
MCM7,SUPT16H,-1.1041,RPE-1
MCM7,TAOK3,-1.6547,RPE-1
MCM7,TCEA1,-1.1903,RPE-1
MCM7,TERF2,-1.4251,RPE-1
MCM7,TFPT,-1.216,RPE-1
MCM7,TONSL,-1.8332,RPE-1
MCM7,TOPBP1,-1.2571,RPE-1
MCM7,TRIP13,-1.3073,RPE-1
MCM7,TRRAP,-2.0894,RPE-1
MCM7,UBC,-1.0033,RPE-1
MCM7,UBE2B,-1.1147,RPE-1
MCM7,UBE2T,-1.1205,RPE-1
MCM7,UHRF1,-1.4108,RPE-1
MCM7,UPF1,-1.2075,RPE-1
MCM7,UVSSA,-1.3354,RPE-1
MCM7,VPS72,-1.0584,RPE-1
MCM7,XAB2,-1.4636,RPE-1
MCM7,XRCC2,-1.853,RPE-1
MCM7,ZNF365,-1.0677,RPE-1
MCM7,ZNF830,-1.1303,RPE-1
MCM8,PCNA,-1.1487,RPE-1
MCM8,RFWD3,-1.2483,RPE-1
MCM9,MDC1,-1.0712,RPE-1
MCM9,RNF113A,-1.0068,RPE-1
MCM9,SUPT16H,-1.2735,RPE-1
MCM9,TICRR,-1.2402,RPE-1
MCM9,UBE2V2,-1.1395,RPE-1
MCMDC2,POLR2D,-1.3256,RPE-1
MCMDC2,RAD9A,-1.082,RPE-1
MCMDC2,WDR70,-1.223,RPE-1
MCRS1,RFWD3,-1.1206,RPE-1
MCRS1,TERF2,-1.9094,RPE-1
MCRS1,TICRR,-1.3038,RPE-1
MCRS1,WDHD1,-1.2262,RPE-1
MDC1,MEN1,-1.0423,RPE-1
MDC1,MMS22L,-1.5003,RPE-1
MDC1,MRE11A,-1.3128,RPE-1
MDC1,NSMCE1,-1.2118,RPE-1
MDC1,PALB2,-1.1648,RPE-1
MDC1,RAD9A,-1.1691,RPE-1
MDC1,RFC1,-1.3818,RPE-1
MDC1,RFC4,-1.3,RPE-1
MDC1,SHFM1,-1.9496,RPE-1
MDC1,SMC1A,-1.2465,RPE-1
MDC1,SWI5,-1.0338,RPE-1
MDC1,TOPBP1,-1.4196,RPE-1
MDC1,TRIP12,-1.232,RPE-1
MDC1,WDR70,-1.1032,RPE-1
MDC1,XPA,-1.0022,RPE-1
MEAF6,MEN1,-1.4935,RPE-1
MEAF6,MMS22L,-1.8402,RPE-1
MEAF6,MNAT1,-1.4677,RPE-1
MEAF6,MRE11A,-1.1219,RPE-1
MEAF6,MRGBP,-1.0136,RPE-1
MEAF6,MUTYH,-1.0562,RPE-1
MEAF6,NFRKB,-1.6445,RPE-1
MEAF6,NPLOC4,-2.0153,RPE-1
MEAF6,PALB2,-1.1709,RPE-1
MEAF6,PCNA,-1.7181,RPE-1
MEAF6,PIAS4,-1.2477,RPE-1
MEAF6,POLA1,-1.688,RPE-1
MEAF6,POLD2,-1.2601,RPE-1
MEAF6,POLD3,-1.2185,RPE-1
MEAF6,POLG2,-1.0846,RPE-1
MEAF6,POLN,-1.7124,RPE-1
MEAF6,POLR2E,-1.6892,RPE-1
MEAF6,POLR2F,-1.5918,RPE-1
MEAF6,POLR2L,-1.4336,RPE-1
MEAF6,PPP4C,-1.3862,RPE-1
MEAF6,PRPF19,-1.0384,RPE-1
MEAF6,PTTG1,-2.1674,RPE-1
MEAF6,RAB43,-1.3322,RPE-1
MEAF6,RAD1,-1.0945,RPE-1
MEAF6,RAD51,-1.1715,RPE-1
MEAF6,RAD9B,-1.7304,RPE-1
MEAF6,RFC1,-1.6158,RPE-1
MEAF6,RFC5,-1.56,RPE-1
MEAF6,RIF1,-1.0331,RPE-1
MEAF6,RPA1,-1.1544,RPE-1
MEAF6,RPA3,-1.3697,RPE-1
MEAF6,RPS3,-2.1164,RPE-1
MEAF6,RUVBL1,-1.4091,RPE-1
MEAF6,SMC1A,-1.1864,RPE-1
MEAF6,SMC3,-1.4798,RPE-1
MEAF6,TDP2,-1.0663,RPE-1
MEAF6,TERF2,-1.8035,RPE-1
MEAF6,TFPT,-2.0081,RPE-1
MEAF6,TOPBP1,-1.442,RPE-1
MEAF6,UBE2B,-1.2538,RPE-1
MEAF6,UCHL5,-1.0677,RPE-1
MEAF6,UHRF1,-1.2489,RPE-1
MEAF6,UVRAG,-1.1776,RPE-1
MEAF6,UVSSA,-1.2401,RPE-1
MEAF6,VCP,-2.1783,RPE-1
MEAF6,WDR33,-1.6071,RPE-1
MEAF6,XAB2,-2.5183,RPE-1
MEAF6,XRCC6,-1.0682,RPE-1
MEIOB,TOPBP1,-1.0317,RPE-1
MEN1,MMS19,-1.0569,RPE-1
MEN1,MNAT1,-1.5713,RPE-1
MEN1,POLR1B,-1.1931,RPE-1
MEN1,POLR2A,-1.3238,RPE-1
MEN1,POLR2B,-1.1596,RPE-1
MEN1,RAB43,-1.0156,RPE-1
MEN1,RFC1,-1.5195,RPE-1
MEN1,RFC2,-1.5215,RPE-1
MEN1,RFC3,-1.8385,RPE-1
MEN1,RPA3,-1.3015,RPE-1
MEN1,RPAIN,-1.3259,RPE-1
MEN1,RUVBL1,-1.5931,RPE-1
MEN1,SHFM1,-1.1101,RPE-1
MEN1,SMC1A,-1.2078,RPE-1
MEN1,SMC6,-2.3599,RPE-1
MEN1,STRA13,-1.085,RPE-1
MEN1,TFPT,-1.0552,RPE-1
MEN1,UBE2V2,-1.6146,RPE-1
MEN1,VPS72,-1.4356,RPE-1
MEN1,XRCC1,-1.015,RPE-1
MGME1,RUVBL1,-1.2826,RPE-1
MGME1,UVSSA,-1.0176,RPE-1
MLH1,SMC3,-1.3636,RPE-1
MLH1,TERF2,-1.2701,RPE-1
MLH1,VPS72,-1.3312,RPE-1
MLH1,WDHD1,-1.171,RPE-1
MLH3,POLR1B,-1.0087,RPE-1
MMS19,RFC2,-1.3174,RPE-1
MMS19,RIF1,-1.3874,RPE-1
MMS19,RNF8,-1.0165,RPE-1
MMS19,RPAIN,-1.0907,RPE-1
MMS19,RUVBL1,-1.0126,RPE-1
MMS19,SSRP1,-1.0607,RPE-1
MMS19,TERF2,-1.0885,RPE-1
MMS19,TFPT,-1.1366,RPE-1
MMS19,TOPBP1,-1.7712,RPE-1
MMS19,UVSSA,-1.1908,RPE-1
MMS22L,MSH2,-1.2559,RPE-1
MMS22L,NDNL2,-1.2817,RPE-1
MMS22L,NONO,-1.2182,RPE-1
MMS22L,PCNA,-1.3241,RPE-1
MMS22L,POLR2D,-1.1806,RPE-1
MMS22L,PPP4C,-1.3788,RPE-1
MMS22L,PRKDC,-1.4606,RPE-1
MMS22L,RECQL5,-1.6304,RPE-1
MMS22L,RNF8,-1.2256,RPE-1
MMS22L,RTEL1,-1.2238,RPE-1
MMS22L,SHFM1,-1.7263,RPE-1
MMS22L,SMC3,-1.2543,RPE-1
MMS22L,SUMO1,-1.4123,RPE-1
MMS22L,TICRR,-1.1049,RPE-1
MMS22L,TRRAP,-1.1197,RPE-1
MMS22L,UBE2D3,-1.5442,RPE-1
MNAT1,MUTYH,-1.042,RPE-1
MNAT1,POLD2,-1.3415,RPE-1
MNAT1,PPP4C,-1.3378,RPE-1
MNAT1,RAD51C,-1.021,RPE-1
MNAT1,RAD9A,-1.633,RPE-1
MNAT1,RAD9B,-1.3205,RPE-1
MNAT1,SHFM1,-1.1471,RPE-1
MNAT1,SMC3,-1.0106,RPE-1
MNAT1,SMG1,-1.0998,RPE-1
MNAT1,SSRP1,-1.2648,RPE-1
MNAT1,TOPBP1,-1.1895,RPE-1
MNAT1,UBE2B,-1.4252,RPE-1
MNAT1,UHRF1,-1.1491,RPE-1
MNAT1,UVRAG,-1.2902,RPE-1
MNAT1,VCP,-1.3681,RPE-1
MNAT1,VPS72,-1.6462,RPE-1
MNAT1,WDR33,-1.1442,RPE-1
MNAT1,XAB2,-1.5735,RPE-1
MORF4L1,RPAIN,-1.2664,RPE-1
MORF4L1,SSRP1,-1.4778,RPE-1
MORF4L1,TERF2,-1.0404,RPE-1
MORF4L2,POLA1,-1.1184,RPE-1
MPG,PPP4C,-1.1142,RPE-1
MPG,SUMO1,-1.0789,RPE-1
MPG,SUPT16H,-1.1628,RPE-1
MPG,TRIP13,-1.1674,RPE-1
MRE11A,PCNA,-1.2221,RPE-1
MRE11A,POLR2F,-1.1762,RPE-1
MRE11A,PRKDC,-1.274,RPE-1
MRE11A,PRPF19,-1.4142,RPE-1
MRE11A,RAD1,-1.311,RPE-1
MRE11A,RBM17,-1.895,RPE-1
MRE11A,RBX1,-1.0811,RPE-1
MRE11A,RFC2,-1.6989,RPE-1
MRE11A,RPA1,-1.0129,RPE-1
MRE11A,RPAIN,-1.325,RPE-1
MRE11A,TDP2,-1.0706,RPE-1
MRE11A,TRIP12,-1.4103,RPE-1
MRE11A,UBR5,-1.0042,RPE-1
MRE11A,UVSSA,-1.2695,RPE-1
MRE11A,VCP,-1.4933,RPE-1
MRE11A,VPS72,-1.1214,RPE-1
MRE11A,WDHD1,-1.3728,RPE-1
MRE11A,WDR33,-1.4537,RPE-1
MRGBP,RAD51D,-1.1073,RPE-1
MRGBP,RAD9B,-1.0299,RPE-1
MRGBP,SFPQ,-1.2396,RPE-1
MRGBP,SMC3,-1.0089,RPE-1
MRGBP,SMC6,-1.5522,RPE-1
MRGBP,TREX2,-1.1447,RPE-1
MRGBP,TRIP13,-1.4846,RPE-1
MRGBP,VPS72,-1.0729,RPE-1
MRGBP,WDR70,-1.2111,RPE-1
MSH2,POLR2L,-1.4853,RPE-1
MSH2,PRPF19,-1.4059,RPE-1
MSH2,SHFM1,-1.1741,RPE-1
MSH2,SUMO1,-1.1421,RPE-1
MSH4,RECQL4,-1.0257,RPE-1
MSH4,VCP,-1.2258,RPE-1
MSH5,SSRP1,-1.3456,RPE-1
MSH6,SHFM1,-1.0883,RPE-1
MSH6,TICRR,-1.034,RPE-1
MSH6,XPC,-1.0847,RPE-1
MTA1,PCNA,-1.4763,RPE-1
MTA1,POLA1,-1.809,RPE-1
MTA1,POLR2E,-1.1431,RPE-1
MTA1,PRPF19,-1.2533,RPE-1
MTA1,RAD1,-1.1207,RPE-1
MTA1,RAD51B,-1.0388,RPE-1
MTA1,RAD9B,-1.0926,RPE-1
MTA1,RBM17,-1.0464,RPE-1
MTA1,RIF1,-1.1988,RPE-1
MTA1,RMI2,-1.0377,RPE-1
MTA1,SHFM1,-1.0853,RPE-1
MTA1,SMC1A,-1.2228,RPE-1
MTA1,TOP3A,-1.1366,RPE-1
MTA1,TOPBP1,-2.0558,RPE-1
MTA1,TRIP13,-1.9997,RPE-1
MTA1,TRRAP,-1.5981,RPE-1
MTA1,UVRAG,-1.0487,RPE-1
MTA1,UVSSA,-2.0901,RPE-1
MTA1,VPS72,-1.5076,RPE-1
MUM1,MUTYH,-1.2555,RPE-1
MUM1,NIPBL,-1.1736,RPE-1
MUM1,PCNA,-1.1276,RPE-1
MUM1,PIF1,-1.2549,RPE-1
MUM1,RAD51B,-1.0887,RPE-1
MUM1,RNF113A,-1.1616,RPE-1
MUM1,RNF8,-1.1773,RPE-1
MUM1,SUMO1,-1.4996,RPE-1
MUM1,TCEA1,-1.1847,RPE-1
MUM1,UBE2D3,-1.1228,RPE-1
MUM1,UBE2V2,-1.0525,RPE-1
MUM1,USP10,-1.0076,RPE-1
MUM1,UVSSA,-1.015,RPE-1
MUM1,XPC,-1.1537,RPE-1
MUS81,POLR2D,-1.1635,RPE-1
MUS81,TOP3A,-1.7915,RPE-1
MUS81,UBE2T,-1.0215,RPE-1
MUS81,VPS72,-1.4052,RPE-1
MUTYH,PPP4C,-1.2757,RPE-1
MUTYH,RFC1,-1.0798,RPE-1
MUTYH,SUMO1,-1.2698,RPE-1
MUTYH,SUPT16H,-1.484,RPE-1
MUTYH,TDP2,-1.4903,RPE-1
MUTYH,UCHL5,-1.0202,RPE-1
MUTYH,UVSSA,-1.3656,RPE-1
MUTYH,VCP,-1.0881,RPE-1
MUTYH,ZNF830,-1.1736,RPE-1
NABP1,SMC6,-1.1013,RPE-1
NABP2,PTTG1,-1.0288,RPE-1
NABP2,TOPBP1,-1.1149,RPE-1
NABP2,XAB2,-1.1345,RPE-1
NBN,RFC2,-1.4098,RPE-1
NDNL2,NSMCE2,-1.8404,RPE-1
NDNL2,PIAS4,-1.63,RPE-1
NDNL2,RAD1,-1.9661,RPE-1
NDNL2,RAD9A,-1.7216,RPE-1
NDNL2,RNASEH2A,-1.0466,RPE-1
NDNL2,RPA3,-1.1536,RPE-1
NDNL2,SHFM1,-1.7459,RPE-1
NDNL2,SMC6,-1.5544,RPE-1
NDNL2,SUMO1,-1.5997,RPE-1
NDNL2,TOP3A,-1.9267,RPE-1
NDNL2,TRIP13,-1.0172,RPE-1
NDNL2,UBE2V2,-1.226,RPE-1
NEIL1,TERF2,-1.5279,RPE-1
NEIL1,WDHD1,-1.3032,RPE-1
NEIL1,WDR70,-1.0149,RPE-1
NEIL2,RUVBL1,-1.3019,RPE-1
NEIL2,VPS72,-1.2885,RPE-1
NEIL3,WDR70,-1.8574,RPE-1
NFRKB,NSMCE1,-1.0421,RPE-1
NFRKB,POLA1,-1.2616,RPE-1
NFRKB,POLD3,-1.2506,RPE-1
NFRKB,POLN,-1.5747,RPE-1
NFRKB,POLR1B,-1.3044,RPE-1
NFRKB,POLR2E,-1.2362,RPE-1
NFRKB,POLR2L,-1.552,RPE-1
NFRKB,PPP4C,-1.35,RPE-1
NFRKB,PRPF19,-1.2353,RPE-1
NFRKB,RAD1,-1.3463,RPE-1
NFRKB,RAD51,-1.1408,RPE-1
NFRKB,RAD51C,-1.4427,RPE-1
NFRKB,RAD9B,-1.8577,RPE-1
NFRKB,RBM17,-1.1763,RPE-1
NFRKB,RBX1,-1.3467,RPE-1
NFRKB,RFC1,-1.5327,RPE-1
NFRKB,RFC2,-2.0664,RPE-1
NFRKB,RFC3,-1.3531,RPE-1
NFRKB,RFC5,-1.7956,RPE-1
NFRKB,RNF113A,-1.1479,RPE-1
NFRKB,RPA3,-1.0723,RPE-1
NFRKB,RPS3,-2.3022,RPE-1
NFRKB,SFPQ,-1.9252,RPE-1
NFRKB,SMC1A,-1.2796,RPE-1
NFRKB,SMC3,-1.4834,RPE-1
NFRKB,SSRP1,-1.3167,RPE-1
NFRKB,TDP2,-1.4704,RPE-1
NFRKB,TOP3A,-1.1072,RPE-1
NFRKB,TOPBP1,-1.8199,RPE-1
NFRKB,TRRAP,-1.5286,RPE-1
NFRKB,UBE2B,-1.2978,RPE-1
NFRKB,UBE2D3,-1.0522,RPE-1
NFRKB,UPF1,-1.1463,RPE-1
NFRKB,UVRAG,-1.3446,RPE-1
NFRKB,UVSSA,-1.1985,RPE-1
NFRKB,VCP,-1.3378,RPE-1
NFRKB,VPS72,-1.276,RPE-1
NFRKB,WDR70,-1.4182,RPE-1
NFRKB,XAB2,-1.5368,RPE-1
NIPBL,RAD9A,-1.0434,RPE-1
NIPBL,RFC2,-1.3663,RPE-1
NONO,POLA1,-1.0419,RPE-1
NONO,RFC3,-1.0343,RPE-1
NONO,SMC1A,-1.0401,RPE-1
NPLOC4,PARPBP,-1.1288,RPE-1
NPLOC4,POLA1,-1.3787,RPE-1
NPLOC4,POLN,-1.2485,RPE-1
NPLOC4,POLR2A,-1.5196,RPE-1
NPLOC4,POLR2D,-1.4325,RPE-1
NPLOC4,POLR2E,-1.3306,RPE-1
NPLOC4,PRKCG,-1.0034,RPE-1
NPLOC4,PTTG1,-1.201,RPE-1
NPLOC4,RAD1,-1.2927,RPE-1
NPLOC4,RAD51,-1.4946,RPE-1
NPLOC4,RAD51C,-1.8436,RPE-1
NPLOC4,RAD9A,-1.6663,RPE-1
NPLOC4,RAD9B,-1.623,RPE-1
NPLOC4,RBX1,-1.8774,RPE-1
NPLOC4,RFC3,-1.2232,RPE-1
NPLOC4,RFC4,-1.0645,RPE-1
NPLOC4,RNF113A,-1.1233,RPE-1
NPLOC4,RPA4,-1.132,RPE-1
NPLOC4,RPAIN,-1.1329,RPE-1
NPLOC4,SETD2,-1.2523,RPE-1
NPLOC4,SMC1A,-1.4173,RPE-1
NPLOC4,SMC3,-1.9133,RPE-1
NPLOC4,SPATA22,-1.6377,RPE-1
NPLOC4,SSRP1,-1.4611,RPE-1
NPLOC4,TONSL,-1.1004,RPE-1
NPLOC4,TOPBP1,-1.4442,RPE-1
NPLOC4,TRRAP,-1.6063,RPE-1
NPLOC4,UBE2B,-1.1515,RPE-1
NPLOC4,UBE2D3,-1.3669,RPE-1
NPLOC4,UHRF1,-1.5791,RPE-1
NPLOC4,UVRAG,-1.4781,RPE-1
NPLOC4,VCP,-1.7202,RPE-1
NPLOC4,WDR70,-1.661,RPE-1
NPM1,NSMCE1,-1.544,RPE-1
NPM1,POLA1,-1.6294,RPE-1
NPM1,RPA3,-1.0484,RPE-1
NPM1,WDR70,-1.4615,RPE-1
NSMCE1,NSMCE4A,-1.3345,RPE-1
NSMCE1,POLD3,-1.0291,RPE-1
NSMCE1,POLG2,-1.096,RPE-1
NSMCE1,POLN,-1.0192,RPE-1
NSMCE1,POLR2E,-1.0035,RPE-1
NSMCE1,RAD50,-1.3687,RPE-1
NSMCE1,RAD9A,-1.18,RPE-1
NSMCE1,RBBP8,-1.0219,RPE-1
NSMCE1,RBX1,-1.1812,RPE-1
NSMCE1,RFC3,-1.0064,RPE-1
NSMCE1,RRM1,-1.0847,RPE-1
NSMCE1,SHFM1,-1.1324,RPE-1
NSMCE1,TREX2,-1.0602,RPE-1
NSMCE1,UBE2N,-1.0354,RPE-1
NSMCE1,VPS72,-1.0823,RPE-1
NSMCE1,XAB2,-1.3132,RPE-1
NSMCE2,POLD1,-1.0024,RPE-1
NSMCE2,POLR2D,-1.1176,RPE-1
NSMCE2,RNF113A,-1.4066,RPE-1
NSMCE2,SHFM1,-1.3818,RPE-1
NSMCE2,SMC1A,-1.3535,RPE-1
NSMCE2,TRIP13,-1.0915,RPE-1
NSMCE2,UBE2V2,-1.1435,RPE-1
NSMCE2,UVSSA,-1.0997,RPE-1
NSMCE2,VPS72,-1.4005,RPE-1
NSMCE2,WDHD1,-1.2311,RPE-1
NUDT1,RAD9A,-1.0426,RPE-1
NUDT1,VPS72,-1.0599,RPE-1
NUDT16L1,RFC3,-1.6537,RPE-1
NUDT16L1,TERF2,-1.2961,RPE-1
OBFC1,PALB2,-1.0307,RPE-1
OBFC1,PRPF19,-1.1526,RPE-1
OBFC1,RAD51,-1.7118,RPE-1
OBFC1,RFC4,-1.2096,RPE-1
OBFC1,RNF113A,-1.2854,RPE-1
OBFC1,SMC1A,-1.3088,RPE-1
OBFC1,SMC6,-1.0534,RPE-1
OBFC1,SUMO1,-1.1593,RPE-1
OBFC1,UVSSA,-1.4781,RPE-1
OBFC1,ZNF830,-1.3302,RPE-1
OGG1,VPS72,-1.0313,RPE-1
OTUB1,PIAS4,-1.126,RPE-1
OTUB1,POLA1,-1.8993,RPE-1
OTUB1,POLR2B,-1.2352,RPE-1
OTUB1,RBX1,-1.7695,RPE-1
OTUB1,RFC2,-1.3383,RPE-1
OTUB1,RFC3,-1.0723,RPE-1
OTUB1,RIF1,-1.0226,RPE-1
OTUB1,RNF8,-1.9405,RPE-1
OTUB1,RPAIN,-1.2502,RPE-1
OTUB1,RUVBL1,-1.8206,RPE-1
OTUB1,SFPQ,-1.285,RPE-1
OTUB1,SHFM1,-1.1472,RPE-1
OTUB1,SMC6,-1.2183,RPE-1
OTUB1,TRIP12,-1.1254,RPE-1
OTUB1,TRRAP,-1.2279,RPE-1
OTUB1,UBE2D3,-1.6167,RPE-1
OTUB1,UBR5,-1.0729,RPE-1
OTUB1,UVSSA,-1.2305,RPE-1
OTUB1,WDR70,-1.0098,RPE-1
PAGR1,TICRR,-1.0904,RPE-1
PAGR1,WDR70,-1.1192,RPE-1
PALB2,PARP4,-1.0903,RPE-1
PALB2,RAD9A,-1.1579,RPE-1
PALB2,RHNO1,-1.4576,RPE-1
PALB2,SSRP1,-1.0344,RPE-1
PALB2,SUMO1,-1.1879,RPE-1
PALB2,TIMELESS,-1.1694,RPE-1
PALB2,UBE2V2,-1.3326,RPE-1
PALB2,XRCC6,-1.3306,RPE-1
PARG,PIAS4,-1.1592,RPE-1
PARG,RNASEH2A,-1.1382,RPE-1
PARG,RPAIN,-1.1748,RPE-1
PARG,SMC1A,-1.0004,RPE-1
PARG,SWI5,-1.0332,RPE-1
PARG,TOPBP1,-1.0125,RPE-1
PARG,UBE2D3,-1.1672,RPE-1
PARG,VCP,-1.2022,RPE-1
PARG,WDR70,-1.4182,RPE-1
PARP1,POLA1,-1.1928,RPE-1
PARP1,VPS72,-1.0082,RPE-1
PARP10,POLA1,-1.0902,RPE-1
PARP10,RUVBL1,-1.2319,RPE-1
PARP10,SFPQ,-1.3208,RPE-1
PARP10,VPS72,-1.1182,RPE-1
PARP2,RFC2,-1.3776,RPE-1
PARP2,RUVBL1,-1.499,RPE-1
PARP2,SSRP1,-1.4038,RPE-1
PARP3,PTTG1,-1.2267,RPE-1
PARP3,VPS72,-1.0564,RPE-1
PARP4,TOPBP1,-1.063,RPE-1
PARP9,RAD51,-1.0184,RPE-1
PARP9,RPA3,-1.1177,RPE-1
PARPBP,PCNA,-1.4065,RPE-1
PARPBP,PIAS4,-1.0922,RPE-1
PARPBP,PPP4C,-1.0392,RPE-1
PARPBP,SFPQ,-1.1748,RPE-1
PARPBP,SHFM1,-1.1356,RPE-1
PAXIP1,PIAS4,-1.1445,RPE-1
PAXIP1,POLR1B,-1.1077,RPE-1
PAXIP1,RPA3,-1.0249,RPE-1
PCNA,POLR2D,-1.1683,RPE-1
PCNA,POLR2L,-1.1459,RPE-1
PCNA,PRKDC,-1.9758,RPE-1
PCNA,RAD1,-2.3044,RPE-1
PCNA,RAD17,-1.2737,RPE-1
PCNA,RAD9A,-1.0788,RPE-1
PCNA,RAD9B,-1.1676,RPE-1
PCNA,RBX1,-1.1151,RPE-1
PCNA,RECQL5,-1.1648,RPE-1
PCNA,RFC1,-1.6187,RPE-1
PCNA,RFC2,-1.1948,RPE-1
PCNA,RNF8,-1.3471,RPE-1
PCNA,RRM2B,-1.3305,RPE-1
PCNA,SHFM1,-2.0406,RPE-1
PCNA,SUMO1,-1.1445,RPE-1
PCNA,TOP3A,-1.0173,RPE-1
PCNA,UBE2B,-1.1732,RPE-1
PCNA,UFD1L,-1.5035,RPE-1
PCNA,UHRF1,-1.1084,RPE-1
PCNA,UPF1,-1.1072,RPE-1
PCNA,UVSSA,-1.1579,RPE-1
PCNA,VCP,-1.5083,RPE-1
PCNA,WDR48,-1.4503,RPE-1
PCNA,XRCC6,-1.0293,RPE-1
PDS5B,POLR2D,-1.0058,RPE-1
PDS5B,WDR70,-1.2659,RPE-1
PIAS4,PIF1,-1.039,RPE-1
PIAS4,POLR2B,-1.3123,RPE-1
PIAS4,PPP4R2,-1.025,RPE-1
PIAS4,PTTG1,-1.2052,RPE-1
PIAS4,RAD9A,-1.2818,RPE-1
