Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label
DLBC,Endothelial_EPIC,Endothelial,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,24,24,0.000206886998019392,3.34674269434546e-06,-0.000203540255325046,0.439382151717562,0.857976320625104,ns,P=0.439,FDR=0.858
DLBC,Basophils_xCell,Basophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,24,24,2.90757732344578e-06,3.06897282420537e-06,1.61395500759592e-07,0.451679909555962,0.857976320625104,ns,P=0.452,FDR=0.858
DLBC,NKcells_EPIC,NKcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),NKCELLS,24,24,0.00035810220479999,1.85849558211335e-06,-0.000356243709217876,0.464169994359795,0.857976320625104,ns,P=0.464,FDR=0.858
DLBC,CD4+_T-cells_xCell,CD4+ t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCELLS,24,24,6.23351835312942e-23,1.5375152110439e-23,-4.69600314208552e-23,0.489008930233006,0.857976320625104,ns,P=0.489,FDR=0.858
DLBC,B_cells_quantiseq,b Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,24,24,0.481289602792746,0.459516843402554,-0.0217727593901921,0.496208810936624,0.857976320625104,ns,P=0.496,FDR=0.858
DLBC,CD4+_Tem_xCell,CD4+ Tem,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,24,24,7.74666001926996e-07,5.57527821489431e-07,-2.17138180437565e-07,0.529023331819878,0.857976320625104,ns,P=0.529,FDR=0.858
DLBC,CD8_Tcells_EPIC,CD8 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,24,24,5.22611307972132e-07,2.72869942272721e-07,-2.49741365699411e-07,0.570686704730183,0.857976320625104,ns,P=0.571,FDR=0.858
DLBC,Monocytes_xCell,Monocytes,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MONOCYTES,24,24,0,0,0,0.60889170098604,0.857976320625104,ns,P=0.609,FDR=0.858
DLBC,Macrophages_M1_xCell,Macrophages M1,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM1,24,24,2.19013615969409e-23,7.44560315177118e-25,-2.11568012817638e-23,0.612731510538388,0.857976320625104,ns,P=0.613,FDR=0.858
DLBC,Macrophages_M2_xCell,Macrophages M2,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM2,24,24,8.20933236082457e-27,0,-8.20933236082457e-27,0.627741416673412,0.857976320625104,ns,P=0.628,FDR=0.858
DLBC,Eosinophils_xCell,Eosinophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,24,24,3.4426850191896e-23,4.78201146325164e-24,-2.96448387286444e-23,0.638438528032023,0.857976320625104,ns,P=0.638,FDR=0.858
DLBC,T_cells_MCPcounter,t Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,24,24,31.2997,22.7875266666667,-8.51217333333334,0.642689171206276,0.857976320625104,ns,P=0.643,FDR=0.858
DLBC,CD8+_T-cells_xCell,CD8+ t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCELLS,24,24,0,0,0,0.643918117528544,0.857976320625104,ns,P=0.644,FDR=0.858
DLBC,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,24,24,1.89537231665976e-07,9.29374562980674e-08,-9.65997753679085e-08,0.65753246319908,0.857976320625104,ns,P=0.658,FDR=0.858
DLBC,Endothelial_cells_xCell,Endothelial Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,24,24,3.97658988024175e-23,2.7223426151663e-23,-1.25424726507545e-23,0.674470650513851,0.857976320625104,ns,P=0.674,FDR=0.858
DLBC,aDC_xCell,Adc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),ADC,24,24,0,0,0,0.690663533390432,0.857976320625104,ns,P=0.691,FDR=0.858
DLBC,CD8+_Tcm_xCell,CD8+ Tcm,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,24,24,1.87762799991016e-25,2.7658755471529e-25,8.88247547242737e-26,0.699702207382036,0.857976320625104,ns,P=0.7,FDR=0.858
DLBC,cDC_xCell,Cdc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CDC,24,24,2.26869283154075e-24,3.75658532693658e-25,-1.89303429884709e-24,0.709480418978451,0.857976320625104,ns,P=0.709,FDR=0.858
DLBC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,24,24,9.64933333333333,11.0830833333333,1.43375,0.780731947393832,0.90677462849778,ns,P=0.781,FDR=0.907
DLBC,iDC_xCell,Idc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),IDC,24,24,1.95537550458143e-25,9.0172725396412e-25,7.06189703505977e-25,0.784708813123079,0.90677462849778,ns,P=0.785,FDR=0.907
DLBC,CD4+_Tcm_xCell,CD4+ Tcm,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,24,24,9.61624125581833e-08,4.37792178721663e-07,3.4162976616348e-07,0.836269000939016,0.945347566278888,ns,P=0.836,FDR=0.945
DLBC,Macrophages_EPIC,Macrophages,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,24,24,0.0284129219450298,0.0383727096413549,0.00995978769632507,0.909707027316574,1,ns,P=0.91,FDR=1
DLBC,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,24,24,0.0135830499172576,0.0115714873513692,-0.00201156256588844,0.941574372681147,1,ns,P=0.942,FDR=1
DLBC,CD8+_Tem_xCell,CD8+ Tem,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,24,24,1.03950934905472e-23,3.57463549976385e-23,2.53512615070913e-23,0.95755502767356,1,ns,P=0.958,FDR=1
DLBC,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,24,24,0.0788336108877733,0.042177840660181,-0.0366557702275922,0.966956908797611,1,ns,P=0.967,FDR=1
DLBC,ly_Endothelial_cells_xCell,Ly Endothelial Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,24,24,5.66718555051951e-24,1.1857228666458e-23,6.19004311593845e-24,0.991407148579145,1,ns,P=0.991,FDR=1
DLBC,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,24,24,0,0,0,1,1,ns,P=1,FDR=1
ESCA,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,87,84,0.0107037723913508,0.0139648456045332,0.00326107321318238,2.62713888468193e-06,0.00013661122200346,****,P=2.63e-06,FDR=1.37e-04
ESCA,Neutrophils_MCPcounter,Neutrophils,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,87,84,7.68778,9.65347,1.96569,2.59090856861079e-05,0.000673636227838804,****,P=2.59e-05,FDR=6.74e-04
ESCA,CD4+_Tem_xCell,CD4+ Tem,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,87,84,2.62263680106732e-06,1.39456523692292e-06,-1.2280715641444e-06,0.000231652728092762,0.00401531395360788,***,P=2.32e-04,FDR=0.00402
ESCA,Endothelial_EPIC,Endothelial,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,87,84,0.0678082756254696,0.0441232025808168,-0.0236850730446528,0.000420327879821247,0.00546426243767621,***,P=4.20e-04,FDR=0.00546
ESCA,Mast_cells_xCell,Mast Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,87,84,2.22074011348594e-23,4.51103564452101e-26,-2.21622907784142e-23,0.0024482797242255,0.0254621091319452,**,P=0.00245,FDR=0.0255
ESCA,Plasma_cells_xCell,Plasma Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,87,84,7.49553558372596e-08,2.68046232866577e-08,-4.81507325506019e-08,0.0061690138754691,0.0435656955001309,**,P=0.00617,FDR=0.0436
ESCA,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,87,84,6.29831666666667,3.9556,-2.34271666666667,0.00651736883626387,0.0435656955001309,**,P=0.00652,FDR=0.0436
ESCA,T_cells_MCPcounter,t Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,87,84,6.81914,4.36342333333333,-2.45571666666667,0.00670241469232783,0.0435656955001309,**,P=0.0067,FDR=0.0436
ESCA,Fibroblasts_MCPcounter,Fibroblasts,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,87,84,181.35505,273.63165625,92.27660625,0.0115404734455002,0.0666782910184458,*,P=0.0115,FDR=0.0667
ESCA,CAFs_EPIC,CAFs,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,87,84,0.066507611283842,0.115038524757619,0.0485309134737773,0.0168510117981496,0.0876252613503778,*,P=0.0169,FDR=0.0876
ESCA,B_cells_quantiseq,b Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,87,84,0.00840693537744468,0.00646416691243235,-0.00194276846501233,0.0369962041837227,0.174891147050325,*,P=0.037,FDR=0.175
ESCA,Macrophages_M1_xCell,Macrophages M1,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM1,87,84,0,2.41224071271295e-23,2.41224071271295e-23,0.0575230994282176,0.24102658990621,ns,P=0.0575,FDR=0.241
ESCA,T_cells_CD4_quantiseq,t Cells CD4,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,87,84,0,0,0,0.0602566474765526,0.24102658990621,ns,P=0.0603,FDR=0.241
ESCA,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,87,84,0.0278957890269113,0.0327098165961572,0.00481402756924589,0.0883681505725522,0.32822455926948,ns,P=0.0884,FDR=0.328
ESCA,NKcells_EPIC,NKcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),NKCELLS,87,84,2.87284819922403e-07,3.74686224231275e-08,-2.49816197499276e-07,0.128856820138824,0.446703643147922,ns,P=0.129,FDR=0.447
ESCA,NKT_xCell,NKt,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKT,87,84,1.06275146096251e-22,5.27497657297981e-22,4.2122251120173e-22,0.141539647849402,0.460003855510557,ns,P=0.142,FDR=0.46
ESCA,NK_cells_xCell,NK Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKCELLS,87,84,1.31963092939109e-22,2.90030889670834e-23,-1.02960003972026e-22,0.187412860990866,0.522743670041526,ns,P=0.187,FDR=0.523
ESCA,Monocytes_xCell,Monocytes,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MONOCYTES,87,84,0,4.38812235146773e-23,4.38812235146773e-23,0.192554458656988,0.522743670041526,ns,P=0.193,FDR=0.523
ESCA,NK_cells_MCPcounter,NK Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NKCELLS,87,84,0.4058,0.3911125,-0.0146875000000001,0.212498347754373,0.522743670041526,ns,P=0.212,FDR=0.523
ESCA,CD8_Tcells_EPIC,CD8 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,87,84,0.00555373742299912,0.00336636896706693,-0.00218736845593219,0.217066591543286,0.522743670041526,ns,P=0.217,FDR=0.523
ESCA,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,87,84,0,4.1616468839867e-24,4.1616468839867e-24,0.22106617310518,0.522743670041526,ns,P=0.221,FDR=0.523
ESCA,Fibroblasts_xCell,Fibroblasts,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,87,84,8.68378811722864e-23,1.08101756252217e-23,-7.60277055470647e-23,0.221160783479107,0.522743670041526,ns,P=0.221,FDR=0.523
ESCA,Basophils_xCell,Basophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,87,84,3.10181675636071e-06,3.22063973424797e-06,1.1882297788726e-07,0.3115849348987,0.60154806526395,ns,P=0.312,FDR=0.602
ESCA,Macrophages_EPIC,Macrophages,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,87,84,0.0104212792190101,0.00877386700824507,-0.00164741221076502,0.316038149419458,0.60154806526395,ns,P=0.316,FDR=0.602
ESCA,Eosinophils_xCell,Eosinophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,87,84,5.17785896580813e-23,0,-5.17785896580813e-23,0.327375958653871,0.60154806526395,ns,P=0.327,FDR=0.602
ESCA,ly_Endothelial_cells_xCell,Ly Endothelial Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,87,84,1.65280825625483e-24,1.59516197611909e-23,1.42988115049361e-23,0.329563519106204,0.60154806526395,ns,P=0.33,FDR=0.602
ESCA,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,87,84,0.0455636210159522,0.0493123837901947,0.00374876277424249,0.332722304673207,0.60154806526395,ns,P=0.333,FDR=0.602
ESCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,87,84,1.1155040962941e-23,1.34575179891445e-25,-1.10204657830496e-23,0.333505137221709,0.60154806526395,ns,P=0.334,FDR=0.602
ESCA,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,87,84,2.04427142857143,2.64385714285714,0.599585714285714,0.353159686913097,0.60154806526395,ns,P=0.353,FDR=0.602
ESCA,Neutrophils_quantiseq,Neutrophils,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NEUTROPHILS,87,84,0.0268370868834718,0.0240191988743684,-0.00281788800910341,0.3547163730695,0.60154806526395,ns,P=0.355,FDR=0.602
ESCA,pDC_xCell,Pdc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PDC,87,84,0,3.09267554125076e-25,3.09267554125076e-25,0.358615192753509,0.60154806526395,ns,P=0.359,FDR=0.602
ESCA,T_cells_CD8_quantiseq,t Cells CD8,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,87,84,0.00160371257526964,0.000445786728002199,-0.00115792584726744,0.434475758429407,0.706023107447786,ns,P=0.434,FDR=0.706
ESCA,CD4+_T-cells_xCell,CD4+ t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCELLS,87,84,1.62413670764267e-23,4.23528109334062e-23,2.61114438569795e-23,0.462418012196436,0.728658685885293,ns,P=0.462,FDR=0.729
ESCA,Macrophages_M1_quantiseq,Macrophages M1,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,87,84,0.0263069251920551,0.0304840800550023,0.00417715486294728,0.486929826425728,0.741616873487738,ns,P=0.487,FDR=0.742
ESCA,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,87,84,5.22822048733539e-24,6.16762157297986e-24,9.39401085644472e-25,0.499165203309055,0.741616873487738,ns,P=0.499,FDR=0.742
ESCA,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,87,84,0,0,0,0.584768504747169,0.844665617968133,ns,P=0.585,FDR=0.845
ESCA,Endothelial_cells_MCPcounter,Endothelial Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,87,84,9.71715,9.365835,-0.351315,0.615605089264255,0.848476743809037,ns,P=0.616,FDR=0.848
ESCA,mv_Endothelial_cells_xCell,Mv Endothelial Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,87,84,0,0,0,0.630006942418679,0.848476743809037,ns,P=0.63,FDR=0.848
ESCA,Monocytes_quantiseq,Monocytes,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,87,84,0,0,0,0.641352412705331,0.848476743809037,ns,P=0.641,FDR=0.848
ESCA,aDC_xCell,Adc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),ADC,87,84,1.97205771518595e-26,1.63820855214882e-23,1.63623649443363e-23,0.652674418314644,0.848476743809037,ns,P=0.653,FDR=0.848
ESCA,Macrophages_M2_xCell,Macrophages M2,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM2,87,84,0,2.92963738973764e-27,2.92963738973764e-27,0.674888635750555,0.855956318512899,ns,P=0.675,FDR=0.856
ESCA,CD4+_Tcm_xCell,CD4+ Tcm,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,87,84,9.28163820313832e-08,7.46846147710752e-08,-1.8131767260308e-08,0.718551201823754,0.859430744800563,ns,P=0.719,FDR=0.859
ESCA,CD8_T_cells_MCPcounter,CD8 t Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CD8TCELLS,87,84,0.5754,0.50045,-0.07495,0.726980450196494,0.859430744800563,ns,P=0.727,FDR=0.859
ESCA,Neutrophils_xCell,Neutrophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NEUTROPHILS,87,84,4.20612267027334e-24,7.35313222608041e-25,-3.4708094476653e-24,0.735873679741733,0.859430744800563,ns,P=0.736,FDR=0.859
ESCA,Macrophages_xCell,Macrophages,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGES,87,84,0,0,0,0.74788092124987,0.859430744800563,ns,P=0.748,FDR=0.859
ESCA,CD8+_Tcm_xCell,CD8+ Tcm,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,87,84,0,0,0,0.76478538851665,0.859430744800563,ns,P=0.765,FDR=0.859
ESCA,CD8+_T-cells_xCell,CD8+ t-Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCELLS,87,84,0,2.47442090692043e-24,2.47442090692043e-24,0.776793173185124,0.859430744800563,ns,P=0.777,FDR=0.859
ESCA,CD8+_Tem_xCell,CD8+ Tem,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,87,84,8.34477325084943e-23,5.83100839775078e-23,-2.51376485309864e-23,0.798461018900893,0.864999437142634,ns,P=0.798,FDR=0.865
ESCA,DC_xCell,Dc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),DC,87,84,3.44725462397746e-24,7.91097274158155e-24,4.46371811760408e-24,0.849316095437184,0.892330388074999,ns,P=0.849,FDR=0.892
ESCA,iDC_xCell,Idc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),IDC,87,84,0,0,0,0.873830601294604,0.892330388074999,ns,P=0.874,FDR=0.892
ESCA,cDC_xCell,Cdc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CDC,87,84,0,2.63304630082048e-28,2.63304630082048e-28,0.875170188304326,0.892330388074999,ns,P=0.875,FDR=0.892
ESCA,Endothelial_cells_xCell,Endothelial Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,87,84,2.50391051143918e-23,2.33454419739087e-23,-1.69366314048311e-24,0.96008325954901,0.96008325954901,ns,P=0.96,FDR=0.96
GBM,NKcells_EPIC,NKcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),NKCELLS,85,84,3.28750188660575e-05,1.34431036896167e-08,-3.28615757623679e-05,6.05287857794916e-09,3.14749686053356e-07,****,P=6.05e-09,FDR=3.15e-07
GBM,Macrophages_EPIC,Macrophages,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,85,84,0.0760748839401282,0.039027183311412,-0.0370477006287162,5.29453064661852e-08,1.37657796812081e-06,****,P=5.29e-08,FDR=1.38e-06
GBM,Macrophages_M1_quantiseq,Macrophages M1,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,85,84,0.0429941558474269,0.00943331240780498,-0.0335608434396219,5.77648226502801e-07,1.00125692593819e-05,****,P=5.78e-07,FDR=1.00e-05
GBM,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,85,84,0.163857309687524,0.108633729567297,-0.0552235801202273,1.58905479124142e-06,1.8179278069252e-05,****,P=1.59e-06,FDR=1.82e-05
GBM,CD4+_Tem_xCell,CD4+ Tem,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,85,84,1.96732591573239e-06,5.46706068997339e-07,-1.42061984673505e-06,1.74800750665885e-06,1.8179278069252e-05,****,P=1.75e-06,FDR=1.82e-05
GBM,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,85,84,0.0526405502461648,0.0665870891929792,0.0139465389468144,2.46466528053698e-05,0.000213604324313205,****,P=2.46e-05,FDR=2.14e-04
GBM,Neutrophils_MCPcounter,Neutrophils,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,85,84,6.95111333333333,8.17179666666667,1.22068333333333,0.000144797713124643,0.0010756401546402,***,P=1.45e-04,FDR=0.00108
GBM,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,85,84,3.53494285714286,2.27423571428571,-1.26070714285714,0.00073721259048187,0.00472821133401038,***,P=7.37e-04,FDR=0.00473
GBM,T_cells_MCPcounter,t Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,85,84,3.2442,2.29451666666667,-0.949683333333333,0.000904194726738454,0.00472821133401038,***,P=9.04e-04,FDR=0.00473
GBM,CD8_T_cells_MCPcounter,CD8 t Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CD8TCELLS,85,84,0.4165,0.2026,-0.2139,0.000909271410386611,0.00472821133401038,***,P=9.09e-04,FDR=0.00473
GBM,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,85,84,0.0714707135448667,0.112681927806875,0.041211214262008,0.00105483547075646,0.00498649495266689,**,P=0.00105,FDR=0.00499
GBM,Monocytes_quantiseq,Monocytes,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,85,84,0,0,0,0.00163820152320844,0.00709887326723659,**,P=0.00164,FDR=0.0071
GBM,T_cells_CD4_quantiseq,t Cells CD4,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,85,84,0,0,0,0.00603005029403936,0.0241202011761574,**,P=0.00603,FDR=0.0241
GBM,CD8_Tcells_EPIC,CD8 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,85,84,6.48060573530305e-07,1.80819243489206e-05,1.74338637753903e-05,0.00662638054567498,0.0246122705982214,**,P=0.00663,FDR=0.0246
GBM,CD4+_Tcm_xCell,CD4+ Tcm,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,85,84,3.117914011065e-08,2.29575793647587e-07,1.98396653536937e-07,0.0491643420366744,0.167151985256541,*,P=0.0492,FDR=0.167
GBM,CAFs_EPIC,CAFs,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,85,84,0.0149161632643867,0.0119525145916181,-0.00296364867276859,0.0514313800789356,0.167151985256541,ns,P=0.0514,FDR=0.167
GBM,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,85,84,0.0302080989444664,0.0339287067423965,0.00372060779793011,0.0557127199225608,0.170415378586656,ns,P=0.0557,FDR=0.17
GBM,Endothelial_cells_MCPcounter,Endothelial Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,85,84,17.2484066666667,20.7483883333333,3.49998166666666,0.0615871274751651,0.177918368261588,ns,P=0.0616,FDR=0.178
GBM,CD8+_Tcm_xCell,CD8+ Tcm,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,85,84,3.46364901575658e-24,0,-3.46364901575658e-24,0.0732256995746628,0.17814583083193,ns,P=0.0732,FDR=0.178
GBM,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,85,84,2.2007,1.8616,-0.3391,0.075391813482448,0.17814583083193,ns,P=0.0754,FDR=0.178
GBM,pDC_xCell,Pdc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PDC,85,84,1.3166671333291e-24,0,-1.3166671333291e-24,0.0754729505098107,0.17814583083193,ns,P=0.0755,FDR=0.178
GBM,iDC_xCell,Idc,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),IDC,85,84,3.36229976072281e-24,0,-3.36229976072281e-24,0.076033417816433,0.17814583083193,ns,P=0.076,FDR=0.178
GBM,CD8+_Tem_xCell,CD8+ Tem,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,85,84,2.63853613523791e-24,0,-2.63853613523791e-24,0.0787952713295076,0.17814583083193,ns,P=0.0788,FDR=0.178
GBM,mv_Endothelial_cells_xCell,Mv Endothelial Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,85,84,3.08463001741651e-23,0,-3.08463001741651e-23,0.0890932831133392,0.193035446745568,ns,P=0.0891,FDR=0.193
GBM,Fibroblasts_xCell,Fibroblasts,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,85,84,3.55186394121176e-24,3.5331914169658e-22,3.49767277755368e-22,0.102238551285916,0.212656186674705,ns,P=0.102,FDR=0.213
GBM,B_cells_quantiseq,b Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,85,84,0.00351738173080235,0.00527256267834043,0.00175518094753808,0.132144797511922,0.264289595023844,ns,P=0.132,FDR=0.264
GBM,NKT_xCell,NKt,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKT,85,84,3.57428863155736e-08,6.26734979333273e-22,-3.57428863155729e-08,0.148150059347412,0.285326040224644,ns,P=0.148,FDR=0.285
GBM,Fibroblasts_MCPcounter,Fibroblasts,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,85,84,99.20495,81.77594375,-17.42900625,0.160346371456972,0.297786118420091,ns,P=0.16,FDR=0.298
