Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label
DLBC,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/DLBC/DLBC_TIDE_score_long.csv,CAF,24,24,-0.00810501636975202,-0.00529600647743603,0.002809009892316,0.489717408759373,0.623276702057384,ns,P=0.49,FDR=0.623
DLBC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,24,24,0.299009217734882,0.268171472193936,-0.0308377455409459,0.642689171206276,0.726353008245686,ns,P=0.643,FDR=0.726
DLBC,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,24,24,3.97658988024175e-23,2.7223426151663e-23,-1.25424726507545e-23,0.674470650513851,0.726353008245686,ns,P=0.674,FDR=0.726
DLBC,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,24,24,5.66718555051951e-24,1.1857228666458e-23,6.19004311593845e-24,0.991407148579145,0.991407148579145,ns,P=0.991,FDR=0.991
ESCA,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/ESCA/ESCA_TIDE_score_long.csv,EXCLUSION,81,81,0.216250564242442,0.533015342408692,0.31676477816625,3.29710851843173e-10,4.61595192580442e-09,****,P=3.30e-10,FDR=4.62e-09
ESCA,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/ESCA/ESCA_TIDE_score_long.csv,CAF,81,81,0.0177635023957093,0.0426174016159384,0.0248538992202291,1.50557546627949e-05,0.000105390282639565,****,P=1.51e-05,FDR=1.05e-04
ESCA,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,87,84,0.0678082756254696,0.0441232025808168,-0.0236850730446528,0.000420327879821247,0.00196153010583249,***,P=4.20e-04,FDR=0.00196
ESCA,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,87,84,181.35505,273.63165625,92.27660625,0.0115404734455002,0.0403916570592508,*,P=0.0115,FDR=0.0404
ESCA,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,87,84,0.066507611283842,0.115038524757619,0.0485309134737773,0.0168510117981496,0.0471828330348188,*,P=0.0169,FDR=0.0472
ESCA,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,87,84,0.147676377388596,0.0915413710120757,-0.0561350063765198,0.0572028362747982,0.133473284641196,ns,P=0.0572,FDR=0.133
ESCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,87,84,0.273229556190749,0.338771098806297,0.0655415426155483,0.171554382843068,0.342975984261332,ns,P=0.172,FDR=0.343
ESCA,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,87,84,0.208395709188743,0.218579477533693,0.0101837683449496,0.195986276720761,0.342975984261332,ns,P=0.196,FDR=0.343
ESCA,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,87,84,8.68378811722864e-23,1.08101756252217e-23,-7.60277055470647e-23,0.221160783479107,0.344027885411944,ns,P=0.221,FDR=0.344
ESCA,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,87,84,1.65280825625483e-24,1.59516197611909e-23,1.42988115049361e-23,0.329563519106204,0.461388926748685,ns,P=0.33,FDR=0.461
ESCA,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,87,84,9.71715,9.365835,-0.351315,0.615605089264255,0.735008099488459,ns,P=0.616,FDR=0.735
ESCA,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,87,84,0,0,0,0.630006942418679,0.735008099488459,ns,P=0.63,FDR=0.735
ESCA,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,87,84,0.487207281489348,0.472731084555427,-0.0144761969339207,0.846871991115776,0.912015990432374,ns,P=0.847,FDR=0.912
ESCA,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,87,84,2.50391051143918e-23,2.33454419739087e-23,-1.69366314048311e-24,0.96008325954901,0.96008325954901,ns,P=0.96,FDR=0.96
GBM,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/GBM/GBM_TIDE_score_long.csv,EXCLUSION,80,81,0.67309847037795,0.918981187142366,0.245882716764417,4.48153586511335e-10,6.27415021115869e-09,****,P=4.48e-10,FDR=6.27e-09
GBM,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,85,84,0.279071138981805,0.354040950789353,0.0749698118075476,2.17320389848984e-05,0.000152124272894289,****,P=2.17e-05,FDR=1.52e-04
GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,85,84,0.328161335357615,0.280489859081671,-0.0476714762759433,0.0016741001669317,0.00781246744568126,**,P=0.00167,FDR=0.00781
GBM,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/GBM/GBM_TIDE_score_long.csv,CAF,80,81,0.0931466481859121,0.100640595390732,0.0074939472048199,0.0437196721301536,0.143703297442052,*,P=0.0437,FDR=0.144
GBM,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,85,84,0.0149161632643867,0.0119525145916181,-0.00296364867276859,0.0514313800789356,0.143703297442052,ns,P=0.0514,FDR=0.144
GBM,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,85,84,17.2484066666667,20.7483883333333,3.49998166666666,0.0615871274751651,0.143703297442052,ns,P=0.0616,FDR=0.144
GBM,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,85,84,3.08463001741651e-23,0,-3.08463001741651e-23,0.0890932831133392,0.178186566226678,ns,P=0.0891,FDR=0.178
GBM,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,85,84,3.55186394121176e-24,3.5331914169658e-22,3.49767277755368e-22,0.102238551285916,0.178917464750352,ns,P=0.102,FDR=0.179
GBM,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,85,84,99.20495,81.77594375,-17.42900625,0.160346371456972,0.249427688933067,ns,P=0.16,FDR=0.249
GBM,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,85,84,0,3.28354490027167e-23,3.28354490027167e-23,0.25697132239848,0.327263359710337,ns,P=0.257,FDR=0.327
GBM,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,85,84,1.27712304676505e-23,0,-1.27712304676505e-23,0.257135496915265,0.327263359710337,ns,P=0.257,FDR=0.327
GBM,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,85,84,0.214748933389472,0.212304368556812,-0.00244456483266062,0.602803374550859,0.703270603642668,ns,P=0.603,FDR=0.703
GBM,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,85,84,0.232891508697816,0.213812447527735,-0.0190790611700818,0.790478645641692,0.851284695306437,ns,P=0.79,FDR=0.851
GBM,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,85,84,0.0938385314199504,0.098653250980583,0.00481471956063262,0.88624013328217,0.88624013328217,ns,P=0.886,FDR=0.886
HNSC,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/HNSC/HNSC_TIDE_score_long.csv,EXCLUSION,251,251,0.14876003468135,0.420716671568538,0.271956636887188,3.58717888446257e-16,5.0220504382476e-15,****,P=3.59e-16,FDR=5.02e-15
HNSC,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/HNSC/HNSC_TIDE_score_long.csv,CAF,251,251,0.0190257718902388,0.0356902350814383,0.0166644631911995,9.55151390295917e-10,6.68605973207142e-09,****,P=9.55e-10,FDR=6.69e-09
HNSC,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,275,272,7.78648666666667,9.28713,1.50064333333333,8.91347799031088e-07,4.15962306214508e-06,****,P=8.91e-07,FDR=4.16e-06
HNSC,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,275,272,0.119949262627596,0.155861492601197,0.0359122299736007,1.58244307447937e-05,5.53855076067779e-05,****,P=1.58e-05,FDR=5.54e-05
HNSC,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,275,272,0.0323739465481386,0.0413905898830093,0.00901664333487066,0.000346507476796143,0.000970220935029199,***,P=3.47e-04,FDR=9.70e-04
HNSC,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,275,272,242.4159875,324.72859375,82.31260625,0.0217062719621512,0.0506479679116862,*,P=0.0217,FDR=0.0506
HNSC,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,275,272,0.0902305290126333,0.1130687786652,0.0228382496525665,0.0506305638599054,0.101261127719811,ns,P=0.0506,FDR=0.101
HNSC,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,275,272,0.137392409923859,0.113197326617142,-0.0241950833067175,0.10752929308644,0.188176262901271,ns,P=0.108,FDR=0.188
HNSC,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,275,272,0.293141242374613,0.308890075402149,0.0157488330275354,0.136128579921236,0.211755568766368,ns,P=0.136,FDR=0.212
HNSC,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,275,272,0,1.62788507514905e-23,1.62788507514905e-23,0.200879535505648,0.281231349707907,ns,P=0.201,FDR=0.281
HNSC,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,275,272,0,3.9121462196352e-24,3.9121462196352e-24,0.316027400802197,0.402216691930069,ns,P=0.316,FDR=0.402
HNSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,275,272,0.303468388408887,0.335020600028086,0.0315522116191985,0.377372572611795,0.440268001380428,ns,P=0.377,FDR=0.44
HNSC,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,275,272,3.60175910532953e-22,2.00272477627314e-22,-1.59903432905638e-22,0.471006102736871,0.507237341408938,ns,P=0.471,FDR=0.507
HNSC,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,275,272,0,0,0,0.769135486073604,0.769135486073604,ns,P=0.769,FDR=0.769
KICH,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,42,47,0,6.49663250695459e-23,6.49663250695459e-23,0.00220247079804248,0.0308224433673975,**,P=0.0022,FDR=0.0308
KICH,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,42,47,10.24672,16.8613933333333,6.61467333333333,0.00440320619534251,0.0308224433673975,**,P=0.0044,FDR=0.0308
KICH,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,42,47,38.09915,53.5801,15.48095,0.0165881820432169,0.0774115162016789,*,P=0.0166,FDR=0.0774
KICH,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,42,47,4.94115770148251e-23,5.86861275319787e-22,5.37449698304962e-22,0.0473281070271633,0.165648374595072,*,P=0.0473,FDR=0.166
KICH,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,42,47,2.04170723316837e-23,0,-2.04170723316837e-23,0.0864413127939777,0.188943311959654,ns,P=0.0864,FDR=0.189
KICH,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,42,47,0.369438999085975,0.341340850361793,-0.0280981487241822,0.104553958199374,0.188943311959654,ns,P=0.105,FDR=0.189
KICH,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,42,47,0.00674685853313293,0.0103424947181362,0.00359563618500326,0.106322112613755,0.188943311959654,ns,P=0.106,FDR=0.189
KICH,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/KICH/KICH_TIDE_score_long.csv,CAF,32,33,0.0408415741355291,0.046945908366169,0.0061043342306399,0.107967606834088,0.188943311959654,ns,P=0.108,FDR=0.189
KICH,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,42,47,-0.0894397185551394,-0.0488545598447353,0.040585158710404,0.158692323526917,0.246854725486315,ns,P=0.159,FDR=0.247
KICH,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/KICH/KICH_TIDE_score_long.csv,EXCLUSION,32,33,0.27861905382491,0.287284157235268,0.00866510341035798,0.245535637547122,0.343749892565971,ns,P=0.246,FDR=0.344
KICH,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,42,47,0.527423887087828,0.523920512679525,-0.00350337440830362,0.334203858566055,0.425350365447706,ns,P=0.334,FDR=0.425
KICH,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,42,47,0.185987380689279,0.211623968908179,0.0256365882188999,0.381423331116607,0.444993886302708,ns,P=0.381,FDR=0.445
KICH,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,42,47,0.095468352133819,0.107742914491711,0.0122745623578923,0.487388497253918,0.524879920119604,ns,P=0.487,FDR=0.525
KICH,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,42,47,0,0,0,0.715366676142701,0.715366676142701,ns,P=0.715,FDR=0.715
KIRC,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,306,307,45.3277683333333,75.9929333333334,30.665165,6.38069242208471e-15,8.93296939091859e-14,****,P=6.38e-15,FDR=8.93e-14
KIRC,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/KIRC/KIRC_TIDE_score_long.csv,CAF,266,266,0.0806051513517557,0.101346152186789,0.0207410008350333,3.80484570065291e-14,2.66339199045703e-13,****,P=3.80e-14,FDR=2.66e-13
KIRC,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/KIRC/KIRC_TIDE_score_long.csv,EXCLUSION,266,266,0.587571420644893,0.7427124767835,0.155141056138607,2.37246293342799e-09,1.10714936893306e-08,****,P=2.37e-09,FDR=1.11e-08
KIRC,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,306,307,85.8457625,125.136825,39.2910625,6.96532148815426e-07,2.43786252085399e-06,****,P=6.97e-07,FDR=2.44e-06
KIRC,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,306,307,0.29967148205825,0.390466646535045,0.0907951644767956,4.42094499447643e-05,0.00012378645984534,****,P=4.42e-05,FDR=1.24e-04
KIRC,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,306,307,0.262594701979329,0.28469884597515,0.0221041439958208,0.000684870663572272,0.0015980315483353,***,P=6.85e-04,FDR=0.0016
KIRC,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,306,307,0.256212650067416,0.291566097754399,0.0353534476869825,0.00131510893534322,0.00263021787068644,**,P=0.00132,FDR=0.00263
KIRC,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,306,307,0,1.71064741723436e-23,1.71064741723436e-23,0.0265954749728683,0.0465420812025194,*,P=0.0266,FDR=0.0465
KIRC,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,306,307,0.302377584782971,0.289693541547569,-0.0126840432354014,0.0366446339001679,0.0570027638447056,*,P=0.0366,FDR=0.057
KIRC,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,306,307,0,4.00971755802186e-23,4.00971755802186e-23,0.0549827720158578,0.076975880822201,ns,P=0.055,FDR=0.077
KIRC,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,306,307,0.0341792937082594,0.0375328833808067,0.00335358967254724,0.155838106962675,0.198339408861586,ns,P=0.156,FDR=0.198
KIRC,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,306,307,0,0,0,0.424670414052105,0.495448816394123,ns,P=0.425,FDR=0.495
KIRC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,306,307,0.197695406615745,0.195262526318553,-0.00243288029719221,0.874062222866393,0.9412977784715,ns,P=0.874,FDR=0.941
KIRC,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,306,307,3.21550238163491e-23,3.27098316870263e-23,5.54807870677137e-25,0.984174798654706,0.984174798654706,ns,P=0.984,FDR=0.984
KIRP,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,159,164,5.06649666666667,7.94405166666667,2.877555,7.55482958058047e-14,1.05767614128127e-12,****,P=7.55e-14,FDR=1.06e-12
KIRP,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,159,164,25.602725,50.32174375,24.71901875,3.29210393015824e-11,2.30447275111077e-10,****,P=3.29e-11,FDR=2.30e-10
KIRP,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/KIRP/KIRP_TIDE_score_long.csv,CAF,145,145,0.0514573467292951,0.0673454297385455,0.0158880830092504,6.37678930301024e-11,2.97583500807145e-10,****,P=6.38e-11,FDR=2.98e-10
KIRP,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/KIRP/KIRP_TIDE_score_long.csv,EXCLUSION,145,145,0.342998763612772,0.476873028489421,0.133874264876649,1.00331018387309e-09,3.51158564355581e-09,****,P=1.00e-09,FDR=3.51e-09
KIRP,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,159,164,0.277699227635183,0.217626015308122,-0.060073212327061,3.12919639701086e-08,8.76174991163039e-08,****,P=3.13e-08,FDR=8.76e-08
KIRP,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,159,164,0.366805196334353,0.40553440029226,0.0387292039579074,3.99991917399944e-05,9.33314473933204e-05,****,P=4.00e-05,FDR=9.33e-05
KIRP,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,159,164,0.191595765657905,0.229250000719534,0.0376542350616293,6.65468186971666e-05,0.000133093637394333,****,P=6.65e-05,FDR=1.33e-04
KIRP,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,159,164,0.13868925718581,0.175062181049648,0.0363729238638383,0.00926113814669397,0.0162069917567145,**,P=0.00926,FDR=0.0162
KIRP,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,159,164,0.039623015084642,0.0434130916754339,0.00379007659079194,0.032754358823609,0.0509512248367252,*,P=0.0328,FDR=0.051
KIRP,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,159,164,0,1.71666139599894e-23,1.71666139599894e-23,0.114323207512007,0.160052490516809,ns,P=0.114,FDR=0.16
KIRP,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,159,164,0.0101199081851076,0.0113591767030479,0.00123926851794033,0.149790676824632,0.190642679594986,ns,P=0.15,FDR=0.191
KIRP,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,159,164,1.67457864615794e-22,4.16043288047384e-22,2.4858542343159e-22,0.193579383532049,0.225842614120724,ns,P=0.194,FDR=0.226
KIRP,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,159,164,7.73702375156096e-23,7.17144972863728e-24,-7.01987877869724e-23,0.386628898681444,0.416369583195401,ns,P=0.387,FDR=0.416
KIRP,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,159,164,0,0,0,0.608809766052299,0.608809766052299,ns,P=0.609,FDR=0.609
LAML,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,75,75,2.91876333333333,5.15928666666667,2.24052333333333,0.00034582452322737,0.00375619226006574,***,P=3.46e-04,FDR=0.00376
LAML,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LAML/LAML_TIDE_score_long.csv,CAF,75,75,-0.016907988027795,-0.0238586112327752,-0.0069506232049802,0.000536598894295106,0.00375619226006574,***,P=5.37e-04,FDR=0.00376
LAML,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,75,75,0.52255257001847,0.550964553064217,0.0284119830457475,0.00127641758011574,0.00595661537387346,**,P=0.00128,FDR=0.00596
LAML,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LAML/LAML_TIDE_score_long.csv,EXCLUSION,75,75,-0.201712304775404,-0.190304052509588,0.011408252265816,0.261072576475229,0.649009066851316,ns,P=0.261,FDR=0.649
LAML,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,75,75,-0.258639902020852,-0.265943452597207,-0.0073035505763549,0.279024361792033,0.649009066851316,ns,P=0.279,FDR=0.649
