Cancer,Feature,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Direction,Category,Row,EffectPlot,SigLabel
OV,Disabled macroautophagy,189,189,-0.311340386065354,0.328794599976261,0.640134986041615,6.25101914119058e-11,2.50040765647623e-10,Higher in High,Proteostasis / metabolism,8,0.640134986041615,***
PAAD,Disabled macroautophagy,89,89,0.148450550549878,-0.000360743812166192,-0.148811294362044,0.143377277974063,0.21471788073127,Lower in High,Proteostasis / metabolism,8,-0.148811294362044,""
PCPG,Disabled macroautophagy,89,90,-0.201668018722318,0.338917329592345,0.540585348314663,4.16576599308405e-06,1.66630639723362e-05,Higher in High,Proteostasis / metabolism,8,0.540585348314663,***
PRAD,Disabled macroautophagy,248,249,0.101944956409404,0.121590895841848,0.0196459394324446,0.358971078361781,0.391604812758306,Higher in High,Proteostasis / metabolism,8,0.0196459394324446,""
READ,Disabled macroautophagy,83,83,-0.21610183746004,0.0437083179907315,0.259810155450771,0.0480935936782889,0.115424624827893,Higher in High,Proteostasis / metabolism,8,0.259810155450771,""
SARC,Disabled macroautophagy,129,130,0.150195712963016,0.0389983393525684,-0.111197373610447,0.99536720499932,0.99536720499932,Lower in High,Proteostasis / metabolism,8,-0.111197373610447,""
SKCM,Disabled macroautophagy,234,235,0.0355470697062487,0.0359830877281774,0.000436018021928726,0.842554492073474,0.842554492073474,Higher in High,Proteostasis / metabolism,8,0.000436018021928726,""
STAD,Disabled macroautophagy,187,188,0.0248052842523458,0.172584107214508,0.147778822962163,0.415554072151083,0.554072096201443,Higher in High,Proteostasis / metabolism,8,0.147778822962163,""
TGCT,Disabled macroautophagy,75,75,-0.269844926635788,0.331990506288986,0.601835432924774,3.98600132741148e-05,0.000159440053096459,Higher in High,Proteostasis / metabolism,8,0.601835432924774,***
THCA,Disabled macroautophagy,252,252,0.0781573169454631,0.0962105056728435,0.0180531887273805,0.596080546483722,0.650269687073151,Higher in High,Proteostasis / metabolism,8,0.0180531887273805,""
THYM,Disabled macroautophagy,60,60,-0.0242542876364541,0.258556987653451,0.282811275289905,0.0393898676082896,0.0787797352165792,Higher in High,Proteostasis / metabolism,8,0.282811275289905,""
UCEC,Disabled macroautophagy,272,273,-0.0568916718809058,0.291262367036026,0.348154038916931,1.11935253103981e-06,2.68644607449554e-06,Higher in High,Proteostasis / metabolism,8,0.348154038916931,***
UCS,Disabled macroautophagy,28,29,-0.441821396518406,0.347960140151238,0.789781536669644,0.0251600190758124,0.0754800572274372,Higher in High,Proteostasis / metabolism,8,0.789781536669644,""
UVM,Disabled macroautophagy,40,40,0.164625862402444,-0.226711318895827,-0.391337181298271,0.221189300684198,0.438369677744041,Lower in High,Proteostasis / metabolism,8,-0.391337181298271,""
ACC,Deregulated nutrient sensing,39,40,0.280544981641058,-0.140890862799279,-0.421435844440337,0.0466620386437453,0.0799920662464204,Lower in High,Proteostasis / metabolism,7,-0.421435844440337,""
BLCA,Deregulated nutrient sensing,203,203,0.0411633189394169,0.179377351668341,0.138214032728924,0.244121721868043,0.325495629157391,Higher in High,Proteostasis / metabolism,7,0.138214032728924,""
BRCA,Deregulated nutrient sensing,547,548,0.079426948909609,0.0854511997416045,0.00602425083199545,0.446923652755311,0.487553075733066,Higher in High,Proteostasis / metabolism,7,0.00602425083199545,""
CESC,Deregulated nutrient sensing,152,152,-0.0547400797868438,0.213585773425629,0.268325853212473,0.0157426412407661,0.0236139618611492,Higher in High,Proteostasis / metabolism,7,0.268325853212473,*
CHOL,Deregulated nutrient sensing,17,18,0.257685922758585,-0.0222214357613139,-0.279907358519899,0.832280522803886,0.857791085054126,Lower in High,Proteostasis / metabolism,7,-0.279907358519899,""
COAD,Deregulated nutrient sensing,228,228,0.114920063521423,0.111850475620627,-0.00306958790079645,0.365035980102558,0.486714640136745,Lower in High,Proteostasis / metabolism,7,-0.00306958790079645,""
DLBC,Deregulated nutrient sensing,24,24,-0.321254358287739,0.62423719612038,0.945491554408118,0.00148898952399257,0.0044669685719777,Higher in High,Proteostasis / metabolism,7,0.945491554408118,**
ESCA,Deregulated nutrient sensing,81,81,0.128680708276041,0.121439890654209,-0.00724081762183161,0.636702604584311,0.6803257267334,Lower in High,Proteostasis / metabolism,7,-0.00724081762183161,""
GBM,Deregulated nutrient sensing,80,81,0.172753628504791,-0.0312381313975809,-0.203991759902372,0.59671732584529,0.59671732584529,Lower in High,Proteostasis / metabolism,7,-0.203991759902372,""
HNSC,Deregulated nutrient sensing,251,251,0.137833802822737,0.0218422833175344,-0.115991519505203,0.0246987010808958,0.029638441297075,Lower in High,Proteostasis / metabolism,7,-0.115991519505203,*
KICH,Deregulated nutrient sensing,32,33,-0.253251924752524,0.247369456854349,0.500621381606873,0.024567294103546,0.0790265039981857,Higher in High,Proteostasis / metabolism,7,0.500621381606873,""
KIRC,Deregulated nutrient sensing,266,266,0.0424270759718301,0.21314781467479,0.17072073870296,0.000297156791615356,0.000713176299876855,Higher in High,Proteostasis / metabolism,7,0.17072073870296,***
KIRP,Deregulated nutrient sensing,145,145,0.140174759168198,-0.0762204479771089,-0.216395207145307,0.119391931843446,0.143270318212135,Lower in High,Proteostasis / metabolism,7,-0.216395207145307,""
LAML,Deregulated nutrient sensing,75,75,0.101696927843659,0.0255826766006169,-0.0761142512430417,0.447695226456182,0.642838957427775,Lower in High,Proteostasis / metabolism,7,-0.0761142512430417,""
LGG,Deregulated nutrient sensing,257,257,0.107168231618933,0.0671119151905243,-0.040056316428409,0.299161053228521,0.299161053228521,Lower in High,Proteostasis / metabolism,7,-0.040056316428409,""
LIHC,Deregulated nutrient sensing,185,186,0.137142315994653,-0.0261520182129038,-0.163294334207557,0.0745881767476204,0.0994509023301605,Lower in High,Proteostasis / metabolism,7,-0.163294334207557,""
LUAD,Deregulated nutrient sensing,258,258,0.0850860736313768,-0.0510359368106721,-0.136122010442049,0.00652475285914094,0.00978712928871141,Lower in High,Proteostasis / metabolism,7,-0.136122010442049,**
LUSC,Deregulated nutrient sensing,250,251,0.309161999274359,-0.100831124363312,-0.40999312363767,7.17769999710994e-07,1.43553999942199e-06,Lower in High,Proteostasis / metabolism,7,-0.40999312363767,***
MESO,Deregulated nutrient sensing,43,44,-0.239513049676637,0.388676683082277,0.628189732758914,0.00404115534496654,0.00808231068993309,Higher in High,Proteostasis / metabolism,7,0.628189732758914,**
OV,Deregulated nutrient sensing,189,189,-0.21554557071889,0.339326432314838,0.554872003033728,2.15644948785845e-08,6.46934846357536e-08,Higher in High,Proteostasis / metabolism,7,0.554872003033728,***
PAAD,Deregulated nutrient sensing,89,89,-0.0424752106379501,0.15154410744517,0.194019318083121,0.795697652268783,0.795697652268783,Higher in High,Proteostasis / metabolism,7,0.194019318083121,""
PCPG,Deregulated nutrient sensing,89,90,-0.0771527284009234,-0.00376773417065875,0.0733849942302646,0.301017365055309,0.451526047582963,Higher in High,Proteostasis / metabolism,7,0.0733849942302646,""
PRAD,Deregulated nutrient sensing,248,249,-0.0624172106268689,0.222560438273103,0.284977648899972,0.000212767409944491,0.000510641783866778,Higher in High,Proteostasis / metabolism,7,0.284977648899972,***
READ,Deregulated nutrient sensing,83,83,0.11372671624227,0.0408736182361178,-0.0728530980061522,0.828686901873055,0.904022074770605,Lower in High,Proteostasis / metabolism,7,-0.0728530980061522,""
SARC,Deregulated nutrient sensing,129,130,0.208670186662092,-0.0205968594367859,-0.229267046098878,0.311949610059613,0.374339532071535,Lower in High,Proteostasis / metabolism,7,-0.229267046098878,""
SKCM,Deregulated nutrient sensing,234,235,0.229437684548921,-0.127072547071986,-0.356510231620907,3.54871105572754e-05,7.09742211145508e-05,Lower in High,Proteostasis / metabolism,7,-0.356510231620907,***
STAD,Deregulated nutrient sensing,187,188,0.0744604860223725,-0.0231179239111693,-0.0975784099335417,0.496621402333331,0.591621501012882,Lower in High,Proteostasis / metabolism,7,-0.0975784099335417,""
TGCT,Deregulated nutrient sensing,75,75,0.0501316082421997,-0.419865712867602,-0.469997321109802,0.127937736549054,0.170583648732072,Lower in High,Proteostasis / metabolism,7,-0.469997321109802,""
THCA,Deregulated nutrient sensing,252,252,-0.186659846523868,0.238526690995122,0.425186537518991,5.83026907667546e-06,1.16605381533509e-05,Higher in High,Proteostasis / metabolism,7,0.425186537518991,***
THYM,Deregulated nutrient sensing,60,60,-0.0675255752383147,-0.10018042827133,-0.0326548530330149,0.981156616558046,0.981156616558046,Lower in High,Proteostasis / metabolism,7,-0.0326548530330149,""
UCEC,Deregulated nutrient sensing,272,273,-0.0267599591739547,0.158653083084058,0.185413042258013,0.00818619101948052,0.0109149213593074,Higher in High,Proteostasis / metabolism,7,0.185413042258013,*
UCS,Deregulated nutrient sensing,28,29,0.0205168366958138,0.317013063664312,0.296496226968499,0.0923206972433526,0.184641394486705,Higher in High,Proteostasis / metabolism,7,0.296496226968499,""
UVM,Deregulated nutrient sensing,40,40,0.501561710441769,-0.398238481988147,-0.899800192429916,0.000873926744375076,0.00262178023312523,Lower in High,Proteostasis / metabolism,7,-0.899800192429916,**
ACC,Mitochondrial dysfunction,39,40,0.141369294697239,-0.244834621721139,-0.386203916418378,0.00362704838268545,0.00870491611844508,Lower in High,Proteostasis / metabolism,6,-0.386203916418378,**
BLCA,Mitochondrial dysfunction,203,203,0.273539325188151,-0.166314602006278,-0.439853927194429,1.14234613695966e-05,1.95830766335942e-05,Lower in High,Proteostasis / metabolism,6,-0.439853927194429,***
BRCA,Mitochondrial dysfunction,547,548,0.188258641690204,-0.126507431586863,-0.314766073277067,7.54815136822547e-13,3.01926054729019e-12,Lower in High,Proteostasis / metabolism,6,-0.314766073277067,***
CESC,Mitochondrial dysfunction,152,152,0.184048172345583,-0.313458802926217,-0.4975069752718,4.4291524350661e-05,0.000132874573051983,Lower in High,Proteostasis / metabolism,6,-0.4975069752718,***
CHOL,Mitochondrial dysfunction,17,18,0.791940684012668,-0.673774242677464,-1.46571492669013,0.00161751329481556,0.0194101595377867,Lower in High,Proteostasis / metabolism,6,-1.46571492669013,*
COAD,Mitochondrial dysfunction,228,228,0.305423572113293,-0.133490861156977,-0.438914433270271,0.000138676067553988,0.000416028202661964,Lower in High,Proteostasis / metabolism,6,-0.438914433270271,***
DLBC,Mitochondrial dysfunction,24,24,0.631174355359194,-0.664192503564179,-1.29536685892337,0.000329015259622542,0.00257699139361326,Lower in High,Proteostasis / metabolism,6,-1.29536685892337,**
ESCA,Mitochondrial dysfunction,81,81,-0.111974142634714,-0.0947973953160334,0.017176747318681,0.6803257267334,0.6803257267334,Higher in High,Proteostasis / metabolism,6,0.017176747318681,""
GBM,Mitochondrial dysfunction,80,81,0.252042604527072,-0.370236685897893,-0.622279290424965,9.24208054812364e-06,2.21809933154967e-05,Lower in High,Proteostasis / metabolism,6,-0.622279290424965,***
HNSC,Mitochondrial dysfunction,251,251,0.0604205159530884,-0.158946244470747,-0.219366760423835,0.00613978683800404,0.00920968025700606,Lower in High,Proteostasis / metabolism,6,-0.219366760423835,**
KICH,Mitochondrial dysfunction,32,33,0.253896310162883,-0.23196694324781,-0.485863253410692,0.0263421679993952,0.0790265039981857,Lower in High,Proteostasis / metabolism,6,-0.485863253410692,""
KIRC,Mitochondrial dysfunction,266,266,0.361476074261979,-0.412952379367249,-0.774428453629227,1.51782646142278e-23,1.82139175370733e-22,Lower in High,Proteostasis / metabolism,6,-0.774428453629227,***
KIRP,Mitochondrial dysfunction,145,145,0.613100637568675,-0.385602955166851,-0.998703592735526,4.71588637959292e-20,5.65906365551151e-19,Lower in High,Proteostasis / metabolism,6,-0.998703592735526,***
LAML,Mitochondrial dysfunction,75,75,0.0797894783551002,-0.145132575933195,-0.224922054288295,0.203924373442796,0.489418496262709,Lower in High,Proteostasis / metabolism,6,-0.224922054288295,""
LGG,Mitochondrial dysfunction,257,257,0.411753539956646,-0.48464655090242,-0.896400090859067,6.85385427356076e-28,2.7415417094243e-27,Lower in High,Proteostasis / metabolism,6,-0.896400090859067,***
LIHC,Mitochondrial dysfunction,185,186,0.579213717676959,-0.473530071004332,-1.05274378868129,3.46814027916332e-32,4.16176833499599e-31,Lower in High,Proteostasis / metabolism,6,-1.05274378868129,***
LUAD,Mitochondrial dysfunction,258,258,0.0798039509933408,-0.120219111995599,-0.20002306298894,0.00040043178683266,0.000757229956703549,Lower in High,Proteostasis / metabolism,6,-0.20002306298894,***
LUSC,Mitochondrial dysfunction,250,251,-0.105367566974257,0.100026236003331,0.205393802977589,0.193973001391819,0.232767601670182,Higher in High,Proteostasis / metabolism,6,0.205393802977589,""
MESO,Mitochondrial dysfunction,43,44,0.357094837719959,-0.280696604517954,-0.637791442237913,6.52574281020807e-05,0.000391544568612484,Lower in High,Proteostasis / metabolism,6,-0.637791442237913,***
OV,Mitochondrial dysfunction,189,189,0.454502210324647,-0.466693524912287,-0.921195735236934,3.63005601739009e-18,4.35606722086811e-17,Lower in High,Proteostasis / metabolism,6,-0.921195735236934,***
PAAD,Mitochondrial dysfunction,89,89,0.16195690520041,-0.368760840147018,-0.530717745347428,8.77844320317921e-06,5.04517792288046e-05,Lower in High,Proteostasis / metabolism,6,-0.530717745347428,***
PCPG,Mitochondrial dysfunction,89,90,0.423946002406851,-0.288496217293138,-0.712442219699989,3.11629372640396e-08,3.73955247168475e-07,Lower in High,Proteostasis / metabolism,6,-0.712442219699989,***
PRAD,Mitochondrial dysfunction,248,249,0.378950928131404,-0.255876140700481,-0.634827068831885,2.8693153120065e-25,3.4431783744078e-24,Lower in High,Proteostasis / metabolism,6,-0.634827068831885,***
READ,Mitochondrial dysfunction,83,83,0.261991325531985,-0.240310779498761,-0.502302105030746,0.06658925841462,0.13317851682924,Lower in High,Proteostasis / metabolism,6,-0.502302105030746,""
SARC,Mitochondrial dysfunction,129,130,0.323445970701284,-0.316281440115823,-0.639727410817107,1.17928064003675e-08,4.71712256014699e-08,Lower in High,Proteostasis / metabolism,6,-0.639727410817107,***
SKCM,Mitochondrial dysfunction,234,235,0.270829643967687,-0.151395927120796,-0.422225571088484,7.41190657132048e-05,0.000127061255508351,Lower in High,Proteostasis / metabolism,6,-0.422225571088484,***
STAD,Mitochondrial dysfunction,187,188,0.175776657587775,-0.207799748231838,-0.383576405819613,0.00107376508959291,0.00322129526877873,Lower in High,Proteostasis / metabolism,6,-0.383576405819613,**
TGCT,Mitochondrial dysfunction,75,75,0.481990820752391,-0.416963106530923,-0.898953927283315,3.26656321069027e-06,1.95993792641416e-05,Lower in High,Proteostasis / metabolism,6,-0.898953927283315,***
THCA,Mitochondrial dysfunction,252,252,0.323864254986383,-0.480061058085427,-0.80392531307181,9.66833390149435e-19,5.80100034089661e-18,Lower in High,Proteostasis / metabolism,6,-0.80392531307181,***
THYM,Mitochondrial dysfunction,60,60,0.535727519694548,-0.025733163827243,-0.561460683521791,0.00112683580364537,0.0033805074109361,Lower in High,Proteostasis / metabolism,6,-0.561460683521791,**
UCEC,Mitochondrial dysfunction,272,273,0.247649466867698,-0.0874704915030813,-0.335119958370779,7.48312950598855e-08,2.24493885179657e-07,Lower in High,Proteostasis / metabolism,6,-0.335119958370779,***
UCS,Mitochondrial dysfunction,28,29,0.465720840645168,-0.529241518741974,-0.994962359387142,0.000741748884533831,0.00890098661440597,Lower in High,Proteostasis / metabolism,6,-0.994962359387142,**
UVM,Mitochondrial dysfunction,40,40,0.317666419037175,-0.212681523076003,-0.530347942113178,0.0570806482987846,0.136993555917083,Lower in High,Proteostasis / metabolism,6,-0.530347942113178,""
ACC,Cellular senescence,39,40,-0.307422947317839,0.287649934005256,0.595072881323095,0.000224070446755753,0.000672211340267259,Higher in High,Cell fate,5,0.595072881323095,***
BLCA,Cellular senescence,203,203,-0.171766972478096,0.35604544551392,0.527812417992015,1.41052082274233e-13,5.64208329096933e-13,Higher in High,Cell fate,5,0.527812417992015,***
BRCA,Cellular senescence,547,548,-0.117423154347361,0.154458596730225,0.271881751077585,3.1549771503434e-11,9.4649314510302e-11,Higher in High,Cell fate,5,0.271881751077585,***
CESC,Cellular senescence,152,152,-0.115412749115395,0.237240849510204,0.3526535986256,0.00170994492147348,0.0029313341510974,Higher in High,Cell fate,5,0.3526535986256,**
CHOL,Cellular senescence,17,18,-0.116620690047374,-0.0613841283704671,0.0552365616769071,0.659844088936063,0.791812906723275,Higher in High,Cell fate,5,0.0552365616769071,""
COAD,Cellular senescence,228,228,-0.165792324208729,0.147376894678055,0.313169218886784,6.62312975511535e-08,2.64925190204614e-07,Higher in High,Cell fate,5,0.313169218886784,***
DLBC,Cellular senescence,24,24,-0.231901853262418,0.36021480454176,0.592116657804178,0.00108393455071883,0.00433573820287533,Higher in High,Cell fate,5,0.592116657804178,**
ESCA,Cellular senescence,81,81,-0.210917682818766,0.252286068262547,0.463203751081313,3.31989635585057e-05,0.000132795854234023,Higher in High,Cell fate,5,0.463203751081313,***
GBM,Cellular senescence,80,81,-0.191173807412495,0.0560317532488533,0.247205560661349,0.00220232009987531,0.00377540588550053,Higher in High,Cell fate,5,0.247205560661349,**
HNSC,Cellular senescence,251,251,-0.190366455008797,0.230738708718621,0.421105163727418,1.00196844270598e-12,4.00787377082393e-12,Higher in High,Cell fate,5,0.421105163727418,***
KICH,Cellular senescence,32,33,-0.214386752621826,0.134378944275506,0.348765696897331,0.0147724620629743,0.0790265039981857,Higher in High,Cell fate,5,0.348765696897331,""
KIRC,Cellular senescence,266,266,0.0111462075614574,0.0709770835060042,0.0598308759445467,0.0563156164600027,0.112631232920005,Higher in High,Cell fate,5,0.0598308759445467,""
KIRP,Cellular senescence,145,145,-0.220150070548109,0.0526787835657785,0.272828854113888,0.0102560367433703,0.0205120734867405,Higher in High,Cell fate,5,0.272828854113888,*
LAML,Cellular senescence,75,75,0.0811429130313436,-0.0706986000553091,-0.151841513086653,0.72666766352166,0.872001196225991,Lower in High,Cell fate,5,-0.151841513086653,""
LGG,Cellular senescence,257,257,-0.376250966022573,0.345342535200687,0.72159350122326,1.99260463352415e-20,5.97781390057244e-20,Higher in High,Cell fate,5,0.72159350122326,***
LIHC,Cellular senescence,185,186,-0.331008238135941,0.263063118355257,0.594071356491198,2.19530234152968e-19,8.78120936611873e-19,Higher in High,Cell fate,5,0.594071356491198,***
LUAD,Cellular senescence,258,258,-0.212935911970448,0.255393703972077,0.468329615942525,8.2439681185108e-12,3.29758724740432e-11,Higher in High,Cell fate,5,0.468329615942525,***
LUSC,Cellular senescence,250,251,-0.0312724334462444,0.0863189583709901,0.117591391817235,0.0517590221510453,0.077638533226568,Higher in High,Cell fate,5,0.117591391817235,""
MESO,Cellular senescence,43,44,-0.286703824689244,0.28311062723315,0.569814451922394,0.00116153708621441,0.00348461125864323,Higher in High,Cell fate,5,0.569814451922394,**
OV,Cellular senescence,189,189,-0.122463904320159,0.197443742299616,0.319907646619775,0.000839550191156937,0.00143922889912618,Higher in High,Cell fate,5,0.319907646619775,**
PAAD,Cellular senescence,89,89,-0.149794976343032,0.292933661833527,0.442728638176559,1.26129448072012e-05,5.04517792288046e-05,Higher in High,Cell fate,5,0.442728638176559,***
PCPG,Cellular senescence,89,90,-0.0116348924137772,0.0904758059685839,0.102110698382361,0.438570881127328,0.526285057352793,Higher in High,Cell fate,5,0.102110698382361,""
PRAD,Cellular senescence,248,249,-0.107239500443911,0.270372303012991,0.377611803456901,1.43696272000738e-10,4.31088816002214e-10,Higher in High,Cell fate,5,0.377611803456901,***
READ,Cellular senescence,83,83,-0.22077391959429,0.279371041855224,0.500144961449513,7.14906628266444e-06,3.22730771985512e-05,Higher in High,Cell fate,5,0.500144961449513,***
SARC,Cellular senescence,129,130,-0.233743916031656,0.209058985736955,0.442802901768611,2.15897531547373e-05,4.31795063094747e-05,Higher in High,Cell fate,5,0.442802901768611,***
SKCM,Cellular senescence,234,235,-0.195928549811095,0.230059457593327,0.425988007404422,2.10079806338509e-09,8.40319225354038e-09,Higher in High,Cell fate,5,0.425988007404422,***
STAD,Cellular senescence,187,188,-0.0798361342255557,0.153272372386043,0.233108506611599,1.26451034319331e-05,5.05804137277326e-05,Higher in High,Cell fate,5,0.233108506611599,***
TGCT,Cellular senescence,75,75,0.0296857299185639,-0.0300872654775496,-0.0597729953961135,0.922149134805024,0.922149134805024,Lower in High,Cell fate,5,-0.0597729953961135,""
THCA,Cellular senescence,252,252,-0.0686754104128761,0.143669194676195,0.212344605089071,4.07767985500312e-05,6.99030832286249e-05,Higher in High,Cell fate,5,0.212344605089071,***
THYM,Cellular senescence,60,60,-0.33130360655405,0.393188007200018,0.724491613754069,2.14968492390121e-09,2.57962190868145e-08,Higher in High,Cell fate,5,0.724491613754069,***
UCEC,Cellular senescence,272,273,-0.230236879528979,0.304661928261236,0.534898807790215,6.04206945295133e-21,2.41682778118053e-20,Higher in High,Cell fate,5,0.534898807790215,***
UCS,Cellular senescence,28,29,-0.169689842595911,0.0333832271741145,0.203073069770025,0.262668553169491,0.315202263803389,Higher in High,Cell fate,5,0.203073069770025,""
UVM,Cellular senescence,40,40,-0.186907898088907,0.129039927253783,0.31594782534269,0.543192219784005,0.724256293045339,Higher in High,Cell fate,5,0.31594782534269,""
ACC,Stem cell exhaustion,39,40,0.111703210600341,0.0340056256783825,-0.077697584921958,0.895281927623321,0.957235530401218,Lower in High,Cell fate,4,-0.077697584921958,""
BLCA,Stem cell exhaustion,203,203,0.114896408839363,-0.0191180815424807,-0.134014490381843,0.547007215877062,0.596735144593159,Lower in High,Cell fate,4,-0.134014490381843,""
BRCA,Stem cell exhaustion,547,548,0.0953811957562624,0.0349605490213754,-0.060420646734887,0.877803417879919,0.877803417879919,Lower in High,Cell fate,4,-0.060420646734887,""
CESC,Stem cell exhaustion,152,152,-0.158320216490975,0.0842053925528165,0.242525609043792,0.108615335992357,0.141015320281267,Higher in High,Cell fate,4,0.242525609043792,""
CHOL,Stem cell exhaustion,17,18,-0.193051041919235,0.334600050524739,0.527651092443974,0.0486524404765624,0.194609761906249,Higher in High,Cell fate,4,0.527651092443974,""
COAD,Stem cell exhaustion,228,228,-0.0529160507302021,0.0352519933895091,0.0881680441197113,0.689319146501953,0.740228911719278,Higher in High,Cell fate,4,0.0881680441197113,""
DLBC,Stem cell exhaustion,24,24,-0.373720706789099,0.398555242142743,0.772275948931842,0.206792440630272,0.310188660945408,Higher in High,Cell fate,4,0.772275948931842,""
ESCA,Stem cell exhaustion,81,81,-0.132729619471522,0.211498667129517,0.344228286601038,0.0348291137282413,0.0610321415955689,Higher in High,Cell fate,4,0.344228286601038,""
GBM,Stem cell exhaustion,80,81,-0.401625080188408,0.486109680278255,0.887734760466662,2.59158200104869e-07,1.03663280041948e-06,Higher in High,Cell fate,4,0.887734760466662,***
HNSC,Stem cell exhaustion,251,251,-0.0730392697605123,0.196112498531522,0.269151768292034,0.0420978915256464,0.0459249725734324,Higher in High,Cell fate,4,0.269151768292034,*
KICH,Stem cell exhaustion,32,33,-0.2061123668299,0.190007603384833,0.396119970214732,0.0369393898682634,0.088654535683832,Higher in High,Cell fate,4,0.396119970214732,""
KIRC,Stem cell exhaustion,266,266,-0.0312528778216199,0.256443361055896,0.287696238877516,2.47765572558172e-05,7.43296717674517e-05,Higher in High,Cell fate,4,0.287696238877516,***
KIRP,Stem cell exhaustion,145,145,-0.135646689547221,0.0771208438479617,0.212767533395182,0.000250011078937795,0.000600026589450707,Higher in High,Cell fate,4,0.212767533395182,***
LAML,Stem cell exhaustion,75,75,0.0325289165200075,-0.123402376095057,-0.155931292615064,0.943066811393625,0.95803293607954,Lower in High,Cell fate,4,-0.155931292615064,""
LGG,Stem cell exhaustion,257,257,-0.194303995004068,0.240134783022647,0.434438778026714,1.99671964145681e-08,3.4229479567831e-08,Higher in High,Cell fate,4,0.434438778026714,***
LIHC,Stem cell exhaustion,185,186,-0.0369866802053237,0.111274516325565,0.148261196530889,0.0367124078392131,0.0629355562957939,Higher in High,Cell fate,4,0.148261196530889,""
LUAD,Stem cell exhaustion,258,258,0.119177214195793,0.115638016157653,-0.00353919803814051,0.603515563517685,0.643606037464861,Lower in High,Cell fate,4,-0.00353919803814051,""
LUSC,Stem cell exhaustion,250,251,0.0288269744039047,0.0673298248325638,0.0385028504286591,0.0885331049808788,0.118044139974505,Higher in High,Cell fate,4,0.0385028504286591,""
MESO,Stem cell exhaustion,43,44,-0.378648735658704,0.0753409424676615,0.453989678126365,0.00279029765766766,0.00669671437840238,Higher in High,Cell fate,4,0.453989678126365,**
OV,Stem cell exhaustion,189,189,-0.065475793304968,0.249604344238272,0.31508013754324,5.81729114977745e-05,0.000139614987594659,Higher in High,Cell fate,4,0.31508013754324,***
PAAD,Stem cell exhaustion,89,89,0.164212070645408,0.240797641712162,0.0765855710667535,0.178931567276058,0.21471788073127,Higher in High,Cell fate,4,0.0765855710667535,""
PCPG,Stem cell exhaustion,89,90,-0.115840824135299,0.11509073339995,0.230931557535248,0.251477867491735,0.431104915700116,Higher in High,Cell fate,4,0.230931557535248,""
PRAD,Stem cell exhaustion,248,249,0.03776046006939,0.151903416595829,0.114142956526439,0.0135252244237151,0.0231860990120831,Higher in High,Cell fate,4,0.114142956526439,*
READ,Stem cell exhaustion,83,83,-0.00158375011431045,0.0975185254599945,0.0991022755743049,0.202058643524044,0.346386246041218,Higher in High,Cell fate,4,0.0991022755743049,""
SARC,Stem cell exhaustion,129,130,-0.024665233829016,-0.167577978622881,-0.142912744793865,0.664419490019395,0.72482126183934,Lower in High,Cell fate,4,-0.142912744793865,""
SKCM,Stem cell exhaustion,234,235,-0.00848045346547402,-0.0524658121222868,-0.0439853586568128,0.704541507783923,0.76859073576428,Lower in High,Cell fate,4,-0.0439853586568128,""
STAD,Stem cell exhaustion,187,188,0.079777288998696,0.00723374755533564,-0.0725435414433603,0.542319709261809,0.591621501012882,Lower in High,Cell fate,4,-0.0725435414433603,""
TGCT,Stem cell exhaustion,75,75,-0.0563026944167001,-0.485534985217472,-0.429232290800772,0.248529089626305,0.271122643228696,Lower in High,Cell fate,4,-0.429232290800772,""
THCA,Stem cell exhaustion,252,252,-0.0847171575320157,0.251467575637956,0.336184733169972,2.13906070782197e-06,6.41718212346592e-06,Higher in High,Cell fate,4,0.336184733169972,***
THYM,Stem cell exhaustion,60,60,0.0600329795196746,-0.124791075815056,-0.18482405533473,0.972784528333556,0.981156616558046,Lower in High,Cell fate,4,-0.18482405533473,""
UCEC,Stem cell exhaustion,272,273,-0.049475322206898,0.204092992130628,0.253568314337526,0.000136449982110424,0.000272899964220849,Higher in High,Cell fate,4,0.253568314337526,***
UCS,Stem cell exhaustion,28,29,-0.207213186423794,0.0987044623105795,0.305917648734374,0.0177262652104193,0.0741496709643636,Higher in High,Cell fate,4,0.305917648734374,""
UVM,Stem cell exhaustion,40,40,0.485113684922351,-0.421311597432469,-0.90642528235482,0.000161806115315816,0.000970836691894893,Lower in High,Cell fate,4,-0.90642528235482,***
ACC,Altered intercellular communication,39,40,-0.0103669029726272,0.0148820478156209,0.0252489507882481,0.68567311297917,0.822807735575004,Higher in High,Communication / inflammation,3,0.0252489507882481,""
BLCA,Altered intercellular communication,203,203,0.0504712707987145,0.0812373184499562,0.0307660476512417,0.48316813147729,0.579801757772748,Higher in High,Communication / inflammation,3,0.0307660476512417,""
BRCA,Altered intercellular communication,547,548,0.135780250500172,0.0191145459243048,-0.116665704575868,0.00383851614604757,0.00575777421907136,Lower in High,Communication / inflammation,3,-0.116665704575868,**
CESC,Altered intercellular communication,152,152,0.268449278469238,-0.149257048175365,-0.417706326644602,0.000100478900223694,0.000241149360536865,Lower in High,Communication / inflammation,3,-0.417706326644602,***
CHOL,Altered intercellular communication,17,18,0.0611214332382574,-0.0224715213751032,-0.0835929546133606,0.636362120573563,0.791812906723275,Lower in High,Communication / inflammation,3,-0.0835929546133606,""
