Cancer	Feature	P	FDR	Significance	P_label	FDR_label
READ	Telomere attrition	8.06826929963781e-06	3.22730771985512e-05	****	P < 0.001	P < 0.001
READ	Epigenetic alterations	0.0165572875358255	0.0496718626074766	*	P = 0.0166	P = 0.0497
READ	Loss of proteostasis	0.305931496575975	0.458897244863962	ns	P = 0.306	P = 0.459
READ	Disabled macroautophagy	0.0480935936782889	0.115424624827893	ns	P = 0.0481	P = 0.115
READ	Deregulated nutrient sensing	0.828686901873055	0.904022074770605	ns	P = 0.829	P = 0.904
READ	Mitochondrial dysfunction	0.06658925841462	0.13317851682924	ns	P = 0.0666	P = 0.133
READ	Cellular senescence	7.14906628266444e-06	3.22730771985512e-05	****	P < 0.001	P < 0.001
READ	Stem cell exhaustion	0.202058643524044	0.346386246041218	ns	P = 0.202	P = 0.346
READ	Altered intercellular communication	0.984539681808855	0.984539681808855	ns	P = 0.985	P = 0.985
READ	Chronic inflammation	0.781204924342036	0.904022074770605	ns	P = 0.781	P = 0.904
READ	Extracellular matrix changes	0.783685409701441	0.904022074770605	ns	P = 0.784	P = 0.904
SARC	Genomic instability	5.61552721721318e-23	6.73863266065582e-22	****	P < 0.001	P < 0.001
SARC	Telomere attrition	1.29308881704546e-11	7.75853290227278e-11	****	P < 0.001	P < 0.001
SARC	Epigenetic alterations	1.9029472079507e-05	4.31795063094747e-05	****	P < 0.001	P < 0.001
SARC	Loss of proteostasis	0.0197177238982178	0.0262902985309571	*	P = 0.0197	P = 0.0263
SARC	Disabled macroautophagy	0.99536720499932	0.99536720499932	ns	P = 0.995	P = 0.995
SARC	Deregulated nutrient sensing	0.311949610059613	0.374339532071535	ns	P = 0.312	P = 0.374
SARC	Mitochondrial dysfunction	1.17928064003675e-08	4.71712256014699e-08	****	P < 0.001	P < 0.001
SARC	Cellular senescence	2.15897531547373e-05	4.31795063094747e-05	****	P < 0.001	P < 0.001
SARC	Stem cell exhaustion	0.664419490019395	0.72482126183934	ns	P = 0.664	P = 0.725
SARC	Altered intercellular communication	0.00019644201921055	0.000336757747218085	***	P < 0.001	P < 0.001
SARC	Chronic inflammation	1.13987362599791e-07	3.41962087799372e-07	****	P < 0.001	P < 0.001
SARC	Extracellular matrix changes	0.00102977247049909	0.00154465870574863	**	P = 0.00103	P = 0.00154
SKCM	Genomic instability	1.23456321201775e-30	1.4814758544213e-29	****	P < 0.001	P < 0.001
SKCM	Telomere attrition	5.96246065627264e-13	3.57747639376358e-12	****	P < 0.001	P < 0.001
SKCM	Epigenetic alterations	0.0100142261968535	0.0150213392952802	*	P = 0.01	P = 0.015
SKCM	Loss of proteostasis	0.0778814022522841	0.0934576827027409	ns	P = 0.0779	P = 0.0935
SKCM	Disabled macroautophagy	0.842554492073474	0.842554492073474	ns	P = 0.843	P = 0.843
SKCM	Deregulated nutrient sensing	3.54871105572754e-05	7.09742211145508e-05	****	P < 0.001	P < 0.001
SKCM	Mitochondrial dysfunction	7.41190657132048e-05	0.000127061255508351	***	P < 0.001	P < 0.001
SKCM	Cellular senescence	2.10079806338509e-09	8.40319225354038e-09	****	P < 0.001	P < 0.001
SKCM	Stem cell exhaustion	0.704541507783923	0.76859073576428	ns	P = 0.705	P = 0.769
SKCM	Altered intercellular communication	3.84456604427085e-08	1.15336981328126e-07	****	P < 0.001	P < 0.001
SKCM	Chronic inflammation	7.06589552826529e-07	1.69581492678367e-06	****	P < 0.001	P < 0.001
SKCM	Extracellular matrix changes	0.0152615646708974	0.0203487528945299	*	P = 0.0153	P = 0.0203
STAD	Genomic instability	8.94638048976894e-22	1.07356565877227e-20	****	P < 0.001	P < 0.001
STAD	Telomere attrition	1.1588179068849e-12	6.95290744130938e-12	****	P < 0.001	P < 0.001
STAD	Epigenetic alterations	0.022577948786847	0.045155897573694	*	P = 0.0226	P = 0.0452
STAD	Loss of proteostasis	0.632097469229446	0.632097469229446	ns	P = 0.632	P = 0.632
STAD	Disabled macroautophagy	0.415554072151083	0.554072096201443	ns	P = 0.416	P = 0.554
STAD	Deregulated nutrient sensing	0.496621402333331	0.591621501012882	ns	P = 0.497	P = 0.592
STAD	Mitochondrial dysfunction	0.00107376508959291	0.00322129526877873	**	P = 0.00107	P = 0.00322
STAD	Cellular senescence	1.26451034319331e-05	5.05804137277326e-05	****	P < 0.001	P < 0.001
STAD	Stem cell exhaustion	0.542319709261809	0.591621501012882	ns	P = 0.542	P = 0.592
STAD	Altered intercellular communication	0.033411558577635	0.0572769575616601	ns	P = 0.0334	P = 0.0573
STAD	Chronic inflammation	0.228647729678611	0.342971594517916	ns	P = 0.229	P = 0.343
STAD	Extracellular matrix changes	0.0106507841905998	0.0255618820574395	*	P = 0.0107	P = 0.0256
TGCT	Genomic instability	1.58091628756471e-10	1.89709954507765e-09	****	P < 0.001	P < 0.001
TGCT	Telomere attrition	0.000800027476146021	0.00192006594275045	**	P < 0.001	P = 0.00192
TGCT	Epigenetic alterations	0.0110567522195804	0.0165851283293707	*	P = 0.0111	P = 0.0166
TGCT	Loss of proteostasis	0.214834800122716	0.257801760147259	ns	P = 0.215	P = 0.258
TGCT	Disabled macroautophagy	3.98600132741148e-05	0.000159440053096459	***	P < 0.001	P < 0.001
TGCT	Deregulated nutrient sensing	0.127937736549054	0.170583648732072	ns	P = 0.128	P = 0.171
TGCT	Mitochondrial dysfunction	3.26656321069027e-06	1.95993792641416e-05	****	P < 0.001	P < 0.001
TGCT	Cellular senescence	0.922149134805024	0.922149134805024	ns	P = 0.922	P = 0.922
TGCT	Stem cell exhaustion	0.248529089626305	0.271122643228696	ns	P = 0.249	P = 0.271
TGCT	Altered intercellular communication	0.00023342188932117	0.000700265667963509	***	P < 0.001	P < 0.001
TGCT	Chronic inflammation	0.00305769336195047	0.00611538672390094	**	P = 0.00306	P = 0.00612
TGCT	Extracellular matrix changes	0.00770025016178656	0.013200428848777	*	P = 0.0077	P = 0.0132
THCA	Genomic instability	4.25237130993206e-07	1.70094852397282e-06	****	P < 0.001	P < 0.001
THCA	Telomere attrition	0.00297654577116974	0.00446481865675461	**	P = 0.00298	P = 0.00446
THCA	Epigenetic alterations	5.40662922193288e-06	1.16605381533509e-05	****	P < 0.001	P < 0.001
THCA	Loss of proteostasis	1.38818256456538e-21	1.66581907747846e-20	****	P < 0.001	P < 0.001
THCA	Disabled macroautophagy	0.596080546483722	0.650269687073151	ns	P = 0.596	P = 0.65
THCA	Deregulated nutrient sensing	5.83026907667546e-06	1.16605381533509e-05	****	P < 0.001	P < 0.001
THCA	Mitochondrial dysfunction	9.66833390149435e-19	5.80100034089661e-18	****	P < 0.001	P < 0.001
THCA	Cellular senescence	4.07767985500312e-05	6.99030832286249e-05	****	P < 0.001	P < 0.001
THCA	Stem cell exhaustion	2.13906070782197e-06	6.41718212346592e-06	****	P < 0.001	P < 0.001
THCA	Altered intercellular communication	0.358687795263156	0.430425354315787	ns	P = 0.359	P = 0.43
THCA	Chronic inflammation	0.0759190717776709	0.101225429036895	ns	P = 0.0759	P = 0.101
THCA	Extracellular matrix changes	0.888837487591786	0.888837487591786	ns	P = 0.889	P = 0.889
THYM	Genomic instability	1.92435394385201e-08	1.15461236631121e-07	****	P < 0.001	P < 0.001
THYM	Telomere attrition	4.48777410704282e-05	0.000179510964281713	***	P < 0.001	P < 0.001
THYM	Epigenetic alterations	0.00433583648858611	0.0104060075726067	*	P = 0.00434	P = 0.0104
THYM	Loss of proteostasis	0.0627946847301823	0.0964389412906828	ns	P = 0.0628	P = 0.0964
THYM	Disabled macroautophagy	0.0393898676082896	0.0787797352165792	ns	P = 0.0394	P = 0.0788
THYM	Deregulated nutrient sensing	0.981156616558046	0.981156616558046	ns	P = 0.981	P = 0.981
THYM	Mitochondrial dysfunction	0.00112683580364537	0.0033805074109361	**	P = 0.00113	P = 0.00338
THYM	Cellular senescence	2.14968492390121e-09	2.57962190868145e-08	****	P < 0.001	P < 0.001
THYM	Stem cell exhaustion	0.972784528333556	0.981156616558046	ns	P = 0.973	P = 0.981
THYM	Altered intercellular communication	0.835758992811886	0.981156616558046	ns	P = 0.836	P = 0.981
THYM	Chronic inflammation	0.0642926275271219	0.0964389412906828	ns	P = 0.0643	P = 0.0964
THYM	Extracellular matrix changes	0.140955219144371	0.187940292192495	ns	P = 0.141	P = 0.188
UCEC	Genomic instability	4.75565325095921e-47	5.70678390115105e-46	****	P < 0.001	P < 0.001
UCEC	Telomere attrition	7.21891970124433e-28	4.3313518207466e-27	****	P < 0.001	P < 0.001
UCEC	Epigenetic alterations	0.0026941580349619	0.00404123705244285	**	P = 0.00269	P = 0.00404
UCEC	Loss of proteostasis	0.2632202147252	0.287149325154764	ns	P = 0.263	P = 0.287
UCEC	Disabled macroautophagy	1.11935253103981e-06	2.68644607449554e-06	****	P < 0.001	P < 0.001
UCEC	Deregulated nutrient sensing	0.00818619101948052	0.0109149213593074	*	P = 0.00819	P = 0.0109
UCEC	Mitochondrial dysfunction	7.48312950598855e-08	2.24493885179657e-07	****	P < 0.001	P < 0.001
UCEC	Cellular senescence	6.04206945295133e-21	2.41682778118053e-20	****	P < 0.001	P < 0.001
UCEC	Stem cell exhaustion	0.000136449982110424	0.000272899964220849	***	P < 0.001	P < 0.001
UCEC	Altered intercellular communication	0.0203678206269674	0.0244413847523608	*	P = 0.0204	P = 0.0244
UCEC	Chronic inflammation	0.00227079715600146	0.00389279512457393	**	P = 0.00227	P = 0.00389
UCEC	Extracellular matrix changes	0.418681303770437	0.418681303770437	ns	P = 0.419	P = 0.419
UCS	Genomic instability	0.0445481954591608	0.106915669101986	ns	P = 0.0445	P = 0.107
UCS	Telomere attrition	0.404912664303496	0.441722906512904	ns	P = 0.405	P = 0.442
UCS	Epigenetic alterations	0.223923640231252	0.298564853641669	ns	P = 0.224	P = 0.299
UCS	Loss of proteostasis	0.0185374177410909	0.0741496709643636	ns	P = 0.0185	P = 0.0741
UCS	Disabled macroautophagy	0.0251600190758124	0.0754800572274372	ns	P = 0.0252	P = 0.0755
UCS	Deregulated nutrient sensing	0.0923206972433526	0.184641394486705	ns	P = 0.0923	P = 0.185
UCS	Mitochondrial dysfunction	0.000741748884533831	0.00890098661440597	**	P < 0.001	P = 0.0089
UCS	Cellular senescence	0.262668553169491	0.315202263803389	ns	P = 0.263	P = 0.315
UCS	Stem cell exhaustion	0.0177262652104193	0.0741496709643636	ns	P = 0.0177	P = 0.0741
UCS	Altered intercellular communication	0.140686447537271	0.24117676720675	ns	P = 0.141	P = 0.241
UCS	Chronic inflammation	0.194856710095882	0.292285065143824	ns	P = 0.195	P = 0.292
UCS	Extracellular matrix changes	0.674609344800397	0.674609344800397	ns	P = 0.675	P = 0.675
UVM	Genomic instability	1.69864424322252e-05	0.000203837309186703	***	P < 0.001	P < 0.001
UVM	Telomere attrition	0.615273293889038	0.738327952666846	ns	P = 0.615	P = 0.738
UVM	Epigenetic alterations	0.741275357210273	0.741275357210273	ns	P = 0.741	P = 0.741
UVM	Loss of proteostasis	0.446364899961439	0.669547349942159	ns	P = 0.446	P = 0.67
UVM	Disabled macroautophagy	0.221189300684198	0.438369677744041	ns	P = 0.221	P = 0.438
UVM	Deregulated nutrient sensing	0.000873926744375076	0.00262178023312523	**	P < 0.001	P = 0.00262
UVM	Mitochondrial dysfunction	0.0570806482987846	0.136993555917083	ns	P = 0.0571	P = 0.137
UVM	Cellular senescence	0.543192219784005	0.724256293045339	ns	P = 0.543	P = 0.724
UVM	Stem cell exhaustion	0.000161806115315816	0.000970836691894893	***	P < 0.001	P < 0.001
UVM	Altered intercellular communication	0.255715645350691	0.438369677744041	ns	P = 0.256	P = 0.438
UVM	Chronic inflammation	0.67715738784255	0.738717150373691	ns	P = 0.677	P = 0.739
UVM	Extracellular matrix changes	0.000364422157422551	0.00145768862969021	**	P < 0.001	P = 0.00146
