Cancer	Feature	P	FDR	Significance	P_label	FDR_label
BRCA	HALLMARK_PI3K_AKT_MTOR_SIGNALING	9.99900009999e-05	0.000263315884267403	***	P < 0.001	P < 0.001
BRCA	HALLMARK_PROTEIN_SECRETION	9.99900009999e-05	0.000263315884267403	***	P < 0.001	P < 0.001
BRCA	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.175322725908136	0.250461037011622	ns	P = 0.175	P = 0.25
BRCA	HALLMARK_SPERMATOGENESIS	9.99900009999e-05	0.000263315884267403	***	P < 0.001	P < 0.001
BRCA	HALLMARK_TGF_BETA_SIGNALING	0.000100060036021613	0.000263315884267403	***	P < 0.001	P < 0.001
BRCA	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.322767723227677	0.413458654134586	ns	P = 0.323	P = 0.413
BRCA	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	9.99900009999e-05	0.000263315884267403	***	P < 0.001	P < 0.001
BRCA	HALLMARK_UV_RESPONSE_DN	9.99900009999e-05	0.000263315884267403	***	P < 0.001	P < 0.001
BRCA	HALLMARK_UV_RESPONSE_UP	0.0003999600039996	0.00090900000909	***	P < 0.001	P < 0.001
BRCA	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.00851106438369881	0.0146742489374117	*	P = 0.00851	P = 0.0147
BRCA	HALLMARK_XENOBIOTIC_METABOLISM	0.258074192580742	0.339571306027292	ns	P = 0.258	P = 0.34
CESC	HALLMARK_ADIPOGENESIS	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_ALLOGRAFT_REJECTION	0.999800019998	1	ns	P = 1	P = 1
CESC	HALLMARK_ANDROGEN_RESPONSE	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_ANGIOGENESIS	0.962755306367641	1	ns	P = 0.963	P = 1
CESC	HALLMARK_APICAL_JUNCTION	0.034996500349965	0.0564459683063952	ns	P = 0.035	P = 0.0564
CESC	HALLMARK_APICAL_SURFACE	0.530553055305531	0.698096125402014	ns	P = 0.531	P = 0.698
CESC	HALLMARK_APOPTOSIS	0.0002999700029997	0.000652108702173261	***	P < 0.001	P < 0.001
CESC	HALLMARK_BILE_ACID_METABOLISM	0.0011998800119988	0.0023997600239976	**	P = 0.0012	P = 0.0024
CESC	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0152984701529847	0.0263766726775598	*	P = 0.0153	P = 0.0264
CESC	HALLMARK_COAGULATION	1	1	ns	P = 1	P = 1
CESC	HALLMARK_COMPLEMENT	0.680931906809319	0.872989624114512	ns	P = 0.681	P = 0.873
CESC	HALLMARK_DNA_REPAIR	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_E2F_TARGETS	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.999800019998	1	ns	P = 1	P = 1
CESC	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0003999600039996	0.0008332500083325	***	P < 0.001	P < 0.001
CESC	HALLMARK_ESTROGEN_RESPONSE_LATE	0.0002999700029997	0.000652108702173261	***	P < 0.001	P < 0.001
CESC	HALLMARK_FATTY_ACID_METABOLISM	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_G2M_CHECKPOINT	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_GLYCOLYSIS	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_HEDGEHOG_SIGNALING	0.00800961153384061	0.0143028777390011	*	P = 0.00801	P = 0.0143
CESC	HALLMARK_HEME_METABOLISM	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_HYPOXIA	0.024997500249975	0.041662500416625	*	P = 0.025	P = 0.0417
CESC	HALLMARK_IL2_STAT5_SIGNALING	0.45045495450455	0.625631881256319	ns	P = 0.45	P = 0.626
CESC	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.765823417658234	0.911694544831231	ns	P = 0.766	P = 0.912
CESC	HALLMARK_INFLAMMATORY_RESPONSE	0.999000099990001	1	ns	P = 0.999	P = 1
CESC	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.731126887311269	0.893007479349431	ns	P = 0.731	P = 0.893
CESC	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.929007099290071	1	ns	P = 0.929	P = 1
CESC	HALLMARK_KRAS_SIGNALING_DN	0.505549445055495	0.683174925750668	ns	P = 0.506	P = 0.683
CESC	HALLMARK_KRAS_SIGNALING_UP	0.926607339266073	1	ns	P = 0.927	P = 1
CESC	HALLMARK_MITOTIC_SPINDLE	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_MTORC1_SIGNALING	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_MYC_TARGETS_V1	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_MYC_TARGETS_V2	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_MYOGENESIS	0.150884911508849	0.228613502286135	ns	P = 0.151	P = 0.229
CESC	HALLMARK_NOTCH_SIGNALING	0.0619859578736209	0.0968530591775326	ns	P = 0.062	P = 0.0969
CESC	HALLMARK_OXIDATIVE_PHOSPHORYLATION	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_P53_PATHWAY	0.0033996600339966	0.00653780775768577	**	P = 0.0034	P = 0.00654
CESC	HALLMARK_PANCREAS_BETA_CELLS	0.732266133066533	0.893007479349431	ns	P = 0.732	P = 0.893
CESC	HALLMARK_PEROXISOME	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_PI3K_AKT_MTOR_SIGNALING	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_PROTEIN_SECRETION	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.442644264426443	0.625631881256319	ns	P = 0.443	P = 0.626
CESC	HALLMARK_SPERMATOGENESIS	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_TGF_BETA_SIGNALING	1e-04	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.961103889611039	1	ns	P = 0.961	P = 1
CESC	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_UV_RESPONSE_DN	9.99900009999e-05	0.00025	***	P < 0.001	P < 0.001
CESC	HALLMARK_UV_RESPONSE_UP	0.0002999700029997	0.000652108702173261	***	P < 0.001	P < 0.001
CESC	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.00460092018403681	0.00852022256303112	**	P = 0.0046	P = 0.00852
CESC	HALLMARK_XENOBIOTIC_METABOLISM	0.158384161583842	0.23291788468212	ns	P = 0.158	P = 0.233
CHOL	HALLMARK_ADIPOGENESIS	0.619238076192381	0.659623168117971	ns	P = 0.619	P = 0.66
CHOL	HALLMARK_ALLOGRAFT_REJECTION	0.75962403759624	0.775449538379495	ns	P = 0.76	P = 0.775
CHOL	HALLMARK_ANDROGEN_RESPONSE	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_ANGIOGENESIS	0.0440080563947633	0.0673873363544814	ns	P = 0.044	P = 0.0674
CHOL	HALLMARK_APICAL_JUNCTION	0.0001999800019998	0.000515737899894221	***	P < 0.001	P < 0.001
CHOL	HALLMARK_APICAL_SURFACE	0.0538886101354742	0.0800164211102495	ns	P = 0.0539	P = 0.08
CHOL	HALLMARK_APOPTOSIS	0.0023997600239976	0.0047035296470353	**	P = 0.0024	P = 0.0047
CHOL	HALLMARK_BILE_ACID_METABOLISM	0.102989701029897	0.129397316678589	ns	P = 0.103	P = 0.129
CHOL	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0021004200840168	0.00428835767153431	**	P = 0.0021	P = 0.00429
CHOL	HALLMARK_COAGULATION	0.514348565143486	0.560068437600684	ns	P = 0.514	P = 0.56
CHOL	HALLMARK_COMPLEMENT	0.0018998100189981	0.00428835767153431	**	P = 0.0019	P = 0.00429
CHOL	HALLMARK_DNA_REPAIR	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_E2F_TARGETS	9.99900009999e-05	0.000306556556556557	***	P < 0.001	P < 0.001
CHOL	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0001999800019998	0.000515737899894221	***	P < 0.001	P < 0.001
CHOL	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0020997900209979	0.00428835767153431	**	P = 0.0021	P = 0.00429
