Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label,Feature_ID,FDR_star,Feature_Display_Full,.center,.scale,Low_Z,High_Z,Diff_Z
BLCA,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,212,219,0.0558728211697923,0.0408759813804576,-0.0149968397893347,1.21577682095002e-07,1.70208754933003e-06,****,P=1.22e-07,FDR=1.70e-06,Endothelial_EPIC__EPIC,****,Endothelial cells (EPIC),0.0612973473269265,0.0587492128173635,-0.0923335972857662,-0.347602375711038,-0.255268778425272
BLCA,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/BLCA/BLCA_TIDE_score_long.csv,EXCLUSION,203,203,0.460862003971505,0.522891216989749,0.062029213018244,0.019171447466094,0.134200132262658,*,P=0.0192,FDR=0.134,Exclusion__TIDEpy,"",Exclusion score,0.537119407403492,0.308594240987186,-0.247112205295993,-0.0461064677300096,0.201005737565983
BLCA,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,212,219,0.166126676740336,0.139502831549558,-0.0266238451907776,0.0453467080494617,0.211617970897488,*,P=0.0453,FDR=0.212,HALLMARK_ANGIOGENESIS__MSigDB Hallmark ssGSEA,"",Angiogenesis,0.174846176638343,0.12138877270804,-0.0718311891906058,-0.291158270244574,-0.219327081053969
BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,212,219,0.250662264234005,0.210793779620123,-0.039868484613882,0.0959221762167222,0.335727616758528,ns,P=0.0959,FDR=0.336,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__MSigDB Hallmark ssGSEA,"",EMT,0.241641011165224,0.174611943421512,0.0516645819982884,-0.176661635742957,-0.228326217741245
BLCA,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,212,219,0.350846551216527,0.364672762915886,0.0138262116993594,0.120656914605958,0.337839360896684,ns,P=0.121,FDR=0.338,HALLMARK_TGF_BETA_SIGNALING__MSigDB Hallmark ssGSEA,"",TGF-beta signaling,0.400800247476954,0.124292585081538,-0.401904073582959,-0.29066484165059,0.111239231932369
BLCA,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,212,219,0.162637291585131,0.185934289966883,0.0232969983817518,0.227415806109563,0.530636880922313,ns,P=0.227,FDR=0.531,HALLMARK_HYPOXIA__MSigDB Hallmark ssGSEA,"",Hypoxia,0.190405680387632,0.132185368961237,-0.210071576156392,-0.0338266667172561,0.176244909439136
BLCA,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,212,219,0.0899494173728879,0.0749241094959706,-0.0150253078769173,0.299434646195361,0.598869292390722,ns,P=0.299,FDR=0.599,CAFs_EPIC__EPIC,"",CAF (EPIC),0.088831822107562,0.12309259128643,0.00907930569700413,-0.112985781404414,-0.122065087101418
BLCA,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/BLCA/BLCA_TIDE_score_long.csv,CAF,203,203,0.0336569300831723,0.0350205190395793,0.001363588956407,0.364533934296813,0.637934385019423,ns,P=0.365,FDR=0.638,CAF__TIDEpy,"",CAF,0.0487890973774074,0.0380241680922562,-0.397961824109357,-0.362100711958301,0.0358611121510559
BLCA,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,212,219,5.34260125952396e-24,6.00757808690368e-24,6.64976827379712e-25,0.456886391137986,0.697271282387604,ns,P=0.457,FDR=0.697,ly_Endothelial_cells_xCell__xCell,"",Lymphatic endothelial cells,5.52469209073041e-24,8.65602505201989e-24,-0.0210363105596561,0.0557861135187661,0.0768224240784223
BLCA,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,212,219,7.58954842209027e-24,6.50054302302131e-24,-1.08900539906897e-24,0.498050915991146,0.697271282387604,ns,P=0.498,FDR=0.697,Endothelial_cells_xCell__xCell,"",Endothelial cells (xCell),8.48609139410227e-24,1.54017961836129e-23,-0.0582102867304465,-0.128916676172714,-0.0707063894422673
BLCA,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,212,219,3.98682072968096e-22,5.05231946741075e-22,1.06549873772979e-22,0.660107229086233,0.840136473382478,ns,P=0.66,FDR=0.84,Fibroblasts_xCell__xCell,"",Fibroblasts (xCell),2.86657311927335e-22,2.57576600525338e-22,0.434918237185683,0.848581099245614,0.413662862059931
BLCA,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,212,219,200.61325,201.4421625,0.82891250000003,0.779769638197085,0.899716291405619,ns,P=0.78,FDR=0.9,Fibroblasts_MCPcounter__MCP-counter,"",Fibroblasts (MCP-counter),259.138346022727,349.011119540398,-0.16768834213591,-0.16531331035729,0.00237503177861947
BLCA,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,212,219,6.47432186559921e-24,1.14964522549987e-23,5.02213038939947e-24,0.835450842019503,0.899716291405619,ns,P=0.835,FDR=0.9,mv_Endothelial_cells_xCell__xCell,"",Microvascular endothelial cells,1.80492977026284e-23,2.4206951059992e-23,-0.478167440762904,-0.270700983010618,0.207466457752286
BLCA,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,212,219,9.36525166666667,9.17348333333333,-0.191768333333332,0.957127926549789,0.957127926549789,ns,P=0.957,FDR=0.957,Endothelial_cells_MCPcounter__MCP-counter,"",Endothelial cells (MCP-counter),12.3950152777778,10.2497295613193,-0.295594492809343,-0.314304092139363,-0.0187095993300194
BRCA,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,605,621,0.217759638134322,0.260828482929497,0.043068844795175,1.02682300559526e-16,1.43755220783336e-15,****,P=1.03e-16,FDR=1.44e-15,HALLMARK_TGF_BETA_SIGNALING__MSigDB Hallmark ssGSEA,****,TGF-beta signaling,0.400800247476954,0.124292585081538,-1.47265912300845,-1.12614734383095,0.346511779177503
BRCA,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/BRCA/BRCA_TIDE_score_long.csv,EXCLUSION,547,548,0.699165321903578,0.859688108154711,0.160522786251133,2.80336115802264e-10,1.96235281061585e-09,****,P=2.80e-10,FDR=1.96e-09,Exclusion__TIDEpy,****,Exclusion score,0.537119407403492,0.308594240987186,0.525109976069889,1.04528425326192,0.520174277192032
BRCA,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/BRCA/BRCA_TIDE_score_long.csv,CAF,547,548,0.0740706348236289,0.0890250461480717,0.0149544113244428,3.02433300219293e-05,0.000141135540102337,****,P=3.02e-05,FDR=1.41e-04,CAF__TIDEpy,***,CAF,0.0487890973774074,0.0380241680922562,0.664880751233849,1.05816775985846,0.39328700862461
BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,605,621,0.391706336918605,0.362419807167523,-0.0292865297510823,0.00014148878084461,0.000408787325452691,***,P=1.41e-04,FDR=4.09e-04,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__MSigDB Hallmark ssGSEA,***,EMT,0.241641011165224,0.174611943421512,0.859421886114199,0.69169836630671,-0.167723519807489
BRCA,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,605,621,0,2.14817821494694e-22,2.14817821494694e-22,0.000145995473375961,0.000408787325452691,***,P=1.46e-04,FDR=4.09e-04,Fibroblasts_xCell__xCell,***,Fibroblasts (xCell),2.86657311927335e-22,2.57576600525338e-22,-1.11290121595939,-0.278905344220404,0.833995871738986
BRCA,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,605,621,0.0594085892366407,0.0491337746228231,-0.0102748146138175,0.00647961667100681,0.0151191055656826,**,P=0.00648,FDR=0.0151,Endothelial_EPIC__EPIC,*,Endothelial cells (EPIC),0.0612973473269265,0.0587492128173635,-0.0321495046437046,-0.207042309518545,-0.17489280487484
BRCA,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,605,621,0.275458847914581,0.224928675706361,-0.0505301722082202,0.0133367219766696,0.0266734439533393,*,P=0.0133,FDR=0.0267,CAFs_EPIC__EPIC,*,CAF (EPIC),0.088831822107562,0.12309259128643,1.51615157221565,1.10564618208507,-0.41050539013058
BRCA,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,605,621,13.6190766666667,12.2271966666667,-1.39188,0.103676425589306,0.181433744781285,ns,P=0.104,FDR=0.181,Endothelial_cells_MCPcounter__MCP-counter,"",Endothelial cells (MCP-counter),12.3950152777778,10.2497295613193,0.119423774214329,-0.0163729794144418,-0.13579675362877
BRCA,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,605,621,7.85099451858476e-24,1.39827242160243e-24,-6.45272209698232e-24,0.20256120474702,0.315095207384253,ns,P=0.203,FDR=0.315,ly_Endothelial_cells_xCell__xCell,"",Lymphatic endothelial cells,5.52469209073041e-24,8.65602505201989e-24,0.268749502672881,-0.476710689297864,-0.745460191970745
BRCA,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,605,621,1.08761047823559e-23,4.11467993348312e-24,-6.76142484887281e-24,0.278922899662098,0.390492059526937,ns,P=0.279,FDR=0.39,Endothelial_cells_xCell__xCell,"",Endothelial cells (xCell),8.48609139410227e-24,1.54017961836129e-23,0.155177575378938,-0.283824783064602,-0.43900235844354
BRCA,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,605,621,632.2390375,576.783675,-55.4553625,0.393832679693508,0.494704593758812,ns,P=0.394,FDR=0.495,Fibroblasts_MCPcounter__MCP-counter,"",Fibroblasts (MCP-counter),259.138346022727,349.011119540398,1.06902236229206,0.91012953798025,-0.158892824311808
BRCA,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,605,621,0.00846465418407886,0.0088866788088031,0.000422024624724246,0.424032508936124,0.494704593758812,ns,P=0.424,FDR=0.495,HALLMARK_HYPOXIA__MSigDB Hallmark ssGSEA,"",Hypoxia,0.190405680387632,0.132185368961237,-1.37640820336862,-1.37321553062396,0.0031926727446514
BRCA,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,605,621,0.176921824537497,0.178277691986958,0.00135586744946142,0.548058008991344,0.590216317375294,ns,P=0.548,FDR=0.59,HALLMARK_ANGIOGENESIS__MSigDB Hallmark ssGSEA,"",Angiogenesis,0.174846176638343,0.12138877270804,0.017099175260192,0.0282688033832318,0.0111696281230398
BRCA,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,605,621,0,1.32833346967669e-24,1.32833346967669e-24,0.656244685161226,0.656244685161226,ns,P=0.656,FDR=0.656,mv_Endothelial_cells_xCell__xCell,"",Microvascular endothelial cells,1.80492977026284e-23,2.4206951059992e-23,-0.745624579398576,-0.690750528288848,0.0548740511097283
CESC,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/CESC/CESC_TIDE_score_long.csv,EXCLUSION,152,152,0.156277404676518,0.432113830534413,0.275836425857895,2.25360026047305e-11,3.15504036466226e-10,****,P=2.25e-11,FDR=3.16e-10,Exclusion__TIDEpy,****,Exclusion score,0.537119407403492,0.308594240987186,-1.23411895668782,-0.340270695049811,0.893848261638004
CESC,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/CESC/CESC_TIDE_score_long.csv,CAF,152,152,0.014489927398224,0.0237886248957101,0.0092986974974861,4.58248664048416e-07,3.20774064833891e-06,****,P=4.58e-07,FDR=3.21e-06,CAF__TIDEpy,****,CAF,0.0487890973774074,0.0380241680922562,-0.90203603918342,-0.657489005966938,0.244547033216482
CESC,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,155,154,5.64507,7.20554333333333,1.56047333333333,3.38729232773567e-05,0.000158073641960998,****,P=3.39e-05,FDR=1.58e-04,Endothelial_cells_MCPcounter__MCP-counter,***,Endothelial cells (MCP-counter),12.3950152777778,10.2497295613193,-0.658548621931539,-0.506303304238252,0.152245317693287
CESC,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),TGFBETASIGNALING,155,154,0.414465284344895,0.443720990012582,0.0292557056676872,0.000147327005508786,0.000515644519280751,***,P=1.47e-04,FDR=5.16e-04,HALLMARK_TGF_BETA_SIGNALING__MSigDB Hallmark ssGSEA,***,TGF-beta signaling,0.400800247476954,0.124292585081538,0.109942494630526,0.345320217674058,0.235377723043532
CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),EPITHELIALMESENCHYMALTRANSITION,155,154,0.213956168367099,0.173876587723072,-0.040079580644027,0.0854686510431618,0.239312222920853,ns,P=0.0855,FDR=0.239,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__MSigDB Hallmark ssGSEA,"",EMT,0.241641011165224,0.174611943421512,-0.158550682477051,-0.388085844039713,-0.229535161562662
CESC,Endothelial_EPIC,Endothelial,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,155,154,0.0272832438445865,0.0303174300058437,0.00303418616125717,0.203534931774018,0.453213963262349,ns,P=0.204,FDR=0.453,Endothelial_EPIC__EPIC,"",Endothelial cells (EPIC),0.0612973473269265,0.0587492128173635,-0.578971221079699,-0.527324807183231,0.0516464138964674
CESC,HALLMARK_ANGIOGENESIS,Angiogenesis,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),ANGIOGENESIS,155,154,0.0777778092872998,0.0657560303830875,-0.0120217789042124,0.226606981631175,0.453213963262349,ns,P=0.227,FDR=0.453,HALLMARK_ANGIOGENESIS__MSigDB Hallmark ssGSEA,"",Angiogenesis,0.174846176638343,0.12138877270804,-0.799648642832139,-0.898683987172646,-0.0990353443405075
CESC,Fibroblasts_MCPcounter,Fibroblasts,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,155,154,99.53005,107.8492375,8.31918749999998,0.309829300598776,0.542201276047858,ns,P=0.31,FDR=0.542,Fibroblasts_MCPcounter__MCP-counter,"",Fibroblasts (MCP-counter),259.138346022727,349.011119540398,-0.457315790490888,-0.433479336480611,0.023836454010277
CESC,HALLMARK_HYPOXIA,Hypoxia,Immune exclusion,MSigDB Hallmark ssGSEA,msigdbr::msigdbr(collection='H'),HYPOXIA,155,154,0.262119848058294,0.27960875286917,0.0174889048108762,0.381301780094008,0.593136102368457,ns,P=0.381,FDR=0.593,HALLMARK_HYPOXIA__MSigDB Hallmark ssGSEA,"",Hypoxia,0.190405680387632,0.132185368961237,0.542527272376808,0.67483317694333,0.132305904566522
CESC,mv_Endothelial_cells_xCell,Mv Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,155,154,1.58227144858064e-23,3.72041924516565e-23,2.13814779658501e-23,0.477445360601006,0.668423504841409,ns,P=0.477,FDR=0.668,mv_Endothelial_cells_xCell__xCell,"",Microvascular endothelial cells,1.80492977026284e-23,2.4206951059992e-23,-0.0919811508398523,0.791297289012423,0.883278439852275
CESC,Fibroblasts_xCell,Fibroblasts,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),FIBROBLASTS,155,154,2.91442867950905e-22,1.119974687547e-22,-1.79445399196205e-22,0.576123180459905,0.733247684221697,ns,P=0.576,FDR=0.733,Fibroblasts_xCell__xCell,"",Fibroblasts (xCell),2.86657311927335e-22,2.57576600525338e-22,0.0185791567006071,-0.678088936714007,-0.696668093414614
CESC,ly_Endothelial_cells_xCell,Ly Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,155,154,0,0,0,0.860468523482061,0.950993816709663,ns,P=0.86,FDR=0.951,ly_Endothelial_cells_xCell__xCell,"",Lymphatic endothelial cells,5.52469209073041e-24,8.65602505201989e-24,-0.638248163276887,-0.638248163276887,0
CESC,CAFs_EPIC,CAFs,Immune exclusion,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,155,154,0.0353196268419264,0.0351702782104581,-0.000149348631468239,0.883065686944687,0.950993816709663,ns,P=0.883,FDR=0.951,CAFs_EPIC__EPIC,"",CAF (EPIC),0.088831822107562,0.12309259128643,-0.434731243419155,-0.435944546591243,-0.00121330317208757
CESC,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,155,154,2.51075266344387e-24,3.4993438966505e-24,9.88591233206636e-25,0.986504425197391,0.986504425197391,ns,P=0.987,FDR=0.987,Endothelial_cells_xCell__xCell,"",Endothelial cells (xCell),8.48609139410227e-24,1.54017961836129e-23,-0.387963758215162,-0.323777008733406,0.0641867494817562
CHOL,CAF,CAF,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/CHOL/CHOL_TIDE_score_long.csv,CAF,17,18,0.0377222298229398,0.0720156107972408,0.034293380974301,0.0199734244781227,0.18124205382779,*,P=0.02,FDR=0.181,CAF__TIDEpy,"",CAF,0.0487890973774074,0.0380241680922562,-0.291048249303353,0.610835544474766,0.90188379377812
CHOL,Exclusion,Exclusion,Immune exclusion,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/CHOL/CHOL_TIDE_score_long.csv,EXCLUSION,17,18,0.398698815234125,0.612367170364192,0.213668355130067,0.0258917219753985,0.18124205382779,*,P=0.0259,FDR=0.181,Exclusion__TIDEpy,"",Exclusion score,0.537119407403492,0.308594240987186,-0.448552091337033,0.243840464164155,0.692392555501189
CHOL,Endothelial_cells_MCPcounter,Endothelial Cells,Immune exclusion,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,20,23,7.51673333333333,10.5550233333333,3.03829,0.06967492273697,0.244881960640949,ns,P=0.0697,FDR=0.245,Endothelial_cells_MCPcounter__MCP-counter,"",Endothelial cells (MCP-counter),12.3950152777778,10.2497295613193,-0.475942503190937,-0.17951614561503,0.296426357575906
CHOL,Endothelial_cells_xCell,Endothelial Cells,Immune exclusion,xCell,IOBR::deconvo_tme(method='xcell'),ENDOTHELIALCELLS,20,23,5.36138500980039e-23,0,-5.36138500980039e-23,0.0699662744688425,0.244881960640949,ns,P=0.07,FDR=0.245,Endothelial_cells_xCell__xCell,"",Endothelial cells (xCell),8.48609139410227e-24,1.54017961836129e-23,2.93003219662888,-0.550980631929881,-3.48101282855876
