Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label,Feature_ID,Feature_Label,FDR_significance_rule,Effect_z,Signed_FDR_score
LAML,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LAML/LAML_TIDE_score_long.csv,DYSFUNCTION,75,75,0.0373770492521302,-0.0590430308696361,-0.0964200801217663,4.3231163522027e-05,0.000216155817610135,***,P=4.32e-05,FDR=2.16e-04,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.328632664706015,-3.6652330713865
LAML,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,75,75,0.0246643923033994,0.0323981602366173,0.00773376793321796,0.00120756256441114,0.00301890641102785,**,P=0.00121,FDR=0.00302,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.744672822715679,2.52015035031052
LAML,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LAML/LAML_TIDE_score_long.csv,TAMM2,75,75,-0.0084060389065575,-0.000238658300304687,0.00816738060625281,0.0373118583822691,0.0621864306371152,"",P=0.0373,FDR=0.0622,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.48510175008831,0
LAML,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LAML/LAML_TIDE_score_long.csv,MDSC,75,75,-0.016335608948382,-0.013706257901594,0.002629351046788,0.10522975958875,0.131537199485938,"",P=0.105,FDR=0.132,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.946460662833721,0
LGG,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LGG/LGG_TIDE_score_long.csv,DYSFUNCTION,257,257,-0.0422735382393998,-0.12383212840004,-0.0815585901606402,4.82245074180766e-18,2.41122537090383e-17,****,P=4.82e-18,FDR=2.41e-17,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.0218840696670718,-4
LGG,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,261,271,0,0,0,1.93115157519469e-12,4.82787893798671e-12,****,P=1.93e-12,FDR=4.83e-12,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.52278260518335,0
LGG,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LGG/LGG_TIDE_score_long.csv,MDSC,257,257,0.0228941862190556,0.0277289837700595,0.0048347975510039,4.36798357307932e-06,7.27997262179887e-06,****,P=4.37e-06,FDR=7.28e-06,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.651437576739192,4
LGG,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LGG/LGG_TIDE_score_long.csv,TAMM2,257,257,0.0060136317039446,0.00491726840671922,-0.00109636329722538,0.128826913185792,0.161033641482241,"",P=0.129,FDR=0.161,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.615277152523413,0
LIHC,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LIHC/LIHC_TIDE_score_long.csv,DYSFUNCTION,185,186,-0.020317714600124,-0.0460458131789877,-0.0257280985788637,6.78228205249001e-13,3.391141026245e-12,****,P=6.78e-13,FDR=3.39e-12,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.13048523501507,-4
LIHC,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,212,212,0,0.00363094371849142,0.00363094371849142,1.336097947499e-08,3.34024486874749e-08,****,P=1.34e-08,FDR=3.34e-08,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.0722778316098387,4
LIHC,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LIHC/LIHC_TIDE_score_long.csv,MDSC,185,186,-0.00741544669131189,-0.00453609149633593,0.00287935519497596,7.02231382548513e-08,1.17038563758086e-07,****,P=7.02e-08,FDR=1.17e-07,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.913017550432738,4
LIHC,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LIHC/LIHC_TIDE_score_long.csv,TAMM2,185,186,-0.00619667249179198,-0.00631487768640049,-0.000118205194608505,0.871928275220663,0.892277188203754,"",P=0.872,FDR=0.892,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.393498283897326,0
LUAD,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LUAD/LUAD_TIDE_score_long.csv,MDSC,258,258,0.00127218035947591,0.0130782757724466,0.0118060954129707,1.6392331954065e-22,8.19616597703251e-22,****,P=1.64e-22,FDR=8.20e-22,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.281114541568865,4
LUAD,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LUAD/LUAD_TIDE_score_long.csv,DYSFUNCTION,258,258,-0.0798056924969114,-0.203762030609039,-0.123956338112127,1.27943548306579e-17,3.19858870766447e-17,****,P=1.28e-17,FDR=3.20e-17,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.896994819057125,-4
LUAD,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LUAD/LUAD_TIDE_score_long.csv,TAMM2,258,258,-0.00513745632271483,-0.00775092640165545,-0.00261347007894062,0.00027748361876289,0.00046247269793815,***,P=2.77e-04,FDR=4.62e-04,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.95925245133618,-3.3349139007299
LUAD,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,298,299,0.0383343344255269,0.0413434118222636,0.00300907739673666,0.0283267916986375,0.0354084896232968,*,P=0.0283,FDR=0.0354,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.0296372829555031,1.45089259801618
LUSC,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LUSC/LUSC_TIDE_score_long.csv,DYSFUNCTION,250,251,-0.176545741095776,-0.377800408414211,-0.201254667318435,8.56985741565935e-31,4.28492870782968e-30,****,P=8.57e-31,FDR=4.28e-30,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-2.49247104283516,-4
LUSC,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LUSC/LUSC_TIDE_score_long.csv,MDSC,250,251,0.009721934861977,0.0249233668249251,0.0152014319629481,7.0705730360201e-25,1.76764325900502e-24,****,P=7.07e-25,FDR=1.77e-24,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.735309492744985,4
LUSC,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/LUSC/LUSC_TIDE_score_long.csv,TAMM2,250,251,-0.00905881620962633,-0.00122002225990813,0.0078387939497182,4.1491684699302e-10,6.91528078321699e-10,****,P=4.15e-10,FDR=6.92e-10,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.41060093397595,4
LUSC,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,276,275,0.0262539350508374,0.0187157857036203,-0.00753814934721714,9.49524471875595e-06,1.18690558984449e-05,****,P=9.50e-06,FDR=1.19e-05,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.75817890734113,-4
MESO,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/MESO/MESO_TIDE_score_long.csv,DYSFUNCTION,43,44,0.0450773599855789,-0.0533132681635435,-0.0983906281491224,1.51402991932873e-06,7.57014959664363e-06,****,P=1.51e-06,FDR=7.57e-06,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.369305762789005,-4
MESO,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/MESO/MESO_TIDE_score_long.csv,MDSC,43,44,0.018636431185256,0.0368343773691611,0.0181979461839051,1.915423839333e-05,4.7885595983325e-05,****,P=1.92e-05,FDR=4.79e-05,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.13615388924381,4
MESO,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,43,44,0.0196976354176189,0.0265013959226762,0.00680376050505729,0.0566603586520291,0.0864085701707768,"",P=0.0567,FDR=0.0864,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.592257729194999,0
MESO,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/MESO/MESO_TIDE_score_long.csv,TAMM2,43,44,-0.00916313257250862,-0.00967973617725186,-0.000516603604743241,0.808815472566648,0.808815472566648,"",P=0.809,FDR=0.809,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.483827596127867,0
OV,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,189,192,0.0112573553105945,0.0169700879865082,0.00571273267591363,6.74524884335546e-08,3.37262442167773e-07,****,P=6.75e-08,FDR=3.37e-07,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.413453664219436,4
OV,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/OV/OV_TIDE_score_long.csv,DYSFUNCTION,189,189,-0.167699710126124,-0.209266592883686,-0.041566882757562,4.63924108717988e-07,1.15981027179497e-06,****,P=4.64e-07,FDR=1.16e-06,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.803564797922326,-4
OV,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/OV/OV_TIDE_score_long.csv,MDSC,189,189,0.0415902619279182,0.0475049608502346,0.0059146989223164,1.58202266715129e-06,2.63670444525214e-06,****,P=1.58e-06,FDR=2.64e-06,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.506978921934687,4
OV,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/OV/OV_TIDE_score_long.csv,TAMM2,189,189,-0.00396523292330661,-0.00605737753952229,-0.00209214461621568,0.343095730791561,0.343095730791561,"",P=0.343,FDR=0.343,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.84105175249231,0
PAAD,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PAAD/PAAD_TIDE_score_long.csv,MDSC,89,89,0.0155078449036735,0.0215177992648413,0.0060099543611678,0.0016950776166154,0.00847538808307699,**,P=0.0017,FDR=0.00848,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.494236579971956,2.07184040657856
PAAD,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,91,92,0.0238648768527288,0.0303342456317014,0.00646936877897254,0.0135612126814961,0.0339030317037403,*,P=0.0136,FDR=0.0339,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.537455644114293,1.46976146423544
PAAD,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PAAD/PAAD_TIDE_score_long.csv,TAMM2,89,89,-0.00640808784942522,-0.00585347314500563,0.00055461470441959,0.0472472807034263,0.0787454678390438,"",P=0.0472,FDR=0.0787,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.240949083930198,0
PAAD,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PAAD/PAAD_TIDE_score_long.csv,DYSFUNCTION,89,89,-0.0243967136838576,-0.0352109773853012,-0.0108142637014436,0.128862146965338,0.161077683706673,"",P=0.129,FDR=0.161,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.43831425533927,0
PCPG,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,92,95,0.0137359362384309,0.0206071595033652,0.00687122326493435,7.87760018118445e-06,3.93880009059222e-05,****,P=7.88e-06,FDR=3.94e-05,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.603313923526867,4
PCPG,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PCPG/PCPG_TIDE_score_long.csv,MDSC,89,90,0.0107335951294783,0.0119778954686127,0.0012443003391344,0.26607462099258,0.4434577016543,"",P=0.266,FDR=0.443,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.13173921454117,0
PCPG,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PCPG/PCPG_TIDE_score_long.csv,TAMM2,89,90,0.000146765893579855,0.000186035914128953,3.9270020549098e-05,0.776282052356837,0.904700697910912,"",P=0.776,FDR=0.905,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.357793754168575,0
PCPG,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PCPG/PCPG_TIDE_score_long.csv,DYSFUNCTION,89,90,0.0277755567407403,0.0259574585854648,-0.00181809815527555,0.904700697910912,0.904700697910912,"",P=0.905,FDR=0.905,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.62399961725407,0
PRAD,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PRAD/PRAD_TIDE_score_long.csv,DYSFUNCTION,248,249,-0.211261044553937,-0.27696664907369,-0.065705604519753,2.27564612196907e-20,1.13782306098453e-19,****,P=2.28e-20,FDR=1.14e-19,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.305329492716966,-4
PRAD,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,274,279,0.00697133071704932,0.0113020838920995,0.00433075317505017,4.49049230536475e-08,1.12262307634119e-07,****,P=4.49e-08,FDR=1.12e-07,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.186966726062015,4
PRAD,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PRAD/PRAD_TIDE_score_long.csv,MDSC,248,249,0.0302645275658738,0.0319677075442656,0.0017031799783918,0.0479973464244951,0.0599966830306189,"",P=0.048,FDR=0.06,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.07035477966103,0
PRAD,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/PRAD/PRAD_TIDE_score_long.csv,TAMM2,248,249,0.0142849170046146,0.0146555400888989,0.000370623084284301,0.783667877196269,0.783667877196269,"",P=0.784,FDR=0.784,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.282665707491479,0
READ,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/READ/READ_TIDE_score_long.csv,DYSFUNCTION,83,83,-0.15330068167541,-0.234234557669129,-0.080933875993719,5.17084922303107e-10,2.58542461151553e-09,****,P=5.17e-10,FDR=2.59e-09,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.00898965642147818,-4
READ,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/READ/READ_TIDE_score_long.csv,MDSC,83,83,0.0398668547685494,0.0491077169613495,0.0092408621928001,6.42770730699987e-06,1.60692682674997e-05,****,P=6.43e-06,FDR=1.61e-05,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.062037296265443,4
READ,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,89,87,0.015638397734654,0.0196500576047093,0.00401165987005529,0.0232325646088688,0.0290407057610861,*,P=0.0232,FDR=0.029,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.134671836311719,1.536992833412
READ,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/READ/READ_TIDE_score_long.csv,TAMM2,83,83,0.00682637569206008,0.00700062306018072,0.00017424736812064,0.430677703972499,0.430677703972499,"",P=0.431,FDR=0.431,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.327190190844323,0
SARC,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/SARC/SARC_TIDE_score_long.csv,DYSFUNCTION,129,130,0.0157936302090338,-0.101408656438564,-0.117202286647598,3.02528114716671e-14,1.51264057358336e-13,****,P=3.03e-14,FDR=1.51e-13,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.75758781457882,-4
SARC,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/SARC/SARC_TIDE_score_long.csv,MDSC,129,130,0.0169709938616276,0.0366132105990815,0.0196422167374539,3.32902996015865e-13,8.32257490039663e-13,****,P=3.33e-13,FDR=8.32e-13,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.3293542933565,4
SARC,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/SARC/SARC_TIDE_score_long.csv,TAMM2,129,130,0.00220214326258456,0.00618100133049062,0.00397885806790605,0.00693464074524647,0.0115577345754108,*,P=0.00693,FDR=0.0116,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.535433401705525,1.93712728337353
SARC,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,130,135,0.0211725145073098,0.0176984605317311,-0.00347405397557873,0.576877573351359,0.576877573351359,"",P=0.577,FDR=0.577,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.09213102708891,0
SKCM,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/SKCM/SKCM_TIDE_score_long.csv,DYSFUNCTION,234,235,-0.106262234844784,-0.279642259696364,-0.173380024851581,5.27898458563111e-28,2.63949229281555e-27,****,P=5.28e-28,FDR=2.64e-27,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-1.91712446343523,-4
SKCM,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/SKCM/SKCM_TIDE_score_long.csv,MDSC,234,235,0.0192116237115139,0.0426271341277363,0.0234155104162224,3.12222207265235e-25,7.80555518163088e-25,****,P=3.12e-25,FDR=7.81e-25,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",1.8341086565765,4
SKCM,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,236,237,0.023815977725216,0.0269682273945005,0.00315224966928456,0.00159394723940616,0.0026565787323436,**,P=0.00159,FDR=0.00266,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.00617336788429295,2.57567730848916
SKCM,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/SKCM/SKCM_TIDE_score_long.csv,TAMM2,234,235,-0.0034989535048028,-0.00245081762605762,0.00104813587874518,0.0553107194327079,0.0691383992908848,"",P=0.0553,FDR=0.0691,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.129052482151684,0
STAD,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/STAD/STAD_TIDE_score_long.csv,DYSFUNCTION,187,188,-0.0205486075269697,-0.120043916112317,-0.0994953085853468,1.08327823020782e-13,5.41639115103908e-13,****,P=1.08e-13,FDR=5.42e-13,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.392106920187436,-4
STAD,MDSC,MDSC,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/STAD/STAD_TIDE_score_long.csv,MDSC,187,188,0.0137050766952721,0.0272912720852541,0.013586195389982,1.00103989474732e-08,2.5025997368683e-08,****,P=1.00e-08,FDR=2.50e-08,MDSC__TIDEpy,MDSC,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.519238924894766,4
STAD,Tregs_quantiseq,Tregs,Immune suppression,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TREGS,204,198,0.0203792164752994,0.0286263274958446,0.00824711102054521,2.73767790174527e-05,4.56279650290879e-05,****,P=2.74e-05,FDR=4.56e-05,Tregs__quanTIseq,Tregs,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",0.828802510602065,4
STAD,TAM M2,TAM M2,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/STAD/STAD_TIDE_score_long.csv,TAMM2,187,188,-0.00568162794364369,-0.00754608190224007,-0.00186445395859638,0.101156130644124,0.101156130644124,"",P=0.101,FDR=0.101,TAM M2__TIDEpy,TAM M2,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.789427197823241,0
TGCT,Dysfunction,Dysfunction,Immune suppression,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/TGCT/TGCT_TIDE_score_long.csv,DYSFUNCTION,75,75,-0.197759289442901,-0.324735076289693,-0.126975786846792,7.27019522865854e-07,3.63509761432927e-06,****,P=7.27e-07,FDR=3.64e-06,Dysfunction__TIDEpy,T-cell dysfunction,"Asterisks from FDR only: * <0.05, ** <0.01, *** <0.001, **** <0.0001",-0.959317753000716,-4
