Cancer,Feature,Display,Method,Source,Canonical,Low,High,P,FDR,Z_Effect,PlotEffect,Significance,Direction,Feature_Label,Feature_Main_Label,OrderEffect
COAD,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,-0.537023701618776,-0.239513948698724,0.733069305151987,0.895768016133002,0.297509752920053,0.297509752920053,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
COAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.618767788321155,-0.589850395501999,0.740731244109982,0.895768016133002,0.028917392819156,0.028917392819156,"",Higher in High,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
COAD,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,-0.55354891445248,0.399135466192572,0.825030046636072,0.905492773339676,0.952684380645052,0.952684380645052,"",Higher in High,"Dc
(xCell)",Dc,0
COAD,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.794663248959843,-0.666626199591167,0.86434049897864,0.917259305038557,0.128037049368677,0.128037049368677,"",Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0
COAD,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,-0.745624579398576,-0.745624579398576,0.951560225101616,0.98962263410568,0,0,"",Higher in High,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
COAD,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,-0.530827838035267,-0.530827838035267,0.989988732049783,0.989988732049783,0,0,"",Higher in High,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
DLBC,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,-1.37059919355081,-1.0121282422571,1.88091173624808e-05,0.000978074102849003,0.358470951293706,0.358470951293706,***,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,0.358470951293706
DLBC,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,4.12543855556621,-0.330679360138411,0.00413260556044104,0.0758539928137004,-4.45611791570462,-2.5,"",Higher in Low,"NKt
(xCell)",NKt,0
DLBC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.717867422786652,-0.500393880029775,0.00488406301054759,0.0758539928137004,0.217473542756877,0.217473542756877,"",Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0
DLBC,Plasma_cells_xCell,Plasma Cells,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,2.36646722078935,-0.603966487206785,0.0058349225241308,0.0758539928137004,-2.97043370799614,-2.5,"",Higher in Low,"Plasma Cells
(xCell)",Plasma Cells,0
DLBC,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,2.89474116982878,-0.364929875207392,0.0139502869752227,0.145082984542316,-3.25967104503618,-2.5,"",Higher in Low,"Pdc
(xCell)",Pdc,0
DLBC,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.205215550889896,0.468561800231284,0.018802907496778,0.162958531638742,0.67377735112118,0.67377735112118,"",Higher in High,"t Cells CD8
(quanTIseq)",t Cells CD8,0
DLBC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.393174710890103,-0.0909772654651822,0.0296021509817769,0.209976497388112,0.302197445424921,0.302197445424921,"",Higher in High,"Fibroblasts
(MCP-counter)",Fibroblasts,0
DLBC,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,7.10042144987896,1.20584332593679,0.0384909997953374,0.209976497388112,-5.89457812394217,-2.5,"",Higher in Low,"CD8+ Naive t-Cells
(xCell)",CD8+ Naive t-Cells,0
DLBC,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,3.78490997059877,-0.55354891445248,0.0395848892507606,0.209976497388112,-4.33845888505124,-2.5,"",Higher in Low,"Dc
(xCell)",Dc,0
DLBC,CAFs_EPIC,CAFs,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,-0.569675767774384,-0.431228978836825,0.0489327907878939,0.231318647360953,0.138446788937559,0.138446788937559,"",Higher in High,"CAFs
(EPIC)",CAFs,0
DLBC,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,0.890320697440011,1.9366894952894,0.0744886955797389,0.322784347512202,1.04636879784939,1.04636879784939,"",Higher in High,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
DLBC,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.106347433769244,0.425389735076974,0,0,"",Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
DLBC,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.161691677670481,0.580269824588948,0,0,"",Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
DLBC,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,1.15320456783378,2.44225564925107,0.16990435901539,0.580269824588948,1.28905108141729,1.28905108141729,"",Higher in High,"Macrophages M1
(quanTIseq)",Macrophages M1,0
DLBC,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,-0.745624579398576,0.603136400494651,0.189703596500233,0.580269824588948,1.34876097989323,1.34876097989323,"",Higher in High,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
DLBC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,0.00141467705339869,0.22121968654936,0.605443352661406,0.629917471222211,0.629917471222211,"",Higher in High,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
DLBC,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,0.583168942705028,5.07071354045833,0.365585136203371,0.815682653007542,4.4875445977533,2.5,"",Higher in High,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
DLBC,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,-0.416328070247702,0.0426316705095179,0.383231214416295,0.815682653007542,0.45895974075722,0.45895974075722,"",Higher in High,"Mast Cells
(xCell)",Mast Cells,0
DLBC,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,-1.03985155543823,-1.04331611684364,0.439382151717562,0.857976320625104,-0.0034645614054063,-0.0034645614054063,"",Higher in Low,"Endothelial
(EPIC)",Endothelial,0
DLBC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.48380397081391,-0.287934912749019,0.451679909555962,0.857976320625104,0.195869058064891,0.195869058064891,"",Higher in High,"Basophils
(xCell)",Basophils,0
DLBC,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,5.70313809641607,5.43153818201611,0.496208810936624,0.857976320625104,-0.271599914399965,-0.271599914399965,"",Higher in Low,"B cells
(quanTIseq)",B cells,0
DLBC,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,-1.16105328279594,-1.5183273175312,0.529023331819878,0.857976320625104,-0.357274034735265,-0.357274034735265,"",Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,0
DLBC,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,-0.337838605909034,-0.337843873613018,0.570686704730183,0.857976320625104,-5.26770398479037e-06,-5.26770398479037e-06,"",Higher in Low,"CD8 T cells
(EPIC)",CD8 T cells,0
DLBC,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,2.19383513120504,-0.24530169341189,0.638438528032023,0.857976320625104,-2.43913682461693,-2.43913682461693,"",Higher in Low,"Eosinophils
(xCell)",Eosinophils,0
DLBC,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,0.471053773048114,0.232705880993901,0.642689171206276,0.857976320625104,-0.238347892054212,-0.238347892054212,"",Higher in Low,"T cells
(MCP-counter)",T cells,0
DLBC,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,-1.65044415965821,-1.65044789818832,0.65753246319908,0.857976320625104,-3.73853011415015e-06,-3.73853011415015e-06,"",Higher in Low,"CD4 T cells
(EPIC)",CD4 T cells,0
DLBC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.690663533390432,0.857976320625104,0,0,"",Higher in High,"Adc
(xCell)",Adc,0
DLBC,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,-0.517481265774059,-0.51116741655809,0.699702207382036,0.857976320625104,0.00631384921596967,0.00631384921596967,"",Higher in High,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
DLBC,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,1.17460275815254,-0.358896391130581,0.709480418978451,0.857976320625104,-1.53349914928312,-1.53349914928312,"",Higher in Low,"Cdc
(xCell)",Cdc,0
DLBC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.0875164361553923,-0.070350670806277,0.780731947393832,0.90677462849778,0.0171657653491153,0.0171657653491153,"",Higher in High,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0
DLBC,iDC_xCell,Idc,xCell,IOBR::deconvo_tme(method='xcell'),IDC,-0.287834527990196,-0.128691105704743,0.784708813123079,0.90677462849778,0.159143422285453,0.159143422285453,"",Higher in High,"Idc
(xCell)",Idc,0
DLBC,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,-0.756843671989314,1.12118121343939,0.836269000939016,0.945347566278888,1.87802488542871,1.87802488542871,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
DLBC,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,0.455270785306918,1.00222779502109,0.909707027316574,1,0.546957009714174,0.546957009714174,"",Higher in High,"Macrophages
(EPIC)",Macrophages,0
DLBC,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-1.23893590919227,-1.31036283790744,0.941574372681147,1,-0.0714269287151728,-0.0714269287151728,"",Higher in Low,"Macrophages M2
(quanTIseq)",Macrophages M2,0
DLBC,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,-0.353899466971219,0.0452100169137682,0.95755502767356,1,0.399109483884987,0.399109483884987,"",Higher in High,"CD8+ Tem
(xCell)",CD8+ Tem,0
DLBC,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,2.22964152007892,0.943865369635795,0.966956908797611,1,-1.28577615044313,-1.28577615044313,"",Higher in Low,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0
DLBC,ly_Endothelial_cells_xCell,Ly Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,0.0164617661031196,0.731575583211821,0.991407148579145,1,0.715113817108701,0.715113817108701,"",Higher in High,"Ly Endothelial Cells
(xCell)",Ly Endothelial Cells,0
DLBC,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-1.07820047404648,-1.07820047404648,1,1,0,0,"",Higher in High,"NK Cells
(quanTIseq)",NK Cells,0
ESCA,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-0.443698254571131,-0.250387138080292,2.62713888468193e-06,0.00013661122200346,0.193311116490839,0.193311116490839,***,Higher in High,"NK Cells
(quanTIseq)",NK Cells,0.193311116490839
ESCA,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,-0.167857384504088,0.323114441198618,2.59090856861079e-05,0.000673636227838804,0.490971825702707,0.490971825702707,***,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,0.490971825702707
ESCA,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,1.87955423335508,-0.141085719422257,0.000231652728092762,0.00401531395360788,-2.02063995277733,-2.02063995277733,**,Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,-2.02063995277733
ESCA,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,0.110825796403161,-0.292329784902817,0.000420327879821247,0.00546426243767621,-0.403155581305978,-0.403155581305978,**,Higher in Low,"Endothelial
(EPIC)",Endothelial,-0.403155581305978
ESCA,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,2.09273852995673,-0.571084898922701,0.0024482797242255,0.0254621091319452,-2.66382342887943,-2.5,*,Higher in Low,"Mast Cells
(xCell)",Mast Cells,-2.5
ESCA,Plasma_cells_xCell,Plasma Cells,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,0.00210866091724612,-1.29222141835753,0.0061690138754691,0.0435656955001309,-1.29433007927477,-1.29433007927477,*,Higher in Low,"Plasma Cells
(xCell)",Plasma Cells,-1.29433007927477
ESCA,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.127636935392341,-0.155685426816552,0.00651736883626387,0.0435656955001309,-0.028048491424211,-0.028048491424211,*,Higher in Low,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,-0.028048491424211
ESCA,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.214422149940613,-0.283184247240762,0.00670241469232783,0.0435656955001309,-0.068762097300149,-0.068762097300149,*,Higher in Low,"T cells
(MCP-counter)",T cells,-0.068762097300149
ESCA,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.222867672884341,0.0415267864426741,0.0115404734455002,0.0666782910184458,0.264394459327015,0.264394459327015,"",Higher in High,"Fibroblasts
(MCP-counter)",Fibroblasts,0
ESCA,CAFs_EPIC,CAFs,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,-0.1813611249094,0.212902355667169,0.0168510117981496,0.0876252613503778,0.394263480576569,0.394263480576569,"",Higher in High,"CAFs
(EPIC)",CAFs,0
ESCA,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.195741769453337,-0.21997644450486,0.0369962041837227,0.174891147050325,-0.024234675051523,-0.024234675051523,"",Higher in Low,"B cells
(quanTIseq)",B cells,0
ESCA,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.0602566474765526,0.24102658990621,0,0,"",Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
ESCA,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,-0.730716570932416,-0.559779206193009,0.0883681505725522,0.32822455926948,0.170937364739407,0.170937364739407,"",Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0
ESCA,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,-0.330679360138412,-0.330679360138405,0.141539647849402,0.460003855510557,6.88338275267597e-15,6.88338275267597e-15,"",Higher in High,"NKt
(xCell)",NKt,0
ESCA,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,-0.220706661386982,-0.266844030337691,0.217066591543286,0.522743670041526,-0.0461373689507088,-0.0461373689507088,"",Higher in Low,"CD8 T cells
(EPIC)",CD8 T cells,0
ESCA,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.0990447760335665,0.22106617310518,0.522743670041526,0.304258205187725,0.304258205187725,"",Higher in High,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
ESCA,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.248075622842319,-0.103872440933854,0.3115849348987,0.60154806526395,0.144203181908464,0.144203181908464,"",Higher in High,"Basophils
(xCell)",Basophils,0
ESCA,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,-0.532767856209552,-0.62323802324927,0.316038149419458,0.60154806526395,-0.0904701670397177,-0.0904701670397177,"",Higher in Low,"Macrophages
(EPIC)",Macrophages,0
ESCA,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,3.62151254549425,-0.638759062585804,0.327375958653871,0.60154806526395,-4.26027160808005,-2.5,"",Higher in Low,"Eosinophils
(xCell)",Eosinophils,0
ESCA,ly_Endothelial_cells_xCell,Ly Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,-0.447305063375721,1.20458612443911,0.329563519106204,0.60154806526395,1.65189118781483,1.65189118781483,"",Higher in High,"Ly Endothelial Cells
(xCell)",Ly Endothelial Cells,0
ESCA,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,0.112916676784395,0.257998406730491,0.332722304673207,0.60154806526395,0.145081729946095,0.145081729946095,"",Higher in High,"CD4 T cells
(EPIC)",CD4 T cells,0
ESCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,2.07234081860261,-0.59591963143056,0.333505137221709,0.60154806526395,-2.66826045003317,-2.5,"",Higher in Low,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
ESCA,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.27167915465276,-0.221916517226336,0.353159686913097,0.60154806526395,0.0497626374264246,0.0497626374264246,"",Higher in High,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
ESCA,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,-0.364929875207392,-0.255399399130331,0.358615192753509,0.60154806526395,0.109530476077061,0.109530476077061,"",Higher in High,"Pdc
(xCell)",Pdc,0
ESCA,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.188062489919273,-0.200447485188328,0.434475758429407,0.706023107447786,-0.0123849952690553,-0.0123849952690553,"",Higher in Low,"t Cells CD8
(quanTIseq)",t Cells CD8,0
ESCA,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.196259429949581,0.383978760046617,0.486929826425728,0.741616873487738,0.187719330097036,0.187719330097036,"",Higher in High,"Macrophages M1
(quanTIseq)",Macrophages M1,0
ESCA,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,0.460818351821541,0.614115867882496,0.499165203309055,0.741616873487738,0.153297516060956,0.153297516060956,"",Higher in High,"CD8+ Naive t-Cells
(xCell)",CD8+ Naive t-Cells,0
ESCA,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.584768504747169,0.844665617968133,0,0,"",Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0
ESCA,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.261262042257542,-0.295537580738655,0.615605089264255,0.848476743809037,-0.0342755384811129,-0.0342755384811129,"",Higher in Low,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0
ESCA,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,-0.745624579398576,-0.745624579398576,0.630006942418679,0.848476743809037,0,0,"",Higher in High,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
ESCA,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.641352412705331,0.848476743809037,0,0,"",Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
ESCA,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.381759212430866,2.53396495868715,0.652674418314644,0.848476743809037,2.91572417111801,2.5,"",Higher in High,"Adc
(xCell)",Adc,0
ESCA,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,-0.775237644702241,-0.874912536952014,0.718551201823754,0.859430744800563,-0.0996748922497728,-0.0996748922497728,"",Higher in Low,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
ESCA,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,-0.530827838035267,-0.530827838035267,0.76478538851665,0.859430744800563,0,0,"",Higher in High,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
ESCA,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,0.796181409545856,0.400434873284618,0.798461018900893,0.864999437142634,-0.395746536261238,-0.395746536261238,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
ESCA,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,-0.281260642614617,0.0713150226002192,0.849316095437184,0.892330388074999,0.352575665214836,0.352575665214836,"",Higher in High,"Dc
(xCell)",Dc,0
ESCA,iDC_xCell,Idc,xCell,IOBR::deconvo_tme(method='xcell'),IDC,-0.331899904206716,-0.331899904206716,0.873830601294604,0.892330388074999,0,0,"",Higher in High,"Idc
(xCell)",Idc,0
ESCA,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,-0.663207855881914,-0.662994559468596,0.875170188304326,0.892330388074999,0.000213296413318687,0.000213296413318687,"",Higher in High,"Cdc
(xCell)",Cdc,0
GBM,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,3.07270049413178,1.03816921992146,5.29453064661852e-08,1.37657796812081e-06,-2.03453127421032,-2.03453127421032,****,Higher in Low,"Macrophages
(EPIC)",Macrophages,-2.03453127421032
GBM,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.946175548115945,-0.562032611428406,5.77648226502801e-07,1.00125692593819e-05,-1.50820815954435,-1.50820815954435,****,Higher in Low,"Macrophages M1
(quanTIseq)",Macrophages M1,-1.50820815954435
GBM,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,4.09702978352566,2.13614087679557,1.58905479124142e-06,1.8179278069252e-05,-1.96088890673009,-1.96088890673009,****,Higher in Low,"Macrophages M2
(quanTIseq)",Macrophages M2,-1.96088890673009
GBM,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,0.801321176700775,-1.53613317354402,1.74800750665885e-06,1.8179278069252e-05,-2.33745435024479,-2.33745435024479,****,Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,-2.33745435024479
GBM,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,2.04224573355268,2.86897388062199,2.46466528053698e-05,0.000213604324313205,0.826728147069313,0.826728147069313,***,Higher in High,"NK Cells
(quanTIseq)",NK Cells,0.826728147069313
GBM,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,-0.351855155397598,-0.0469641884742597,0.000144797713124643,0.0010756401546402,0.304890966923338,0.304890966923338,**,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,0.304890966923338
GBM,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.147960827056678,-0.25259326067902,0.00073721259048187,0.00472821133401038,-0.104632433622342,-0.104632433622342,**,Higher in Low,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,-0.104632433622342
GBM,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.314523426060494,-0.341115344687506,0.000904194726738454,0.00472821133401038,-0.0265919186270116,-0.0265919186270116,**,Higher in Low,"T cells
(MCP-counter)",T cells,-0.0265919186270116
GBM,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,1.97137282887723,3.41694050075786,0.00105483547075646,0.00498649495266689,1.44556767188063,1.44556767188063,**,Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,1.44556767188063
GBM,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.00163820152320844,0.00709887326723659,0,0,**,Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
GBM,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.00603005029403936,0.0241202011761574,0,0,*,Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
GBM,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,-0.337835959853206,-0.337468233692092,0.00662638054567498,0.0246122705982214,0.000367726161113857,0.000367726161113857,*,Higher in High,"CD8 T cells
(EPIC)",CD8 T cells,0.000367726161113857
