Cancer,Feature,Display,Method,Source,Canonical,Low,High,P,FDR,Z_Effect,PlotEffect,Significance,Direction,Feature_Label,Feature_Main_Label,OrderEffect
MESO,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.130136613206581,-0.187703075992128,0.00730228181195136,0.0474648317776838,-0.0575664627855472,-0.0575664627855472,*,Higher in Low,"B cells
(quanTIseq)",B cells,-0.0575664627855472
MESO,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.088129289995887,0.415146210778777,0.021650468058752,0.125091593228345,0.32701692078289,0.32701692078289,"",Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0
MESO,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,1.51029422256546,-0.638759062585804,0.0623443346611609,0.289288501729967,-2.14905328515126,-2.14905328515126,"",Higher in Low,"Eosinophils
(xCell)",Eosinophils,0
MESO,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,0.107015449878777,-0.272437151562776,0.140764339826906,0.563057359307623,-0.379452601441553,-0.379452601441553,"",Higher in Low,"CD8 T cells
(EPIC)",CD8 T cells,0
MESO,ly_Endothelial_cells_xCell,Ly Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,-0.140172003549501,2.96527183091903,0.161387147977355,0.599437978201604,3.10544383446853,2.5,"",Higher in High,"Ly Endothelial Cells
(xCell)",Ly Endothelial Cells,0
MESO,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.124200295057402,-0.385273359906838,0.193066400944051,0.627465803068165,-0.261073064849436,-0.261073064849436,"",Higher in Low,"Adc
(xCell)",Adc,0
MESO,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.211558421496533,0.647119877518806,0,0,"",Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
MESO,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,1.45084334959769,0.37424178866291,0.243058073145198,0.66521156860791,-1.07660156093478,-1.07660156093478,"",Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,0
MESO,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,0.0755127902039262,-0.0966704881620032,0.310339132677889,0.722293651646868,-0.172183278365929,-0.172183278365929,"",Higher in Low,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
MESO,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,4.07957456845588,-0.176810392763753,0.312438812314002,0.722293651646868,-4.25638496121964,-2.5,"",Higher in Low,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
MESO,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,-0.330679360138413,-0.330679360138413,0.337065386351739,0.722293651646868,3.88578058618805e-16,3.88578058618805e-16,"",Higher in High,"NKt
(xCell)",NKt,0
MESO,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-0.30931310747041,-0.190549441699712,0.363595513997492,0.722293651646868,0.118763665770698,0.118763665770698,"",Higher in High,"NK Cells
(quanTIseq)",NK Cells,0
MESO,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,4.18382180346425,2.28139389082233,0.365096805944548,0.722293651646868,-1.90242791264192,-1.90242791264192,"",Higher in Low,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
MESO,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.368951877655153,0.722293651646868,0,0,"",Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
MESO,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,0.256953868036779,-0.135183438616583,0.374002671363892,0.722293651646868,-0.392137306653361,-0.392137306653361,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
MESO,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,-0.364929875207392,1.2743595674491,0.375037088355105,0.722293651646868,1.63928944265649,1.63928944265649,"",Higher in High,"Pdc
(xCell)",Pdc,0
MESO,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,-0.179305556003701,-0.745624579398576,0.433550907154919,0.727246682969541,-0.566319023394875,-0.566319023394875,"",Higher in Low,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
MESO,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,-0.663207855881914,0.0932299387238831,0.608837374377795,0.904558384789867,0.756437794605797,0.756437794605797,"",Higher in High,"Cdc
(xCell)",Cdc,0
MESO,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,1.07957071487705,0.910990480584472,0.661954777820952,0.955792126159167,-0.16858023429258,-0.16858023429258,"",Higher in Low,"Macrophages
(EPIC)",Macrophages,0
MESO,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.10579057766665,-0.0999665159602627,0.711628674866924,0.955792126159167,0.00582406170638733,0.00582406170638733,"",Higher in High,"t Cells CD8
(quanTIseq)",t Cells CD8,0
MESO,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.129074050673298,-0.117854594240439,0.724598582494823,0.955792126159167,0.0112194564328591,0.0112194564328591,"",Higher in High,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0
MESO,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,-0.55354891445248,-0.55354891445248,0.749611374880346,0.955792126159167,0,0,"",Higher in High,"Dc
(xCell)",Dc,0
MESO,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,-0.576506992946523,-0.576479474530897,0.753605330240882,0.955792126159167,2.75184156263153e-05,2.75184156263153e-05,"",Higher in High,"Mast Cells
(xCell)",Mast Cells,0
MESO,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,-1.09904066912584,-1.04656410363831,0.789143246984604,0.967844313169419,0.0524765654875361,0.0524765654875361,"",Higher in High,"CD4 T cells
(EPIC)",CD4 T cells,0
MESO,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,-1.28547267834091,-1.28547267834091,0.834080624761601,0.967844313169419,2.22044604925031e-16,2.22044604925031e-16,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
MESO,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.297326998227785,-0.315780103171791,0.84186672692902,0.967844313169419,-0.0184531049440058,-0.0184531049440058,"",Higher in Low,"T cells
(MCP-counter)",T cells,0
MESO,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.850739369358155,0.967844313169419,0,0,"",Higher in High,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
MESO,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,2.01631844277804,2.12221673523256,0.908754257927102,0.967844313169419,0.105898292454515,0.105898292454515,"",Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0
MESO,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,-0.199303090359722,-0.160168093891468,0.908754257927102,0.967844313169419,0.0391349964682536,0.0391349964682536,"",Higher in High,"Endothelial
(EPIC)",Endothelial,0
MESO,iDC_xCell,Idc,xCell,IOBR::deconvo_tme(method='xcell'),IDC,-0.331899904206716,-0.163402497610716,0.935359959230917,0.967844313169419,0.168497406595999,0.168497406595999,"",Higher in High,"Idc
(xCell)",Idc,0
MESO,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,-0.392356321249728,0.441032814250898,0.967171674914979,0.967844313169419,0.833389135500626,0.833389135500626,"",Higher in High,"CD8+ Naive t-Cells
(xCell)",CD8+ Naive t-Cells,0
MESO,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.967844313169419,0.967844313169419,0,0,"",Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0
OV,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.764094821324214,-0.525338603218525,9.76228779392991e-20,2.63768187880861e-18,0.238756218105688,0.238756218105688,****,Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0.238756218105688
OV,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-0.58450759390568,-0.280053590329861,1.27234569153266e-19,2.63768187880861e-18,0.304454003575819,0.304454003575819,****,Higher in High,"NK Cells
(quanTIseq)",NK Cells,0.304454003575819
OV,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,-1.30580783369242,-0.92974386476636,1.52173954546651e-19,2.63768187880861e-18,0.376063968926063,0.376063968926063,****,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,0.376063968926063
OV,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,-0.694822834639234,-0.561747033223724,2.95262221576877e-10,3.8384088804994e-09,0.13307580141551,0.13307580141551,****,Higher in High,"Endothelial
(EPIC)",Endothelial,0.13307580141551
OV,Plasma_cells_xCell,Plasma Cells,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,0.938629185274022,-0.397856038813826,1.87259896712281e-07,1.94750292580772e-06,-1.33648522408785,-1.33648522408785,****,Higher in Low,"Plasma Cells
(xCell)",Plasma Cells,-1.33648522408785
OV,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.51723941127034,-0.145190539657363,1.21149235530729e-05,0.000104996004126632,0.372048871612978,0.372048871612978,***,Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0.372048871612978
OV,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,-0.920235174497714,-0.645829691420363,0.000107566119436583,0.000799062601528905,0.274405483077351,0.274405483077351,***,Higher in High,"CD4 T cells
(EPIC)",CD4 T cells,0.274405483077351
OV,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,0.193591949960979,0.656401188128203,0.000245185699207889,0.00159370704485128,0.462809238167224,0.462809238167224,**,Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0.462809238167224
OV,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,-0.330679360138404,-0.330679360138412,0.00124302857869612,0.00646374860921983,-8.49320613838245e-15,-8.49320613838245e-15,**,Higher in Low,"NKt
(xCell)",NKt,-8.49320613838245e-15
OV,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.228034807680433,-0.135089541945869,0.00273182011202986,0.0129140587114139,0.092945265734564,0.092945265734564,*,Higher in High,"Fibroblasts
(MCP-counter)",Fibroblasts,0.092945265734564
OV,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,0.302778814504083,-0.264624772172632,0.00390703433163223,0.0169304821037397,-0.567403586676715,-0.567403586676715,*,Higher in Low,"Monocytes
(quanTIseq)",Monocytes,-0.567403586676715
OV,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.146523042888844,-0.120791420966229,0.0483952934023442,0.16777035046146,0.0257316219226154,0.0257316219226154,"",Higher in High,"B cells
(quanTIseq)",B cells,0
OV,CD4+_Tem_xCell,CD4+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD4TEM,0.0725459949889336,-0.350763443372647,0.0534206361941641,0.173617067631033,-0.423309438361581,-0.423309438361581,"",Higher in Low,"CD4+ Tem
(xCell)",CD4+ Tem,0
OV,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,0.909268964752025,1.3781718551736,0.0605606002480339,0.185244188993986,0.46890289042158,0.46890289042158,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
OV,CAFs_EPIC,CAFs,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,-0.000646099980298169,-0.0193890256934702,0.0834446332765246,0.24106227390996,-0.0187429257131721,-0.0187429257131721,"",Higher in Low,"CAFs
(EPIC)",CAFs,0
OV,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,1.28147039909585,0.125811133167059,0.336972331588732,1.90997319326466,1.90997319326466,"",Higher in High,"CD4+ Memory t-Cells
(xCell)",CD4+ Memory t-Cells,0
OV,iDC_xCell,Idc,xCell,IOBR::deconvo_tme(method='xcell'),IDC,-0.26714138533678,-0.331899904206716,0.129604742918743,0.336972331588732,-0.0647585188699355,-0.0647585188699355,"",Higher in Low,"Idc
(xCell)",Idc,0
OV,mv_Endothelial_cells_xCell,Mv Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),MVENDOTHELIALCELLS,-0.546855632191502,-0.745624579398576,0.174035277521004,0.346922026752297,-0.198768947207075,-0.198768947207075,"",Higher in Low,"Mv Endothelial Cells
(xCell)",Mv Endothelial Cells,0
OV,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.269104898292533,-0.398564395507089,0.176706677198608,0.346922026752297,-0.667669293799623,-0.667669293799623,"",Higher in Low,"Basophils
(xCell)",Basophils,0
OV,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,-0.411940568736335,0.299628682140611,0.178120687143052,0.346922026752297,0.711569250876946,0.711569250876946,"",Higher in High,"Mast Cells
(xCell)",Mast Cells,0
OV,CD8+_Tcm_xCell,CD8+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD8TCM,1.40732417017104,0.0281986754409878,0.180132590813693,0.346922026752297,-1.37912549473005,-1.37912549473005,"",Higher in Low,"CD8+ Tcm
(xCell)",CD8+ Tcm,0
OV,pDC_xCell,Pdc,xCell,IOBR::deconvo_tme(method='xcell'),PDC,-0.364929875207392,-0.364929875207392,0.195446164836478,0.356569481880317,0,0,"",Higher in High,"Pdc
(xCell)",Pdc,0
OV,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.20571316262326,0.356569481880317,0,0,"",Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
OV,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.127665134560641,-0.166144337567836,0.23204012800509,0.38922860181499,-0.0384792030071951,-0.0384792030071951,"",Higher in Low,"T cells
(MCP-counter)",T cells,0
OV,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,-0.503969274172519,-0.278031080016565,0.312589911719318,0.483432780094651,0.225938194155954,0.225938194155954,"",Higher in High,"Macrophages M1
(quanTIseq)",Macrophages M1,0
OV,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.179442127701632,-0.179813179612898,0.316090663908041,0.483432780094651,-0.000371051911266268,-0.000371051911266268,"",Higher in Low,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0
OV,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.426742128246542,0.634016876252006,0,0,"",Higher in High,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
OV,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.320710250126597,-0.323440193961015,0.554956494661772,0.756616750153398,-0.00272994383441794,-0.00272994383441794,"",Higher in Low,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0
OV,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.157512180180148,-0.158569441697896,0.621764410441222,0.808293733573589,-0.00105726151774829,-0.00105726151774829,"",Higher in Low,"t Cells CD8
(quanTIseq)",t Cells CD8,0
OV,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,-0.335120013738671,-0.407776459874604,0.650292940740393,0.820570174355281,-0.0726564461359326,-0.0726564461359326,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
OV,DC_xCell,Dc,xCell,IOBR::deconvo_tme(method='xcell'),DC,-0.55354891445248,-0.55354891445248,0.673154432799337,0.820570174355281,0,0,"",Higher in High,"Dc
(xCell)",Dc,0
OV,Eosinophils_xCell,Eosinophils,xCell,IOBR::deconvo_tme(method='xcell'),EOSINOPHILS,0.0886268272614254,0.671645130686915,0.703335264473918,0.831214403469176,0.583018303425489,0.583018303425489,"",Higher in High,"Eosinophils
(xCell)",Eosinophils,0
OV,cDC_xCell,Cdc,xCell,IOBR::deconvo_tme(method='xcell'),CDC,-0.449359309341811,-0.306273042935023,0.769952748732798,0.889723176313455,0.143086266406787,0.143086266406787,"",Higher in High,"Cdc
(xCell)",Cdc,0
OV,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,0.0476998928327812,0.124956968229827,0.833090669001953,0.923672505185994,0.0772570753970459,0.0772570753970459,"",Higher in High,"Macrophages
(EPIC)",Macrophages,0
OV,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.868330942527505,0.923672505185994,0,0,"",Higher in High,"Adc
(xCell)",Adc,0
OV,ly_Endothelial_cells_xCell,Ly Endothelial Cells,xCell,IOBR::deconvo_tme(method='xcell'),LYENDOTHELIALCELLS,-0.638248163276887,-0.638248163276887,0.870383706809879,0.923672505185994,0,0,"",Higher in High,"Ly Endothelial Cells
(xCell)",Ly Endothelial Cells,0
OV,CD8+_naive_T-cells_xCell,CD8+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD8NAIVETCELLS,-0.392356321249728,-0.371472396141614,0.941416974014151,0.978373310784449,0.020883925108114,0.020883925108114,"",Higher in High,"CD8+ Naive t-Cells
(xCell)",CD8+ Naive t-Cells,0
OV,CD8_Tcells_EPIC,CD8 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD8TCELLS,-0.289167137621572,-0.33746430032706,0.959558439423209,0.978373310784449,-0.048297162705488,-0.048297162705488,"",Higher in Low,"CD8 T cells
(EPIC)",CD8 T cells,0
PAAD,Neutrophils_MCPcounter,Neutrophils,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,-0.194078315710062,0.396982469375019,2.91956675714645e-06,0.000151817471371616,0.591060785085081,0.591060785085081,***,Higher in High,"Neutrophils
(MCP-counter)",Neutrophils,0.591060785085081
PAAD,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.294038017119405,-0.160612234520372,0.000399456324690107,0.00644028190919209,0.133425782599033,0.133425782599033,**,Higher in High,"Cytotoxic Lymphocytes
(MCP-counter)",Cytotoxic Lymphocytes,0.133425782599033
PAAD,NKT_xCell,NKt,xCell,IOBR::deconvo_tme(method='xcell'),NKT,1.00829533684251,-0.330679360138413,0.00721381583026572,0.0592032317206841,-1.33897469698093,-1.33897469698093,"",Higher in Low,"NKt
(xCell)",NKt,0
PAAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.074739993639756,0.280563472920751,0.00772051530142473,0.0592032317206841,0.205823479280995,0.205823479280995,"",Higher in High,"Endothelial Cells
(MCP-counter)",Endothelial Cells,0
PAAD,T_cells_CD8_quantiseq,t Cells CD8,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD8,-0.178361203018485,-0.107676616070461,0.00796966580855362,0.0592032317206841,0.070684586948024,0.070684586948024,"",Higher in High,"t Cells CD8
(quanTIseq)",t Cells CD8,0
PAAD,Plasma_cells_xCell,Plasma Cells,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,0.511365307576761,-0.458083052803421,0.0168175728748472,0.108839189271996,-0.969448360380182,-0.969448360380182,"",Higher in Low,"Plasma Cells
(xCell)",Plasma Cells,0
PAAD,Macrophages_M1_quantiseq,Macrophages M1,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM1,0.334374584084138,0.857379130661125,0.0188375519893839,0.108839189271996,0.523004546576987,0.523004546576987,"",Higher in High,"Macrophages M1
(quanTIseq)",Macrophages M1,0
PAAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,0.912276138641532,1.7511188605741,0.0398205198615001,0.207066703279801,0.838842721932566,0.838842721932566,"",Higher in High,"Fibroblasts
(MCP-counter)",Fibroblasts,0
PAAD,CD4_Tcells_EPIC,CD4 T cells,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,-0.481192412595814,0.0744660550047016,0.0536057490938837,0.245934050567769,0.555658467600516,0.555658467600516,"",Higher in High,"CD4 T cells
(EPIC)",CD4 T cells,0
PAAD,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.143365385916584,-0.11793042092841,0.0571583021416872,0.245934050567769,0.0254349649881744,0.0254349649881744,"",Higher in High,"Myeloid Dendritic Cells
(MCP-counter)",Myeloid Dendritic Cells,0
PAAD,NK_cells_quantiseq,NK Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,-0.363536030385572,-0.3101178671347,0.0614835126419423,0.245934050567769,0.0534181632508716,0.0534181632508716,"",Higher in High,"NK Cells
(quanTIseq)",NK Cells,0
PAAD,B_cells_quantiseq,B cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),BCELLS,-0.149095132129306,-0.108587269601382,0.073380562074908,0.2723484850859,0.0405078625279237,0.0405078625279237,"",Higher in High,"B cells
(quanTIseq)",B cells,0
PAAD,T_cells_MCPcounter,T cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),TCELLS,-0.301973642115843,-0.268031133083076,0.0837995338725845,0.2723484850859,0.0339425090327669,0.0339425090327669,"",Higher in High,"T cells
(MCP-counter)",T cells,0
PAAD,CAFs_EPIC,CAFs,EPIC,IOBR::deconvo_tme(method='epic'),CAFS,1.46956101814504,2.31934065109625,0.089441362549381,0.273585344268695,0.849779632951211,0.849779632951211,"",Higher in High,"CAFs
(EPIC)",CAFs,0
PAAD,Endothelial_EPIC,Endothelial,EPIC,IOBR::deconvo_tme(method='epic'),ENDOTHELIAL,0.0644073525971424,0.193376920699101,0.149422131537416,0.386660245402282,0.128969568101958,0.128969568101958,"",Higher in High,"Endothelial
(EPIC)",Endothelial,0
PAAD,CD8+_Tem_xCell,CD8+ Tem,xCell,IOBR::deconvo_tme(method='xcell'),CD8TEM,-0.381153421151552,-0.517551299318417,0.156151252950922,0.386660245402282,-0.136397878166864,-0.136397878166864,"",Higher in Low,"CD8+ Tem
(xCell)",CD8+ Tem,0
PAAD,Monocytes_quantiseq,Monocytes,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MONOCYTES,-0.264624772172632,-0.264624772172632,0.173460280803066,0.40364019458824,0,0,"",Higher in High,"Monocytes
(quanTIseq)",Monocytes,0
PAAD,Macrophages_M2_quantiseq,Macrophages M2,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,0.205067144766445,0.636858618635829,0.178533162990952,0.40364019458824,0.431791473869384,0.431791473869384,"",Higher in High,"Macrophages M2
(quanTIseq)",Macrophages M2,0
PAAD,CD4+_Tcm_xCell,CD4+ Tcm,xCell,IOBR::deconvo_tme(method='xcell'),CD4TCM,0.0517204447476234,1.08373764435641,0.210761459829511,0.456649829630606,1.03201719960879,1.03201719960879,"",Higher in High,"CD4+ Tcm
(xCell)",CD4+ Tcm,0
PAAD,Dendritic_cells_quantiseq,Dendritic Cells,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,-0.535608701194916,-0.535608701194916,0.231090791653449,0.480668846639175,0,0,"",Higher in High,"Dendritic Cells
(quanTIseq)",Dendritic Cells,0
PAAD,Mast_cells_xCell,Mast Cells,xCell,IOBR::deconvo_tme(method='xcell'),MASTCELLS,-0.576273681281881,-0.408887278230087,0.262900471138536,0.506326833303846,0.167386403051794,0.167386403051794,"",Higher in High,"Mast Cells
(xCell)",Mast Cells,0
PAAD,Macrophages_EPIC,Macrophages,EPIC,IOBR::deconvo_tme(method='epic'),MACROPHAGES,-0.225138615626494,-0.0662908495828057,0.28571210366101,0.530608192513305,0.158847766043688,0.158847766043688,"",Higher in High,"Macrophages
(EPIC)",Macrophages,0
PAAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.262986529563285,-1.09966894266325,0.302403078285014,0.542240002442094,-0.836682413099965,-0.836682413099965,"",Higher in Low,"Basophils
(xCell)",Basophils,0
PAAD,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,0.635262641810768,-0.403302981221291,0.376821387805846,0.584882582259172,-1.03856562303206,-1.03856562303206,"",Higher in Low,"CD4+ Naive t-Cells
(xCell)",CD4+ Naive t-Cells,0
PAAD,T_cells_CD4_quantiseq,t Cells CD4,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),TCELLSCD4,-0.356781063104535,-0.356781063104535,0.384229231737971,0.584882582259172,0,0,"",Higher in High,"t Cells CD4
(quanTIseq)",t Cells CD4,0
