Cancer	Feature	Median_Low	Median_High	High_minus_Low_effect	FDR	Significance
UCEC	PDCD1LG2	0.960548777384542	1.32969768903328	0.369148911648738	7.19488210405189e-07	****
KIRP	PDCD1LG2	0.88822695171778	1.0934017633259	0.205174811608123	0.0388479321733549	*
PCPG	PDCD1LG2	0.778249704339892	1.00554371109805	0.227294006758155	0.0156470300612969	*
OV	PDCD1LG2	1.60753153717801	1.83023503851911	0.222703501341102	0.0239153859833914	*
BRCA	PDCD1LG2	2.64874153049173	2.76557717794607	0.116835647454344	0.0111347773101843	*
KICH	PDCD1LG2	0.769217160306727	1.3406192351294	0.571402074822669	0.0107041153330604	*
THCA	PDCD1LG2	1.84891833407306	1.69446916306652	-0.154449171006537	0.170499178360379	""
HNSC	PDCD1LG2	2.70626530654784	2.58690640755227	-0.119358898995568	0.456047817896597	""
LUAD	PDCD1LG2	2.86246130736803	3.07001142970138	0.207550122333355	0.00901368201537109	**
READ	PDCD1LG2	1.2296494436055	1.44360665147561	0.213957207870115	0.125127839072315	""
THYM	PDCD1LG2	2.74649005243865	2.0748259179505	-0.671664134488145	0.272410188849311	""
LAML	PDCD1LG2	0.673013615289609	0.879627356812398	0.206613741522789	0.655035948549184	""
ACC	PDCD1LG2	0.613531652917927	0.513015819993547	-0.10051583292438	0.681399779018007	""
ESCA	PDCD1LG2	1.81688637401492	1.82286629982621	0.00597992581129381	0.959340405811628	""
TGCT	PDCD1LG2	2.41980852893928	2.47404659931931	0.0542380703800305	0.951948373452191	""
CESC	PDCD1LG2	2.33599767738902	2.13396796994236	-0.20202970744666	0.181117518043995	""
MESO	PDCD1LG2	2.69077465185039	2.92970482130612	0.238930169455731	0.970048359479116	""
SKCM	PDCD1LG2	1.99166022104741	1.98564614971725	-0.00601407133016396	0.664311584958038	""
DLBC	PDCD1LG2	3.98794642792029	4.47150134444144	0.48355491652115	0.178684551191289	""
CHOL	PDCD1LG2	0.883910555843454	1.24068068155531	0.356770125711852	0.939628144702672	""
UCS	PDCD1LG2	0.981170428173152	1.02757872747428	0.0464082993011303	0.993631985161221	""
GBM	PDCD1LG2	3.2980864023568	3.10846483528263	-0.189621567074174	0.0599468196825904	""
SARC	PDCD1LG2	3.60691279461177	3.61896686829774	0.0120540736859684	0.780586559526469	""
LUSC	PDCD1LG2	3.14888530318668	2.94127536686611	-0.207609936320571	0.119702937721061	""
PRAD	LAG3	2.14352307145138	2.00428564600441	-0.139237425446977	0.0438072405469126	*
LIHC	LAG3	1.4605328840277	1.66398199296218	0.203449108934479	0.00332874719064154	**
LGG	LAG3	0.853596506202513	1.23327453899093	0.379678032788422	1.01598409756336e-15	****
KIRC	LAG3	2.37555981035884	2.23719657363039	-0.138363236728451	0.90036189253051	""
UVM	LAG3	0.483098955908577	1.31052929002266	0.827430334114078	0.0791338245542507	""
STAD	LAG3	2.53049345263975	2.86718674081076	0.336693288171013	0.0620348772076676	""
COAD	LAG3	2.02010870087356	2.17772648293207	0.157617782058506	0.677668284143502	""
PAAD	LAG3	1.62489632220904	2.03386915585343	0.408972833644391	0.018267672263429	*
BLCA	LAG3	1.84595004033211	2.40615567439867	0.560205634066561	0.00435058933791239	**
UCEC	LAG3	2.57636357344351	2.79863120969147	0.222267636247968	0.161445549558486	""
KIRP	LAG3	0.96266006637552	0.995751334182306	0.033091267806786	0.435605474947101	""
PCPG	LAG3	1.29015854851257	1.40952671281098	0.119368164298415	0.313561561676867	""
OV	LAG3	2.69590475511173	2.75327636618573	0.0573716110739988	0.318164322036455	""
BRCA	LAG3	1.95798886673631	2.01731620516938	0.0593273384330615	0.73854383044515	""
KICH	LAG3	0.482240908142483	0.767654798237347	0.285413890094864	0.112358942191826	""
THCA	LAG3	1.62260242841828	1.38744308829601	-0.23515934012227	0.0616923895336972	""
HNSC	LAG3	2.56562154549706	2.75215348120728	0.18653193571022	0.310031429261242	""
LUAD	LAG3	2.65856794974293	2.71118651139183	0.052618561648893	0.215306780808324	""
READ	LAG3	1.80751979206988	1.91195996528692	0.104440173217031	0.39889895361795	""
THYM	LAG3	2.55996031966163	1.87256319279172	-0.68739712686991	2.33270947275428e-05	****
LAML	LAG3	1.34124571384953	1.34141652447872	0.000170810629189555	0.855855690727078	""
ACC	LAG3	0.740970721828284	0.758291617517195	0.0173208956889116	0.527606159106661	""
ESCA	LAG3	1.99664182864122	2.25221760196832	0.255575773327106	0.725537718136614	""
TGCT	LAG3	4.66294033483304	4.62467411453116	-0.0382662203018738	0.947673719969688	""
CESC	LAG3	3.28374401658845	3.22440836725092	-0.0593356493375303	0.215847532833825	""
MESO	LAG3	3.09019289068465	3.06375785713639	-0.0264350335482524	0.976295384034329	""
SKCM	LAG3	3.5828510069731	2.63080150587439	-0.952049501098705	0.00968109685615654	**
DLBC	LAG3	6.56907752930905	6.46981838999644	-0.0992591393126094	0.975325780556376	""
CHOL	LAG3	1.68367139091914	1.81442737386125	0.130755982942113	0.939628144702672	""
UCS	LAG3	2.85171355975255	2.40250390087259	-0.449209658879957	0.993631985161221	""
GBM	LAG3	1.37767905900582	1.53247085579161	0.154791796785792	0.0362123079333214	*
SARC	LAG3	2.70824858276135	2.46336088581666	-0.244887696944688	0.370279136545758	""
LUSC	LAG3	2.83473057617533	2.74721551211897	-0.0875150640563565	0.602740935883886	""
PRAD	CD276	5.9320971811945	6.54103619517793	0.608939013983427	7.56385883670385e-23	****
LIHC	CD276	4.38420176385967	5.10443793388124	0.720236170021572	2.24273701174178e-21	****
LGG	CD276	4.5252921521959	5.17846368122778	0.653171529031885	5.48753157307242e-34	****
KIRC	CD276	5.03708040223964	5.59441418634659	0.557333784106952	1.16106193256506e-18	****
UVM	CD276	5.52875214936369	5.80843434309075	0.279682193727059	0.119515784415369	""
STAD	CD276	5.17272302431413	5.79203273952458	0.619309715210447	1.27998005565812e-09	****
COAD	CD276	5.64930410556615	5.75041892084888	0.101114815282729	0.122456934643982	""
PAAD	CD276	6.121670269024	6.32880323671475	0.207132967690749	0.0237175374174015	*
BLCA	CD276	5.73877909465739	6.15742576348118	0.418646668823786	3.86293155118921e-07	****
UCEC	CD276	5.96358685659237	6.57128241133259	0.607695554740216	3.37129370207291e-14	****
KIRP	CD276	5.08201701008366	5.76531669609378	0.683299686010122	3.68238362913627e-13	****
PCPG	CD276	5.0897875185475	5.61568701260892	0.525899494061418	1.91727755879414e-05	****
OV	CD276	5.40741393860482	6.07693153210834	0.669517593503517	2.25149015789986e-20	****
BRCA	CD276	6.2031463297304	6.43680813493515	0.233661805204751	6.86880351549603e-09	****
KICH	CD276	4.62987914301091	4.83484265806131	0.2049635150504	0.0699050102088383	""
THCA	CD276	5.10401788964956	5.68629151617149	0.582273626521924	1.59016415178181e-15	****
HNSC	CD276	6.16203476529526	6.52380033241196	0.361765567116698	0.000339248273191221	***
LUAD	CD276	5.52241354782848	6.00155231594723	0.479138768118754	6.47243981500436e-15	****
READ	CD276	5.52656027118156	5.92736079404989	0.400800522868336	0.0065436961906358	**
THYM	CD276	4.4671829787753	4.20776258863613	-0.259420390139166	0.406113040799077	""
LAML	CD276	1.31371022615091	0.672470602282424	-0.64123962386849	0.237048173770862	""
ACC	CD276	5.68742187693574	6.42418111892105	0.736759241985308	2.32874856069777e-05	****
ESCA	CD276	5.51909209302881	6.2181876514983	0.699095558469485	2.39912714770092e-06	****
TGCT	CD276	5.94510668041513	6.31952581205946	0.374419131644323	0.00103594465497909	**
CESC	CD276	5.38817231290044	5.81015833061867	0.421986017718235	0.0428735377158578	*
MESO	CD276	6.09349890764578	6.94589863561245	0.852399727966668	0.00191397721117555	**
SKCM	CD276	6.48026219311774	6.91321016550916	0.432947972391417	6.24874186304766e-08	****
DLBC	CD276	4.04658487382677	4.09120763244085	0.0446227586140742	0.975325780556376	""
CHOL	CD276	6.30079975180661	6.38428125510557	0.0834815032989651	0.939628144702672	""
UCS	CD276	6.70969947854727	6.69351344151303	-0.0161860370342408	0.993631985161221	""
GBM	CD276	6.39714066211672	6.67214126267953	0.275000600562807	0.0392190450175086	*
SARC	CD276	7.27187918698856	7.0380454281022	-0.233833758886361	0.156899708726109	""
LUSC	CD276	6.14582773494512	6.53203481441342	0.386207079468294	6.66527238425565e-06	****
PRAD	ICOS	0.431890312611248	0.760859636821907	0.32896932421066	2.75771140068148e-10	****
LIHC	ICOS	0.320542215778883	0.499577686125243	0.17903547034636	1.16581546399855e-05	****
LGG	ICOS	0.0361868028478463	0.0749164020524617	0.0387295992046154	1.43784023113065e-06	****
KIRC	ICOS	0.982806881171284	1.2592423521006	0.276435470929321	0.00809405216496004	**
UVM	ICOS	0.026729250487489	0.0858963263868418	0.0591670758993528	0.000674583395385255	***
STAD	ICOS	1.31359376828037	1.79119364708524	0.477599878804878	6.06195466494566e-05	****
COAD	ICOS	1.09888406754237	1.44636211187859	0.34747804433622	0.00113471539860654	**
PAAD	ICOS	0.937118364778296	1.42888263560864	0.491764270830345	0.0176379437784989	*
BLCA	ICOS	0.929494592056182	1.18288294946117	0.253388357404989	0.0409580486644019	*
UCEC	ICOS	0.725741045066397	0.823912367487802	0.0981713224214053	0.197250552383755	""
KIRP	ICOS	0.288063200325316	0.371055066461271	0.0829918661359551	0.194104911303796	""
PCPG	ICOS	0.119488946997753	0.162210036314307	0.0427210893165535	0.192144430127954	""
OV	ICOS	0.603786553123299	0.786970263887277	0.183183710763978	0.300150845647508	""
BRCA	ICOS	1.14561224716648	1.34135958984935	0.195747342682871	0.0186949565251996	*
KICH	ICOS	0.0722430284733716	0.131457785479088	0.0592147570057162	0.0410846205675752	*
THCA	ICOS	0.82130203988953	0.695990998518748	-0.125311041370782	0.636182694426066	""
HNSC	ICOS	1.87168596830359	2.12339698512024	0.251711016816653	0.168832456252006	""
LUAD	ICOS	2.02504279202228	2.0906163484066	0.0655735563843209	0.2631478990096	""
READ	ICOS	0.981852653289741	1.387362540836	0.405509887546255	0.0261672325085735	*
THYM	ICOS	3.21469133998192	4.13092284945131	0.91623150946939	2.33270947275428e-05	****
LAML	ICOS	1.46283760142902	1.38211385993393	-0.080723741495099	0.998449192216749	""
ACC	ICOS	0.0851526805631383	0.0362565299446963	-0.048896150618442	0.36708309217886	""
ESCA	ICOS	1.28362550060704	1.53245103220165	0.248825531594614	0.725537718136614	""
TGCT	ICOS	1.96450953338891	2.26618685450072	0.301677321111804	0.578123943033316	""
CESC	ICOS	1.65159134479765	1.55909282503751	-0.0924985197601471	0.313313033954796	""
MESO	ICOS	1.09227510513309	1.21376164928302	0.121486544149929	0.976295384034329	""
SKCM	ICOS	1.40906486015956	1.3419288350591	-0.0671360251004574	0.565963508422589	""
DLBC	ICOS	3.02369486309726	2.69028062238933	-0.333414240707924	0.869520643396726	""
CHOL	ICOS	0.515637911572296	0.390667685559667	-0.124970226012629	0.939628144702672	""
UCS	ICOS	0.268726812073521	0.456806149230474	0.188079337156953	0.993631985161221	""
GBM	ICOS	0.332736572463861	0.171396612778117	-0.161339959685744	0.0362123079333214	*
SARC	ICOS	0.753638215004658	0.501923147066438	-0.25171506793822	0.218420594316016	""
LUSC	ICOS	1.99809679668886	1.57695742029086	-0.421139376398004	2.1516046483199e-05	****
PRAD	CD40LG	0.750169992647583	1.21574071346402	0.465570720816435	4.29824552852327e-10	****
LIHC	CD40LG	0.705402746497758	0.810850517620144	0.105447771122386	0.0191819434715289	*
LGG	CD40LG	0.0618453070710695	0.130271954518859	0.0684266474477896	3.79122568828997e-07	****
KIRC	CD40LG	1.70293387109512	1.87672320651517	0.173789335420051	0.0107601175022218	*
UVM	CD40LG	0.0837846081721843	0.150169612571148	0.0663850043989639	0.0563263897710185	""
STAD	CD40LG	1.67714277634448	1.60769307278653	-0.0694497035579558	0.791712091153516	""
COAD	CD40LG	1.18833455110187	1.15315678806142	-0.0351777630404448	0.773227504448687	""
PAAD	CD40LG	1.08827730968045	1.48144874650909	0.393171436828637	0.112477606325673	""
BLCA	CD40LG	0.499679477377761	0.45090770177264	-0.0487717756051203	0.415946844343709	""
UCEC	CD40LG	0.873379843774624	0.72700555031056	-0.146374293464064	0.006712581273034	**
KIRP	CD40LG	0.957617487981492	1.05297223292189	0.0953547449404008	0.435605474947101	""
PCPG	CD40LG	0.220573441150661	0.306962124140456	0.086388682989795	0.237344863937439	""
OV	CD40LG	0.489748433120335	0.549616441303078	0.0598680081827429	0.496156736395731	""
BRCA	CD40LG	1.4971269151037	1.42642579074203	-0.0707011243616724	0.574237513325297	""
KICH	CD40LG	0.187549305958564	0.235727059838059	0.0481777538794944	0.124389476231712	""
THCA	CD40LG	0.825378603892931	0.765195158865092	-0.0601834450278389	0.680822700451461	""
HNSC	CD40LG	0.523963345790669	0.623444679675536	0.0994813338848668	0.172130125151867	""
LUAD	CD40LG	1.96412063959607	1.77243466977934	-0.191685969816727	0.0228704141073273	*
READ	CD40LG	1.11549941255753	1.25863952113709	0.143140108579565	0.523085163455121	""
THYM	CD40LG	2.36595663808448	3.05129141522931	0.685334777144831	0.166191584401806	""
LAML	CD40LG	1.99649721568123	2.22119654994455	0.22469933426332	0.850433981508937	""
ACC	CD40LG	0.10929368902294	0.0578314146409529	-0.0514622743819872	0.336914147403658	""
ESCA	CD40LG	0.896465616189426	0.605424671798712	-0.291040944390714	0.725537718136614	""
TGCT	CD40LG	1.81520651080661	1.66161280176004	-0.153593709046565	0.947673719969688	""
CESC	CD40LG	0.867738351762688	0.860644834929287	-0.00709351683340098	0.961404400052034	""
MESO	CD40LG	1.39330636035265	0.885188793123273	-0.50811756722938	0.970048359479116	""
SKCM	CD40LG	0.849625703504131	0.693498108722245	-0.156127594781886	0.0401878961245049	*
DLBC	CD40LG	1.27080399730364	1.06828935781426	-0.202514639489378	0.975325780556376	""
CHOL	CD40LG	0.785603999942024	0.868133599851758	0.0825295999097331	0.939628144702672	""
UCS	CD40LG	0.304421980770848	0.287708686245417	-0.0167132945254306	0.993631985161221	""
GBM	CD40LG	0.379288249971929	0.265832119854452	-0.113456130117477	0.0362123079333214	*
SARC	CD40LG	0.831345391742908	0.476951912523897	-0.354393479219012	0.00607704299572532	**
LUSC	CD40LG	1.23403723796457	0.874600266049579	-0.359436971914994	3.8156277308906e-05	****
PRAD	CD28	0.923682602238368	1.34874231558529	0.42505971334692	2.80909205594743e-10	****
LIHC	CD28	0.712627378142447	0.995987680640846	0.2833603024984	8.45500821254438e-08	****
LGG	CD28	0.135403530597651	0.22909566135538	0.0936921307577284	1.02614146496504e-07	****
KIRC	CD28	1.5758919302697	1.924859998957	0.348968068687303	0.00222600798545822	**
UVM	CD28	0.39839385442398	0.726022880880476	0.327629026456496	0.00107552100207783	**
STAD	CD28	1.4426982010679	1.57617586047725	0.133477659409351	0.0659919779610909	""
COAD	CD28	1.0043036797565	1.17165519758119	0.167351517824693	0.00809544409325164	**
PAAD	CD28	1.06315775866032	1.69892609940394	0.635768340743617	0.018267672263429	*
BLCA	CD28	0.882562825188105	0.905812980951766	0.023250155763661	0.415946844343709	""
UCEC	CD28	0.85499199754464	0.868607754667887	0.0136157571232464	0.396826319722634	""
KIRP	CD28	0.896000530743461	1.01624668606372	0.120246155320259	0.419224395481008	""
PCPG	CD28	0.372115748685308	0.622836666382276	0.250720917696969	0.0156470300612969	*
OV	CD28	0.584289085893057	0.972065553360017	0.38777646746696	6.63139663305177e-10	****
BRCA	CD28	1.66807372765246	1.75757802253463	0.0895042948821705	0.112363913434481	""
KICH	CD28	0.263755553060039	0.583904136243415	0.320148583183376	0.0107041153330604	*
THCA	CD28	0.759241071757278	0.753647304336753	-0.00559376742052542	0.70504726008821	""
HNSC	CD28	1.09788043405191	1.26770104900492	0.169820614953003	0.044264822118153	*
LUAD	CD28	2.04131214185287	2.10915993896111	0.0678477971082372	0.860705207004061	""
READ	CD28	0.882447416431731	1.05325038470225	0.170802968270519	0.0838015557724204	""
THYM	CD28	2.98294813403785	4.03832872272109	1.05538058868324	2.33270947275428e-05	****
LAML	CD28	1.84779651832754	2.09349256937487	0.245696051047327	0.850433981508937	""
ACC	CD28	0.372283512880528	0.307603385543657	-0.0646801273368715	0.88691552347816	""
ESCA	CD28	1.03040671042605	1.00844384571822	-0.0219628647078292	0.959340405811628	""
TGCT	CD28	1.99313087142926	2.3621893179518	0.369058446522534	0.178362199502368	""
CESC	CD28	0.982363897646027	0.880565671816571	-0.101798225829456	0.772099208188207	""
MESO	CD28	1.60620531294249	1.71729098629557	0.111085673353083	0.970048359479116	""
SKCM	CD28	1.55977541904364	1.65709117371215	0.0973157546685108	0.160082172805356	""
DLBC	CD28	2.80854370488452	3.29730456976451	0.488760864879993	0.422116589162418	""
CHOL	CD28	0.731451244267722	0.815657397843072	0.0842061535753494	0.939628144702672	""
UCS	CD28	1.29561036176241	1.28196525377777	-0.0136451079846385	0.993631985161221	""
GBM	CD28	0.708407983483596	0.525818070609118	-0.182589912874479	0.0211730746613344	*
SARC	CD28	2.65058581697243	1.94717987820833	-0.703405938764107	0.000641184957841478	***
LUSC	CD28	1.79892646810343	1.43562859405209	-0.363297874051338	2.1516046483199e-05	****
PRAD	TNFRSF4	1.78325720329052	1.79684690266146	0.0135896993709443	0.636651720452181	""
LIHC	TNFRSF4	2.10151471311258	2.74257396942881	0.641059256316226	1.49591642173392e-06	****
LGG	TNFRSF4	0.936590829823939	1.21119913969326	0.274608309869323	6.31897900703878e-07	****
KIRC	TNFRSF4	3.60153275498824	3.91773725739837	0.316204502410126	0.0157334207126827	*
UVM	TNFRSF4	0.938605300708851	1.36067059664381	0.422065295934961	0.119515784415369	""
STAD	TNFRSF4	2.92853031217186	3.0032579195731	0.0747276074012344	0.822464762256654	""
COAD	TNFRSF4	2.79345375033109	2.69450136599048	-0.0989523843406035	0.455117554263003	""
PAAD	TNFRSF4	3.11071401817367	2.97654936915079	-0.134164649022881	0.511960404826457	""
BLCA	TNFRSF4	2.65315706223951	2.43506847432018	-0.21808858791933	0.0690129010957405	""
UCEC	TNFRSF4	3.05005431318361	2.63191913414743	-0.418135179036181	3.78087337834626e-06	****
KIRP	TNFRSF4	1.50923978195987	1.67840688338332	0.169167101423453	0.0669252615446189	""
PCPG	TNFRSF4	2.9789972215941	2.49837853400646	-0.480618687587643	0.167581605045052	""
OV	TNFRSF4	2.80477637795583	2.80839533202156	0.00361895406573076	0.381610176708866	""
BRCA	TNFRSF4	2.88090098297276	2.50474749649957	-0.376153486473191	6.86880351549603e-09	****
KICH	TNFRSF4	2.13957735299137	2.06911782210985	-0.0704595308815272	0.789351213819554	""
THCA	TNFRSF4	2.87192248215	2.82999074447366	-0.0419317376763386	0.810194552930556	""
HNSC	TNFRSF4	2.84757605912479	3.0522093136542	0.204633254529409	0.168832456252006	""
LUAD	TNFRSF4	3.27566173833289	3.2654819045517	-0.0101798337811885	0.860705207004061	""
READ	TNFRSF4	2.86979246037666	2.77167433390837	-0.0981181264682931	0.566796531255109	""
THYM	TNFRSF4	3.78421659583818	3.22302374726968	-0.561192848568505	0.000694174098308394	***
LAML	TNFRSF4	1.86481014556734	2.00421372342396	0.139403577856621	1	""
ACC	TNFRSF4	2.27061864083826	2.67436026909865	0.403741628260391	0.336914147403658	""
ESCA	TNFRSF4	2.37217205191235	2.37209722256322	-7.48293491343866e-05	0.725537718136614	""
TGCT	TNFRSF4	4.14103216835047	3.84142974232818	-0.299602426022294	0.130248588292971	""
CESC	TNFRSF4	2.72992250544201	2.48064170427705	-0.249280801164969	0.074150827949899	""
MESO	TNFRSF4	2.65818862799586	2.50875750263784	-0.14943112535802	0.970048359479116	""
SKCM	TNFRSF4	3.02189593217353	2.8866086733194	-0.135287258854135	0.341941317465464	""
DLBC	TNFRSF4	5.89974247434589	5.18497514181798	-0.714767332527914	0.344831507131621	""
CHOL	TNFRSF4	2.92745058145669	2.66318519674137	-0.264265384715325	0.939628144702672	""
UCS	TNFRSF4	3.75755198193318	3.35079424196177	-0.40675773997141	0.926599507093341	""
GBM	TNFRSF4	2.17849156782231	2.22867797782699	0.0501864100046787	0.799945639253209	""
SARC	TNFRSF4	4.30044858815747	3.57092432534868	-0.729524262808794	0.000103670513849968	***
LUSC	TNFRSF4	3.00604650840119	2.73643169822424	-0.269614810176952	0.00608319658895043	**
PRAD	CD86	1.78349023017359	2.2216915135109	0.43820128333731	6.21844282362134e-10	****
LIHC	CD86	1.61762696878645	2.15878915062903	0.541162181842577	3.17848807109923e-08	****
LGG	CD86	3.24100116345327	3.66889065578352	0.427889492330244	0.000482537574063412	***
KIRC	CD86	3.66816321262193	4.06639922891138	0.398236016289451	3.10542334095092e-05	****
UVM	CD86	0.966222244701182	1.45806446129306	0.491842216591878	0.000166898174783961	***
STAD	CD86	3.00374913570149	3.29083533436014	0.287086198658653	0.0229644443466294	*
COAD	CD86	2.47606160882762	2.8633041593428	0.387242550515176	0.00137947312727321	**
PAAD	CD86	3.42918744357085	3.87478767666139	0.445600233090539	0.0237175374174015	*
BLCA	CD86	2.6013993082216	2.89994898618967	0.298549677968068	0.0544841634722385	""
UCEC	CD86	2.21469990108277	2.22162965235098	0.00692975126821738	0.105284483408188	""
KIRP	CD86	2.86070461872879	2.90221018968004	0.041505570951256	0.78963737290429	""
PCPG	CD86	1.72845425299753	2.03425093695486	0.305796683957332	0.136703669500657	""
OV	CD86	2.87986257243873	3.18580946879358	0.305946896354851	0.237968394984452	""
BRCA	CD86	3.53828982985849	3.62421789678064	0.0859280669221474	0.0846952237132663	""
KICH	CD86	1.25265641329939	2.08229383595143	0.829637422652036	0.0212411863055911	*
THCA	CD86	2.57949395327896	2.50103902329649	-0.0784549299824677	0.810194552930556	""
HNSC	CD86	3.24077225507661	3.48641442726362	0.245642172187008	0.0327455941647467	*
LUAD	CD86	4.16199191648519	4.3419572914245	0.179965374939303	0.0773790214665589	""
READ	CD86	2.28759049552394	2.59612414371518	0.308533648191235	0.0625273992659999	""
THYM	CD86	3.38248955514668	3.07929999219264	-0.30318956295404	0.224702730978685	""
LAML	CD86	3.98753006883067	4.10292682718626	0.115396758355584	0.850433981508937	""
ACC	CD86	2.01471235152137	1.73746594279504	-0.277246408726332	0.527606159106661	""
ESCA	CD86	2.89923364654082	2.78906169994949	-0.110171946591331	0.802576407224485	""
TGCT	CD86	3.78852911437543	3.68659016758531	-0.101938946790118	0.578123943033316	""
CESC	CD86	3.19143631460532	2.81459399109921	-0.376842323506107	0.074150827949899	""
MESO	CD86	4.08988792414443	4.14837130715223	0.0584833830078004	0.970048359479116	""
SKCM	CD86	3.14741216547962	3.11529964402555	-0.0321125214540738	0.794845061926733	""
DLBC	CD86	5.3922141199344	6.12983866265079	0.737624542716386	0.175903060043799	""
CHOL	CD86	2.628505850868	2.58250783209164	-0.0459980187763556	0.957505345721557	""
UCS	CD86	2.35711869866559	2.42942850208725	0.0723098034216605	0.993631985161221	""
GBM	CD86	4.75931565083873	4.2050762457245	-0.554239405114236	0.000211058908995191	***
SARC	CD86	4.2960705754606	3.47741829263493	-0.818652282825677	0.000103670513849968	***
LUSC	CD86	4.08335623962253	3.60504386580377	-0.478312373818757	2.1516046483199e-05	****
PRAD	CD80	0.169155153428532	0.30170469621916	0.132549542790628	1.12873111464505e-11	****
LIHC	CD80	0.150948956326198	0.35957738297412	0.208628426647923	1.78531059331502e-13	****
LGG	CD80	0.066950243924627	0.141171172460741	0.0742209285361143	4.9029385298121e-09	****
KIRC	CD80	0.594783400873061	0.78232468487032	0.187541283997259	3.10552658888945e-06	****
UVM	CD80	0.0686677790195177	0.214485522927365	0.145817743907847	0.0002585212428632	***
STAD	CD80	0.814876811552721	1.35105748404807	0.536180672495351	3.78778095000878e-09	****
COAD	CD80	0.64121857397704	0.883151570862478	0.241932996885438	0.0001660133194903	***
PAAD	CD80	0.973060172804084	1.15308000242824	0.180019829624158	0.0237175374174015	*
BLCA	CD80	0.441534437000552	0.593688408730069	0.152153971729518	0.0175027595415274	*
UCEC	CD80	0.326479565215713	0.476018699757825	0.149539134542112	7.19488210405189e-07	****
KIRP	CD80	0.208142647337722	0.263875127151853	0.055732479814131	0.049426158586385	*
PCPG	CD80	0.115099772495271	0.110229592423189	-0.00487018007208241	0.637711468167796	""
OV	CD80	0.534061602421118	0.793146040773424	0.259084438352306	8.87100362267429e-05	****
BRCA	CD80	0.846072029630458	1.09356017616234	0.24748814653188	8.72861446584241e-07	****
KICH	CD80	0.174466938363251	0.285461405137036	0.110994466773785	0.0699050102088383	""
THCA	CD80	0.598651047884608	0.669239808479568	0.07058876059496	0.248418301828327	""
HNSC	CD80	0.869555597050224	1.13596144195949	0.266405844909269	0.00700038639416692	**
LUAD	CD80	1.47321543032722	1.64754476970897	0.174329339381748	0.00140654026780881	**
READ	CD80	0.645148265767719	0.826762015776306	0.181613750008587	0.0676405161206711	""
THYM	CD80	0.412876437228182	0.446109435760682	0.0332329985325001	0.801283900871022	""
LAML	CD80	0.73500219349531	0.916247323690013	0.181245130194704	0.00212109244037984	**
ACC	CD80	0.0621217119077975	0.122862684156772	0.0607409722489748	0.336914147403658	""
ESCA	CD80	0.797428082152313	1.02539831591368	0.22797023376137	0.725537718136614	""
TGCT	CD80	1.1901723448023	1.35659458199613	0.166422237193834	0.569937487830308	""
CESC	CD80	0.759922794175581	0.76992508304144	0.0100022888658586	0.676090971598905	""
MESO	CD80	0.700706037258402	1.02155354057897	0.320847503320564	0.685799811129611	""
SKCM	CD80	0.59473677578163	0.671474547295438	0.0767377715138077	0.157302207884255	""
DLBC	CD80	3.43271534570374	3.96546081303141	0.532745467327669	0.175903060043799	""
CHOL	CD80	0.56361483241226	0.648833547906747	0.0852187154944863	0.939628144702672	""
UCS	CD80	0.444749636641824	0.491493980872165	0.0467443442303402	0.993631985161221	""
GBM	CD80	0.492827387922512	0.443700058683601	-0.0491273292389108	0.153960913710797	""
SARC	CD80	0.625613647955972	0.557875677239934	-0.0677379707160384	0.991045489725444	""
LUSC	CD80	1.38448719381561	1.11323374782443	-0.271253445991176	0.00176829512838659	**
PRAD	CD40	3.99995867952339	4.12364964409819	0.123690964574799	0.109112447502405	""
LIHC	CD40	3.96773300397833	4.32562308290771	0.35789007892938	0.0207540459731672	*
LGG	CD40	2.4564382019388	2.64542498870726	0.188986786768464	0.00851056635637865	**
KIRC	CD40	5.84503522908439	6.34558975794285	0.500554528858458	3.92815789520741e-10	****
UVM	CD40	2.50005322987625	3.00499866181105	0.504945431934804	0.0097709316439822	**
STAD	CD40	3.97656475935458	4.17142683650902	0.194862077154444	0.152712900304192	""
COAD	CD40	3.64107038555737	3.68555896653636	0.0444885809789883	0.747845600361437	""
PAAD	CD40	5.19784966878506	5.48857734028489	0.290727671499835	0.0237175374174015	*
BLCA	CD40	4.77850796347481	4.88912791628912	0.110619952814316	0.480272363356509	""
UCEC	CD40	3.41385573613252	3.70958840901314	0.295732672880611	0.034141129773696	*
KIRP	CD40	4.77662515965203	5.38295769062913	0.606332530977106	1.04324180288352e-07	****
PCPG	CD40	4.23451879361283	4.43713450413068	0.202615710517843	0.427628361115903	""
OV	CD40	4.46809451637844	4.68395137046782	0.215856854089382	0.124584572929627	""
BRCA	CD40	4.32722028071644	4.05590710651719	-0.271313174199248	0.00403356380880072	**
KICH	CD40	4.22258408235043	4.65830289815512	0.435718815804684	0.00396369946824177	**
THCA	CD40	5.75147443314718	6.02481430563807	0.273339872490888	0.000198799615241328	***
HNSC	CD40	4.77434430168257	5.36019929051992	0.585854988837353	4.51308472918321e-06	****
LUAD	CD40	5.48097578846016	5.61242327518699	0.131447486726822	0.166134846308296	""
READ	CD40	3.5842169156573	3.75434238106311	0.170125465405809	0.512010723770271	""
THYM	CD40	6.53941023678445	6.30826923900502	-0.231140997779425	0.17992508454725	""
LAML	CD40	2.41600197912542	2.52484099668951	0.108839017564086	0.850433981508937	""
