Cancer,Sample,Sample_key,Feature,Value,Group,Feature_Display
BRCA,TCGA-A2-A0T1-01A-21R-A084-07,TCGA-A2-A0T1-01A,TumorPurity,0.415174079762263,Low,TumorPurity
BRCA,TCGA-EW-A6SC-01A-12R-A32P-07,TCGA-EW-A6SC-01A,StromalScore,1138.33867051657,High,StromalScore
BRCA,TCGA-EW-A6SC-01A-12R-A32P-07,TCGA-EW-A6SC-01A,ImmuneScore,836.197045281581,High,ImmuneScore
BRCA,TCGA-EW-A6SC-01A-12R-A32P-07,TCGA-EW-A6SC-01A,ESTIMATEScore,1974.53571579815,High,ESTIMATEScore
BRCA,TCGA-EW-A6SC-01A-12R-A32P-07,TCGA-EW-A6SC-01A,TumorPurity,0.625654453880772,High,TumorPurity
BRCA,TCGA-A7-A5ZX-01A-12R-A29R-07,TCGA-A7-A5ZX-01A,StromalScore,873.651650520414,Low,StromalScore
BRCA,TCGA-A7-A5ZX-01A-12R-A29R-07,TCGA-A7-A5ZX-01A,ImmuneScore,59.6073291056897,Low,ImmuneScore
BRCA,TCGA-A7-A5ZX-01A-12R-A29R-07,TCGA-A7-A5ZX-01A,ESTIMATEScore,933.258979626103,Low,ESTIMATEScore
BRCA,TCGA-A7-A5ZX-01A-12R-A29R-07,TCGA-A7-A5ZX-01A,TumorPurity,0.737132836805287,Low,TumorPurity
BRCA,TCGA-BH-A0E6-01A-11R-A034-07,TCGA-BH-A0E6-01A,StromalScore,140.309513836666,Low,StromalScore
BRCA,TCGA-BH-A0E6-01A-11R-A034-07,TCGA-BH-A0E6-01A,ImmuneScore,909.941440142812,Low,ImmuneScore
BRCA,TCGA-BH-A0E6-01A-11R-A034-07,TCGA-BH-A0E6-01A,ESTIMATEScore,1050.25095397948,Low,ESTIMATEScore
BRCA,TCGA-BH-A0E6-01A-11R-A034-07,TCGA-BH-A0E6-01A,TumorPurity,0.725420052537367,Low,TumorPurity
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-A8-A081-01A,StromalScore,-194.183028018341,High,StromalScore
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-A8-A081-01A,ImmuneScore,1221.70205463987,High,ImmuneScore
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-A8-A081-01A,ESTIMATEScore,1027.51902662153,High,ESTIMATEScore
BRCA,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-A8-A081-01A,TumorPurity,0.727712739198912,High,TumorPurity
BRCA,TCGA-E2-A2P6-01A-11R-A19W-07,TCGA-E2-A2P6-01A,StromalScore,219.429931301397,Low,StromalScore
BRCA,TCGA-E2-A2P6-01A-11R-A19W-07,TCGA-E2-A2P6-01A,ImmuneScore,484.450812718872,Low,ImmuneScore
BRCA,TCGA-E2-A2P6-01A-11R-A19W-07,TCGA-E2-A2P6-01A,ESTIMATEScore,703.880744020269,Low,ESTIMATEScore
BRCA,TCGA-E2-A2P6-01A-11R-A19W-07,TCGA-E2-A2P6-01A,TumorPurity,0.759463217756552,Low,TumorPurity
BRCA,TCGA-GM-A2DK-01A-21R-A180-07,TCGA-GM-A2DK-01A,StromalScore,916.134445733725,Low,StromalScore
BRCA,TCGA-GM-A2DK-01A-21R-A180-07,TCGA-GM-A2DK-01A,ImmuneScore,1003.91348196518,Low,ImmuneScore
BRCA,TCGA-GM-A2DK-01A-21R-A180-07,TCGA-GM-A2DK-01A,ESTIMATEScore,1920.0479276989,Low,ESTIMATEScore
BRCA,TCGA-GM-A2DK-01A-21R-A180-07,TCGA-GM-A2DK-01A,TumorPurity,0.631873754689163,Low,TumorPurity
BRCA,TCGA-AC-A2QI-01A-12R-A19W-07,TCGA-AC-A2QI-01A,StromalScore,1142.77404189753,Low,StromalScore
BRCA,TCGA-AC-A2QI-01A-12R-A19W-07,TCGA-AC-A2QI-01A,ImmuneScore,1085.96035603945,Low,ImmuneScore
BRCA,TCGA-AC-A2QI-01A-12R-A19W-07,TCGA-AC-A2QI-01A,ESTIMATEScore,2228.73439793698,Low,ESTIMATEScore
BRCA,TCGA-AC-A2QI-01A-12R-A19W-07,TCGA-AC-A2QI-01A,TumorPurity,0.596117502805267,Low,TumorPurity
BRCA,TCGA-D8-A27P-01A-11R-A16F-07,TCGA-D8-A27P-01A,StromalScore,326.786182462516,High,StromalScore
BRCA,TCGA-D8-A27P-01A-11R-A16F-07,TCGA-D8-A27P-01A,ImmuneScore,-155.577795426435,High,ImmuneScore
BRCA,TCGA-D8-A27P-01A-11R-A16F-07,TCGA-D8-A27P-01A,ESTIMATEScore,171.208387036081,High,ESTIMATEScore
BRCA,TCGA-D8-A27P-01A-11R-A16F-07,TCGA-D8-A27P-01A,TumorPurity,0.80795762593673,High,TumorPurity
BRCA,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-D8-A1XF-01A,StromalScore,-695.957550700613,High,StromalScore
BRCA,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-D8-A1XF-01A,ImmuneScore,-342.097580541272,High,ImmuneScore
BRCA,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-D8-A1XF-01A,ESTIMATEScore,-1038.05513124189,High,ESTIMATEScore
BRCA,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-D8-A1XF-01A,TumorPurity,0.899307574025669,High,TumorPurity
BRCA,TCGA-A2-A0CS-01A-11R-A115-07,TCGA-A2-A0CS-01A,StromalScore,764.057653880411,Low,StromalScore
BRCA,TCGA-A2-A0CS-01A-11R-A115-07,TCGA-A2-A0CS-01A,ImmuneScore,553.551383130852,Low,ImmuneScore
BRCA,TCGA-A2-A0CS-01A-11R-A115-07,TCGA-A2-A0CS-01A,ESTIMATEScore,1317.60903701126,Low,ESTIMATEScore
BRCA,TCGA-A2-A0CS-01A-11R-A115-07,TCGA-A2-A0CS-01A,TumorPurity,0.69785578985016,Low,TumorPurity
BRCA,TCGA-MS-A51U-01A-31R-A266-07,TCGA-MS-A51U-01A,StromalScore,951.796462809486,Low,StromalScore
BRCA,TCGA-MS-A51U-01A-31R-A266-07,TCGA-MS-A51U-01A,ImmuneScore,727.186995095875,Low,ImmuneScore
BRCA,TCGA-MS-A51U-01A-31R-A266-07,TCGA-MS-A51U-01A,ESTIMATEScore,1678.98345790536,Low,ESTIMATEScore
BRCA,TCGA-MS-A51U-01A-31R-A266-07,TCGA-MS-A51U-01A,TumorPurity,0.658898739724919,Low,TumorPurity
BRCA,TCGA-A2-A04N-01A-11R-A115-07,TCGA-A2-A04N-01A,StromalScore,995.002030308302,Low,StromalScore
BRCA,TCGA-A2-A04N-01A-11R-A115-07,TCGA-A2-A04N-01A,ImmuneScore,270.903361977651,Low,ImmuneScore
BRCA,TCGA-A2-A04N-01A-11R-A115-07,TCGA-A2-A04N-01A,ESTIMATEScore,1265.90539228595,Low,ESTIMATEScore
BRCA,TCGA-A2-A04N-01A-11R-A115-07,TCGA-A2-A04N-01A,TumorPurity,0.703271526530894,Low,TumorPurity
BRCA,TCGA-A2-A0YG-01A-21R-A109-07,TCGA-A2-A0YG-01A,StromalScore,-21.1558802618919,High,StromalScore
BRCA,TCGA-A2-A0YG-01A-21R-A109-07,TCGA-A2-A0YG-01A,ImmuneScore,125.767590372937,High,ImmuneScore
BRCA,TCGA-A2-A0YG-01A-21R-A109-07,TCGA-A2-A0YG-01A,ESTIMATEScore,104.611710111045,High,ESTIMATEScore
BRCA,TCGA-A2-A0YG-01A-21R-A109-07,TCGA-A2-A0YG-01A,TumorPurity,0.813679121084903,High,TumorPurity
BRCA,TCGA-AR-A24W-01A-11R-A169-07,TCGA-AR-A24W-01A,StromalScore,849.073502874684,Low,StromalScore
BRCA,TCGA-AR-A24W-01A-11R-A169-07,TCGA-AR-A24W-01A,ImmuneScore,-90.4480800833576,Low,ImmuneScore
BRCA,TCGA-AR-A24W-01A-11R-A169-07,TCGA-AR-A24W-01A,ESTIMATEScore,758.625422791327,Low,ESTIMATEScore
BRCA,TCGA-AR-A24W-01A-11R-A169-07,TCGA-AR-A24W-01A,TumorPurity,0.754211006645044,Low,TumorPurity
BRCA,TCGA-C8-A138-01A-11R-A115-07,TCGA-C8-A138-01A,StromalScore,1229.74055547886,Low,StromalScore
BRCA,TCGA-C8-A138-01A-11R-A115-07,TCGA-C8-A138-01A,ImmuneScore,1752.54981667132,Low,ImmuneScore
BRCA,TCGA-C8-A138-01A-11R-A115-07,TCGA-C8-A138-01A,ESTIMATEScore,2982.29037215018,Low,ESTIMATEScore
BRCA,TCGA-C8-A138-01A-11R-A115-07,TCGA-C8-A138-01A,TumorPurity,0.503844286579406,Low,TumorPurity
BRCA,TCGA-B6-A0RV-01A-11R-A084-07,TCGA-B6-A0RV-01A,StromalScore,297.760004282171,High,StromalScore
BRCA,TCGA-B6-A0RV-01A-11R-A084-07,TCGA-B6-A0RV-01A,ImmuneScore,882.959798329597,High,ImmuneScore
BRCA,TCGA-B6-A0RV-01A-11R-A084-07,TCGA-B6-A0RV-01A,ESTIMATEScore,1180.71980261177,High,ESTIMATEScore
BRCA,TCGA-B6-A0RV-01A-11R-A084-07,TCGA-B6-A0RV-01A,TumorPurity,0.712105857877516,High,TumorPurity
BRCA,TCGA-D8-A1JE-01A-11R-A13Q-07,TCGA-D8-A1JE-01A,StromalScore,1539.07592614504,High,StromalScore
BRCA,TCGA-D8-A1JE-01A-11R-A13Q-07,TCGA-D8-A1JE-01A,ImmuneScore,828.577175208387,High,ImmuneScore
BRCA,TCGA-D8-A1JE-01A-11R-A13Q-07,TCGA-D8-A1JE-01A,ESTIMATEScore,2367.65310135343,High,ESTIMATEScore
BRCA,TCGA-D8-A1JE-01A-11R-A13Q-07,TCGA-D8-A1JE-01A,TumorPurity,0.579622300898379,High,TumorPurity
BRCA,TCGA-AN-A0AR-01A-11R-A00Z-07,TCGA-AN-A0AR-01A,StromalScore,-617.118482460881,High,StromalScore
BRCA,TCGA-AN-A0AR-01A-11R-A00Z-07,TCGA-AN-A0AR-01A,ImmuneScore,-314.178155490581,High,ImmuneScore
BRCA,TCGA-AN-A0AR-01A-11R-A00Z-07,TCGA-AN-A0AR-01A,ESTIMATEScore,-931.296637951463,High,ESTIMATEScore
BRCA,TCGA-AN-A0AR-01A-11R-A00Z-07,TCGA-AN-A0AR-01A,TumorPurity,0.892344282186687,High,TumorPurity
BRCA,TCGA-D8-A1XC-01A-11R-A14D-07,TCGA-D8-A1XC-01A,StromalScore,-789.083189164903,Low,StromalScore
BRCA,TCGA-D8-A1XC-01A-11R-A14D-07,TCGA-D8-A1XC-01A,ImmuneScore,-271.885796355987,Low,ImmuneScore
BRCA,TCGA-D8-A1XC-01A-11R-A14D-07,TCGA-D8-A1XC-01A,ESTIMATEScore,-1060.96898552089,Low,ESTIMATEScore
BRCA,TCGA-D8-A1XC-01A-11R-A14D-07,TCGA-D8-A1XC-01A,TumorPurity,0.90077339374264,Low,TumorPurity
BRCA,TCGA-A8-A0AB-01A-11R-A034-07,TCGA-A8-A0AB-01A,StromalScore,-85.1863006076981,High,StromalScore
BRCA,TCGA-A8-A0AB-01A-11R-A034-07,TCGA-A8-A0AB-01A,ImmuneScore,-736.744884028721,High,ImmuneScore
BRCA,TCGA-A8-A0AB-01A-11R-A034-07,TCGA-A8-A0AB-01A,ESTIMATEScore,-821.931184636419,High,ESTIMATEScore
BRCA,TCGA-A8-A0AB-01A-11R-A034-07,TCGA-A8-A0AB-01A,TumorPurity,0.884983739834026,High,TumorPurity
BRCA,TCGA-A2-A0CM-01A-31R-A034-07,TCGA-A2-A0CM-01A,StromalScore,815.796240843699,High,StromalScore
BRCA,TCGA-A2-A0CM-01A-31R-A034-07,TCGA-A2-A0CM-01A,ImmuneScore,1753.16880443034,High,ImmuneScore
BRCA,TCGA-A2-A0CM-01A-31R-A034-07,TCGA-A2-A0CM-01A,ESTIMATEScore,2568.96504527404,High,ESTIMATEScore
BRCA,TCGA-A2-A0CM-01A-31R-A034-07,TCGA-A2-A0CM-01A,TumorPurity,0.555292685622544,High,TumorPurity
BRCA,TCGA-AR-A1AV-01A-21R-A12P-07,TCGA-AR-A1AV-01A,StromalScore,425.093355208624,High,StromalScore
BRCA,TCGA-AR-A1AV-01A-21R-A12P-07,TCGA-AR-A1AV-01A,ImmuneScore,105.713603447641,High,ImmuneScore
BRCA,TCGA-AR-A1AV-01A-21R-A12P-07,TCGA-AR-A1AV-01A,ESTIMATEScore,530.806958656265,High,ESTIMATEScore
BRCA,TCGA-AR-A1AV-01A-21R-A12P-07,TCGA-AR-A1AV-01A,TumorPurity,0.775743739415419,High,TumorPurity
BRCA,TCGA-E2-A15F-01A-11R-A115-07,TCGA-E2-A15F-01A,StromalScore,42.3948054856395,High,StromalScore
BRCA,TCGA-E2-A15F-01A-11R-A115-07,TCGA-E2-A15F-01A,ImmuneScore,209.079433047534,High,ImmuneScore
BRCA,TCGA-E2-A15F-01A-11R-A115-07,TCGA-E2-A15F-01A,ESTIMATEScore,251.474238533173,High,ESTIMATEScore
BRCA,TCGA-E2-A15F-01A-11R-A115-07,TCGA-E2-A15F-01A,TumorPurity,0.800959218597386,High,TumorPurity
BRCA,TCGA-WT-AB41-01A-11R-A41B-07,TCGA-WT-AB41-01A,StromalScore,376.466994491252,Low,StromalScore
BRCA,TCGA-WT-AB41-01A-11R-A41B-07,TCGA-WT-AB41-01A,ImmuneScore,2262.33509170114,Low,ImmuneScore
BRCA,TCGA-WT-AB41-01A-11R-A41B-07,TCGA-WT-AB41-01A,ESTIMATEScore,2638.8020861924,Low,ESTIMATEScore
BRCA,TCGA-WT-AB41-01A-11R-A41B-07,TCGA-WT-AB41-01A,TumorPurity,0.546738139930941,Low,TumorPurity
BRCA,TCGA-A8-A08H-01A-21R-A00Z-07,TCGA-A8-A08H-01A,StromalScore,2025.97341385058,Low,StromalScore
BRCA,TCGA-A8-A08H-01A-21R-A00Z-07,TCGA-A8-A08H-01A,ImmuneScore,2543.45848253323,Low,ImmuneScore
BRCA,TCGA-A8-A08H-01A-21R-A00Z-07,TCGA-A8-A08H-01A,ESTIMATEScore,4569.4318963838,Low,ESTIMATEScore
BRCA,TCGA-A8-A08H-01A-21R-A00Z-07,TCGA-A8-A08H-01A,TumorPurity,0.290806373975273,Low,TumorPurity
BRCA,TCGA-A1-A0SP-01A-11R-A084-07,TCGA-A1-A0SP-01A,StromalScore,140.536073985499,High,StromalScore
BRCA,TCGA-A1-A0SP-01A-11R-A084-07,TCGA-A1-A0SP-01A,ImmuneScore,1115.83405015118,High,ImmuneScore
BRCA,TCGA-A1-A0SP-01A-11R-A084-07,TCGA-A1-A0SP-01A,ESTIMATEScore,1256.37012413668,High,ESTIMATEScore
BRCA,TCGA-A1-A0SP-01A-11R-A084-07,TCGA-A1-A0SP-01A,TumorPurity,0.704265890301419,High,TumorPurity
BRCA,TCGA-AN-A0XL-01A-11R-A10J-07,TCGA-AN-A0XL-01A,StromalScore,1229.55891768552,High,StromalScore
BRCA,TCGA-AN-A0XL-01A-11R-A10J-07,TCGA-AN-A0XL-01A,ImmuneScore,193.384278564248,High,ImmuneScore
BRCA,TCGA-AN-A0XL-01A-11R-A10J-07,TCGA-AN-A0XL-01A,ESTIMATEScore,1422.94319624977,High,ESTIMATEScore
BRCA,TCGA-AN-A0XL-01A-11R-A10J-07,TCGA-AN-A0XL-01A,TumorPurity,0.686698458467799,High,TumorPurity
BRCA,TCGA-EW-A1P4-01A-21R-A144-07,TCGA-EW-A1P4-01A,StromalScore,308.261676229148,High,StromalScore
BRCA,TCGA-EW-A1P4-01A-21R-A144-07,TCGA-EW-A1P4-01A,ImmuneScore,1611.99281815452,High,ImmuneScore
BRCA,TCGA-EW-A1P4-01A-21R-A144-07,TCGA-EW-A1P4-01A,ESTIMATEScore,1920.25449438367,High,ESTIMATEScore
BRCA,TCGA-EW-A1P4-01A-21R-A144-07,TCGA-EW-A1P4-01A,TumorPurity,0.631850253001329,High,TumorPurity
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-A8-A08L-01A,StromalScore,299.959179784982,High,StromalScore
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-A8-A08L-01A,ImmuneScore,1155.21972262826,High,ImmuneScore
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-A8-A08L-01A,ESTIMATEScore,1455.17890241324,High,ESTIMATEScore
BRCA,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-A8-A08L-01A,TumorPurity,0.68325101753959,High,TumorPurity
BRCA,TCGA-A2-A0YT-01A-11R-A109-07,TCGA-A2-A0YT-01A,StromalScore,-0.445100962695195,High,StromalScore
BRCA,TCGA-A2-A0YT-01A-11R-A109-07,TCGA-A2-A0YT-01A,ImmuneScore,224.144677719311,High,ImmuneScore
BRCA,TCGA-A2-A0YT-01A-11R-A109-07,TCGA-A2-A0YT-01A,ESTIMATEScore,223.699576756615,High,ESTIMATEScore
BRCA,TCGA-A2-A0YT-01A-11R-A109-07,TCGA-A2-A0YT-01A,TumorPurity,0.803393530992379,High,TumorPurity
BRCA,TCGA-C8-A1HK-01A-21R-A13Q-07,TCGA-C8-A1HK-01A,StromalScore,-129.867136498573,High,StromalScore
BRCA,TCGA-C8-A1HK-01A-21R-A13Q-07,TCGA-C8-A1HK-01A,ImmuneScore,182.30059101229,High,ImmuneScore
BRCA,TCGA-C8-A1HK-01A-21R-A13Q-07,TCGA-C8-A1HK-01A,ESTIMATEScore,52.4334545137168,High,ESTIMATEScore
BRCA,TCGA-C8-A1HK-01A-21R-A13Q-07,TCGA-C8-A1HK-01A,TumorPurity,0.818107591929354,High,TumorPurity
BRCA,TCGA-BH-A0C7-01B-11R-A115-07,TCGA-BH-A0C7-01B,StromalScore,327.49213212181,High,StromalScore
BRCA,TCGA-BH-A0C7-01B-11R-A115-07,TCGA-BH-A0C7-01B,ImmuneScore,425.704539778335,High,ImmuneScore
BRCA,TCGA-BH-A0C7-01B-11R-A115-07,TCGA-BH-A0C7-01B,ESTIMATEScore,753.196671900146,High,ESTIMATEScore
BRCA,TCGA-BH-A0C7-01B-11R-A115-07,TCGA-BH-A0C7-01B,TumorPurity,0.754734022597882,High,TumorPurity
BRCA,TCGA-C8-A12P-01A-11R-A115-07,TCGA-C8-A12P-01A,StromalScore,962.666289752704,Low,StromalScore
BRCA,TCGA-C8-A12P-01A-11R-A115-07,TCGA-C8-A12P-01A,ImmuneScore,699.84920608699,Low,ImmuneScore
BRCA,TCGA-C8-A12P-01A-11R-A115-07,TCGA-C8-A12P-01A,ESTIMATEScore,1662.51549583969,Low,ESTIMATEScore
BRCA,TCGA-C8-A12P-01A-11R-A115-07,TCGA-C8-A12P-01A,TumorPurity,0.660715186786731,Low,TumorPurity
BRCA,TCGA-BH-A8FY-01A-11R-A36F-07,TCGA-BH-A8FY-01A,StromalScore,-544.747117467535,Low,StromalScore
BRCA,TCGA-BH-A8FY-01A-11R-A36F-07,TCGA-BH-A8FY-01A,ImmuneScore,253.118633787119,Low,ImmuneScore
BRCA,TCGA-BH-A8FY-01A-11R-A36F-07,TCGA-BH-A8FY-01A,ESTIMATEScore,-291.628483680416,Low,ESTIMATEScore
BRCA,TCGA-BH-A8FY-01A-11R-A36F-07,TCGA-BH-A8FY-01A,TumorPurity,0.846095366875983,Low,TumorPurity
BRCA,TCGA-AR-A24R-01A-11R-A169-07,TCGA-AR-A24R-01A,StromalScore,505.857387406215,High,StromalScore
BRCA,TCGA-AR-A24R-01A-11R-A169-07,TCGA-AR-A24R-01A,ImmuneScore,732.203986509776,High,ImmuneScore
BRCA,TCGA-AR-A24R-01A-11R-A169-07,TCGA-AR-A24R-01A,ESTIMATEScore,1238.06137391599,High,ESTIMATEScore
BRCA,TCGA-AR-A24R-01A-11R-A169-07,TCGA-AR-A24R-01A,TumorPurity,0.706171307091355,High,TumorPurity
BRCA,TCGA-B6-A0IE-01A-11R-A034-07,TCGA-B6-A0IE-01A,StromalScore,223.687097572827,Low,StromalScore
BRCA,TCGA-B6-A0IE-01A-11R-A034-07,TCGA-B6-A0IE-01A,ImmuneScore,-9.58887065129386,Low,ImmuneScore
BRCA,TCGA-B6-A0IE-01A-11R-A034-07,TCGA-B6-A0IE-01A,ESTIMATEScore,214.098226921533,Low,ESTIMATEScore
BRCA,TCGA-B6-A0IE-01A-11R-A034-07,TCGA-B6-A0IE-01A,TumorPurity,0.804231938056873,Low,TumorPurity
BRCA,TCGA-A7-A0DB-01C-02R-A277-07,TCGA-A7-A0DB-01C,StromalScore,1195.46206487286,High,StromalScore
BRCA,TCGA-A7-A0DB-01C-02R-A277-07,TCGA-A7-A0DB-01C,ImmuneScore,142.351655306546,High,ImmuneScore
BRCA,TCGA-A7-A0DB-01C-02R-A277-07,TCGA-A7-A0DB-01C,ESTIMATEScore,1337.8137201794,High,ESTIMATEScore
BRCA,TCGA-A7-A0DB-01C-02R-A277-07,TCGA-A7-A0DB-01C,TumorPurity,0.695728494848836,High,TumorPurity
BRCA,TCGA-LL-A5YP-01A-21R-A28M-07,TCGA-LL-A5YP-01A,StromalScore,1282.89203271709,High,StromalScore
BRCA,TCGA-LL-A5YP-01A-21R-A28M-07,TCGA-LL-A5YP-01A,ImmuneScore,1021.85292478654,High,ImmuneScore
BRCA,TCGA-LL-A5YP-01A-21R-A28M-07,TCGA-LL-A5YP-01A,ESTIMATEScore,2304.74495750363,High,ESTIMATEScore
BRCA,TCGA-LL-A5YP-01A-21R-A28M-07,TCGA-LL-A5YP-01A,TumorPurity,0.58712228377319,High,TumorPurity
BRCA,TCGA-B6-A402-01A-11R-A239-07,TCGA-B6-A402-01A,StromalScore,-294.754099985723,Low,StromalScore
BRCA,TCGA-B6-A402-01A-11R-A239-07,TCGA-B6-A402-01A,ImmuneScore,-307.233223603954,Low,ImmuneScore
BRCA,TCGA-B6-A402-01A-11R-A239-07,TCGA-B6-A402-01A,ESTIMATEScore,-601.987323589677,Low,ESTIMATEScore
BRCA,TCGA-B6-A402-01A-11R-A239-07,TCGA-B6-A402-01A,TumorPurity,0.869492466127451,Low,TumorPurity
BRCA,TCGA-D8-A143-01A-11R-A115-07,TCGA-D8-A143-01A,StromalScore,-205.872972463366,High,StromalScore
BRCA,TCGA-D8-A143-01A-11R-A115-07,TCGA-D8-A143-01A,ImmuneScore,632.634548674875,High,ImmuneScore
BRCA,TCGA-D8-A143-01A-11R-A115-07,TCGA-D8-A143-01A,ESTIMATEScore,426.761576211509,High,ESTIMATEScore
BRCA,TCGA-D8-A143-01A-11R-A115-07,TCGA-D8-A143-01A,TumorPurity,0.785290673244997,High,TumorPurity
BRCA,TCGA-E2-A154-01A-11R-A115-07,TCGA-E2-A154-01A,StromalScore,432.357190804262,High,StromalScore
BRCA,TCGA-E2-A154-01A-11R-A115-07,TCGA-E2-A154-01A,ImmuneScore,-257.814999631789,High,ImmuneScore
BRCA,TCGA-E2-A154-01A-11R-A115-07,TCGA-E2-A154-01A,ESTIMATEScore,174.542191172473,High,ESTIMATEScore
BRCA,TCGA-E2-A154-01A-11R-A115-07,TCGA-E2-A154-01A,TumorPurity,0.807669176204342,High,TumorPurity
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,TCGA-A8-A08G-01A,StromalScore,558.89282486482,High,StromalScore
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,TCGA-A8-A08G-01A,ImmuneScore,566.256901528642,High,ImmuneScore
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,TCGA-A8-A08G-01A,ESTIMATEScore,1125.14972639346,High,ESTIMATEScore
BRCA,TCGA-A8-A08G-01A-11R-A00Z-07,TCGA-A8-A08G-01A,TumorPurity,0.717808935774963,High,TumorPurity
BRCA,TCGA-BH-A0B8-01A-21R-A056-07,TCGA-BH-A0B8-01A,StromalScore,390.180875101732,Low,StromalScore
BRCA,TCGA-BH-A0B8-01A-21R-A056-07,TCGA-BH-A0B8-01A,ImmuneScore,116.2709796745,Low,ImmuneScore
BRCA,TCGA-BH-A0B8-01A-21R-A056-07,TCGA-BH-A0B8-01A,ESTIMATEScore,506.451854776232,Low,ESTIMATEScore
BRCA,TCGA-BH-A0B8-01A-21R-A056-07,TCGA-BH-A0B8-01A,TumorPurity,0.777994803534843,Low,TumorPurity
BRCA,TCGA-A2-A1G1-01A-21R-A13Q-07,TCGA-A2-A1G1-01A,StromalScore,1070.70737518646,High,StromalScore
BRCA,TCGA-A2-A1G1-01A-21R-A13Q-07,TCGA-A2-A1G1-01A,ImmuneScore,1468.89030211824,High,ImmuneScore
BRCA,TCGA-A2-A1G1-01A-21R-A13Q-07,TCGA-A2-A1G1-01A,ESTIMATEScore,2539.5976773047,High,ESTIMATEScore
BRCA,TCGA-A2-A1G1-01A-21R-A13Q-07,TCGA-A2-A1G1-01A,TumorPurity,0.558872604227072,High,TumorPurity
BRCA,TCGA-AO-A0J7-01A-11R-A034-07,TCGA-AO-A0J7-01A,StromalScore,-220.950852103529,High,StromalScore
BRCA,TCGA-AO-A0J7-01A-11R-A034-07,TCGA-AO-A0J7-01A,ImmuneScore,-418.570496054705,High,ImmuneScore
BRCA,TCGA-AO-A0J7-01A-11R-A034-07,TCGA-AO-A0J7-01A,ESTIMATEScore,-639.521348158235,High,ESTIMATEScore
BRCA,TCGA-AO-A0J7-01A-11R-A034-07,TCGA-AO-A0J7-01A,TumorPurity,0.87220068151535,High,TumorPurity
BRCA,TCGA-BH-A18S-01A-11R-A12D-07,TCGA-BH-A18S-01A,StromalScore,-157.98898062566,Low,StromalScore
BRCA,TCGA-BH-A18S-01A-11R-A12D-07,TCGA-BH-A18S-01A,ImmuneScore,188.658041795039,Low,ImmuneScore
BRCA,TCGA-BH-A18S-01A-11R-A12D-07,TCGA-BH-A18S-01A,ESTIMATEScore,30.6690611693794,Low,ESTIMATEScore
BRCA,TCGA-BH-A18S-01A-11R-A12D-07,TCGA-BH-A18S-01A,TumorPurity,0.819940609329378,Low,TumorPurity
BRCA,TCGA-D8-A1X9-01A-12R-A157-07,TCGA-D8-A1X9-01A,StromalScore,1024.8511108793,High,StromalScore
BRCA,TCGA-D8-A1X9-01A-12R-A157-07,TCGA-D8-A1X9-01A,ImmuneScore,810.797436913364,High,ImmuneScore
BRCA,TCGA-D8-A1X9-01A-12R-A157-07,TCGA-D8-A1X9-01A,ESTIMATEScore,1835.64854779266,High,ESTIMATEScore
BRCA,TCGA-D8-A1X9-01A-12R-A157-07,TCGA-D8-A1X9-01A,TumorPurity,0.64142726088057,High,TumorPurity
BRCA,TCGA-E2-A156-01A-11R-A12D-07,TCGA-E2-A156-01A,StromalScore,-571.931260179945,High,StromalScore
BRCA,TCGA-E2-A156-01A-11R-A12D-07,TCGA-E2-A156-01A,ImmuneScore,-296.145436574629,High,ImmuneScore
BRCA,TCGA-E2-A156-01A-11R-A12D-07,TCGA-E2-A156-01A,ESTIMATEScore,-868.076696754574,High,ESTIMATEScore
BRCA,TCGA-E2-A156-01A-11R-A12D-07,TCGA-E2-A156-01A,TumorPurity,0.888117362127863,High,TumorPurity
BRCA,TCGA-BH-A0BT-01A-11R-A12P-07,TCGA-BH-A0BT-01A,StromalScore,541.415528208278,Low,StromalScore
BRCA,TCGA-BH-A0BT-01A-11R-A12P-07,TCGA-BH-A0BT-01A,ImmuneScore,587.047576494211,Low,ImmuneScore
BRCA,TCGA-BH-A0BT-01A-11R-A12P-07,TCGA-BH-A0BT-01A,ESTIMATEScore,1128.46310470249,Low,ESTIMATEScore
BRCA,TCGA-BH-A0BT-01A-11R-A12P-07,TCGA-BH-A0BT-01A,TumorPurity,0.717470223705036,Low,TumorPurity
BRCA,TCGA-AO-A0JI-01A-21R-A056-07,TCGA-AO-A0JI-01A,StromalScore,-352.970250910292,High,StromalScore
