Cancer,Feature,Display,Method,Source,Canonical,Low,High,P,FDR,Z_Effect,PlotEffect,Significance,MethodDisplay
ACC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.227409333250168,-0.385273359906838,0.397744536967196,0.626748967342248,-0.15786402665667,-0.15786402665667,"","Adc
(xCell)"
BLCA,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.776713492836383,0.921545936051101,0,0,"","Adc
(xCell)"
BRCA,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.19302143865054,0.40512240949404,0,0,"","Adc
(xCell)"
CESC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.339365146322873,0.678730292645745,0,0,"","Adc
(xCell)"
CHOL,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,4.21422677187001,-0.385273359906838,0.0897931515798866,0.493907179994632,-4.59950013177685,-2.5,"","Adc
(xCell)"
COAD,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.0729365182981764,0.219227174915373,0,0,"","Adc
(xCell)"
DLBC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.690663533390432,0.857976320625104,0,0,"","Adc
(xCell)"
ESCA,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.381759212430866,2.53396495868715,0.652674418314644,0.848476743809037,2.91572417111801,2.5,"","Adc
(xCell)"
GBM,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.462500958960873,0.601251246649135,0,0,"","Adc
(xCell)"
HNSC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,0.133259103048355,0.953943390519872,0.555589762669565,0.749406705670095,0.820684287471517,0.820684287471517,"","Adc
(xCell)"
KICH,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,4.42762357597677,-0.385273359906838,0.161000932088915,0.322001864177831,-4.81289693588361,-2.5,"","Adc
(xCell)"
KIRC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.609290525526892,0.736816449474381,0,0,"","Adc
(xCell)"
KIRP,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.301423100378767,0.43538892276933,0,0,"","Adc
(xCell)"
LAML,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.616594221087826,0.901902595520611,0,0,"","Adc
(xCell)"
LGG,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.196678243154398,0.340908954800957,0,0,"","Adc
(xCell)"
LIHC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.924341845380018,0.992468110596254,0,0,"","Adc
(xCell)"
LUAD,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,2.33996085550243,0.652080295228297,0.579667572861898,0.837297605244963,-1.68788056027413,-1.68788056027413,"","Adc
(xCell)"
LUSC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.0992116970996449,0.195912340708274,0,0,"","Adc
(xCell)"
MESO,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.124200295057402,-0.385273359906838,0.193066400944051,0.627465803068165,-0.261073064849436,-0.261073064849436,"","Adc
(xCell)"
OV,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.868330942527505,0.923672505185994,0,0,"","Adc
(xCell)"
PAAD,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.941958574295941,0.961286728555113,0,0,"","Adc
(xCell)"
PCPG,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,1.87668035009415,-0.385273359906838,0.415356041401922,0.628541555109572,-2.26195371000099,-2.26195371000099,"","Adc
(xCell)"
PRAD,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.194549884474931,0.306563454324133,0,0,"","Adc
(xCell)"
READ,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.322625638463426,0.683078071952316,0,0,"","Adc
(xCell)"
SARC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,0.748637091896,-0.385273359906838,0.0021949468730011,0.00951143644967145,-1.13391045180284,-1.13391045180284,**,"Adc
(xCell)"
SKCM,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.338294128049729,0.5674611180189,0,0,"","Adc
(xCell)"
STAD,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.250225785522445,0.543339574655269,0.667810858049977,0.89041447739997,0.793565360177715,0.793565360177715,"","Adc
(xCell)"
TGCT,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.548217372167271,0.791869537574947,0,0,"","Adc
(xCell)"
THCA,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.366412768651718,-0.385273359906838,0.574996189984505,0.747495046979856,-0.0188605912551202,-0.0188605912551202,"","Adc
(xCell)"
THYM,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.851023144776681,0.89582766179099,0,0,"","Adc
(xCell)"
UCEC,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,-0.385273359906838,0.0724601560943961,0.18839640584543,0,0,"","Adc
(xCell)"
UCS,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,-0.385273359906838,1.49307446420165,0.421948132823292,0.809930793991576,1.87834782410849,1.87834782410849,"","Adc
(xCell)"
UVM,aDC_xCell,Adc,xCell,IOBR::deconvo_tme(method='xcell'),ADC,0.311611598667718,-0.385273359906838,0.736833015561004,0.815696869793865,-0.696884958574556,-0.696884958574556,"","Adc
(xCell)"
ACC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.403620163550118,-0.183468812968225,0.22966640144467,0.493506490472442,-0.587088976518343,-0.587088976518343,"","Basophils
(xCell)"
BLCA,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.804597140163544,-0.31773948692617,0.205021160110226,0.463526101118771,0.486857653237374,0.486857653237374,"","Basophils
(xCell)"
BRCA,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.676751325059473,0.51502865594865,0.196238824099658,0.40512240949404,-0.161722669110823,-0.161722669110823,"","Basophils
(xCell)"
CESC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.775282608489366,-0.250185705908836,0.000629465750806223,0.00467603129170337,-1.0254683143982,-1.0254683143982,**,"Basophils
(xCell)"
CHOL,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.036935242885744,-1.56038461397849,0.42873964764413,0.768006943226482,-1.59731985686424,-1.59731985686424,"","Basophils
(xCell)"
COAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.750020310216516,-0.116182987199788,0.00261027855448819,0.0271468969666772,-0.866203297416304,-0.866203297416304,*,"Basophils
(xCell)"
DLBC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.48380397081391,-0.287934912749019,0.451679909555962,0.857976320625104,0.195869058064891,0.195869058064891,"","Basophils
(xCell)"
ESCA,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.248075622842319,-0.103872440933854,0.3115849348987,0.60154806526395,0.144203181908464,0.144203181908464,"","Basophils
(xCell)"
GBM,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-1.34437628673426,-1.48783520151969,0.220693513623261,0.382535423613653,-0.143458914785434,-0.143458914785434,"","Basophils
(xCell)"
HNSC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.394122799663402,-0.326410806512173,0.801771602857291,0.938663621119733,0.0677119931512289,0.0677119931512289,"","Basophils
(xCell)"
KICH,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.00259766315791731,-1.08192972389763,0.0297194492547095,0.127478156658719,-1.07933206073971,-1.07933206073971,"","Basophils
(xCell)"
KIRC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.30942441781382,-0.290205395616611,0.00522898405120416,0.0135953585331308,-0.599629813430431,-0.599629813430431,*,"Basophils
(xCell)"
KIRP,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.24223407154881,-0.525138411262256,0.0517042804679762,0.132346568376516,-0.767372482811066,-0.767372482811066,"","Basophils
(xCell)"
LAML,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.875030635990504,-0.448012386138045,0.00233013517469492,0.0274083631054244,-1.32304302212855,-1.32304302212855,*,"Basophils
(xCell)"
LGG,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.25391637256466,0.338211725230509,0.0164943422243004,0.0451424102980853,0.592128097795169,0.592128097795169,*,"Basophils
(xCell)"
LIHC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,1.30133544115822,-0.371971324744928,4.79039631076502e-06,4.98201216319562e-05,-1.67330676590315,-1.67330676590315,****,"Basophils
(xCell)"
LUAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.883823502724732,0.112872935019557,7.88356904595762e-05,0.00102486397597449,-0.770950567705175,-0.770950567705175,**,"Basophils
(xCell)"
LUSC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.478516838765553,-1.00654380292887,0.00923067120581331,0.0266663834834607,-0.528026964163321,-0.528026964163321,*,"Basophils
(xCell)"
MESO,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,2.4027190918013,0.107844465212362,0.000406341499028395,0.00704325264982552,-2.29487462658893,-2.29487462658893,**,"Basophils
(xCell)"
OV,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.269104898292533,-0.398564395507089,0.176706677198608,0.346922026752297,-0.667669293799623,-0.667669293799623,"","Basophils
(xCell)"
PAAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.262986529563285,-1.09966894266325,0.302403078285014,0.542240002442094,-0.836682413099965,-0.836682413099965,"","Basophils
(xCell)"
PCPG,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.364150645667007,-1.29384414672981,0.000389713389054525,0.00289501374726218,-1.65799479239682,-1.65799479239682,**,"Basophils
(xCell)"
PRAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.284446740293064,-0.655674319188829,2.43050352449324e-05,9.02758451954631e-05,-0.940121059481893,-0.940121059481893,****,"Basophils
(xCell)"
READ,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.527991431059583,-0.956218788997823,0.000817906164445008,0.0425311205511404,-1.48421022005741,-1.48421022005741,*,"Basophils
(xCell)"
SARC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.562304881021582,-0.189888979945178,0.00118757912186846,0.00771926429214498,-0.75219386096676,-0.75219386096676,**,"Basophils
(xCell)"
SKCM,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,1.50314588402241,-0.00511043991067776,9.34634093645262e-11,1.62003242898512e-09,-1.50825632393309,-1.50825632393309,****,"Basophils
(xCell)"
STAD,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.600917895391911,-0.331995029614487,0.530523721038163,0.808114002904699,0.268922865777423,0.268922865777423,"","Basophils
(xCell)"
TGCT,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,-0.390301292609763,0.0137507189097157,0.460938910725951,0.744752944216901,0.404052011519479,0.404052011519479,"","Basophils
(xCell)"
THCA,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.517162402957512,-0.234423642221275,3.13163546833302e-05,0.000180938938170352,-0.751586045178786,-0.751586045178786,***,"Basophils
(xCell)"
THYM,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,0.949837182988875,-1.50684793078184,3.9264672317663e-07,1.26518005839788e-05,-2.45668511377072,-2.45668511377072,****,"Basophils
(xCell)"
UCEC,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,1.24731218860947,-0.651267454470103,1.93101367922063e-12,5.02063556597365e-11,-1.89857964307957,-1.89857964307957,****,"Basophils
(xCell)"
UCS,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,1.15704820258043,-0.0491372284325793,0.0804840295594825,0.720630858595023,-1.20618543101301,-1.20618543101301,"","Basophils
(xCell)"
UVM,Basophils_xCell,Basophils,xCell,IOBR::deconvo_tme(method='xcell'),BASOPHILS,5.09203877807285,-1.22475882310664,2.45770888217748e-08,6.39004309366146e-07,-6.31679760117949,-2.5,****,"Basophils
(xCell)"
ACC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,1.78028158799816,-0.628502794168813,0.0389663710240386,0.184204663022728,-2.40878438216697,-2.40878438216697,"","CD4+ Memory t-Cells
(xCell)"
BLCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.511631820460002,0.319708663791277,0.310628991703981,0.538423585620234,0.831340484251279,0.831340484251279,"","CD4+ Memory t-Cells
(xCell)"
BRCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.517739151635458,0.995791381820701,0.0432434050890397,0.124925392479448,1.51353053345616,1.51353053345616,"","CD4+ Memory t-Cells
(xCell)"
CESC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.425684233872977,-0.628502794168813,0.80838751913715,0.90141972070581,-0.202818560295836,-0.202818560295836,"","CD4+ Memory t-Cells
(xCell)"
CHOL,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,1.65114577288044,0.467901551028007,0.784867117853431,2.27964856704925,2.27964856704925,"","CD4+ Memory t-Cells
(xCell)"
COAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.618767788321155,-0.589850395501999,0.740731244109982,0.895768016133002,0.028917392819156,0.028917392819156,"","CD4+ Memory t-Cells
(xCell)"
DLBC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,0.00141467705339869,0.22121968654936,0.605443352661406,0.629917471222211,0.629917471222211,"","CD4+ Memory t-Cells
(xCell)"
ESCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,2.07234081860261,-0.59591963143056,0.333505137221709,0.60154806526395,-2.66826045003317,-2.5,"","CD4+ Memory t-Cells
(xCell)"
GBM,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,-0.569625567962005,0.955714124793792,0.955714124793792,0.0588772262068077,0.0588772262068077,"","CD4+ Memory t-Cells
(xCell)"
HNSC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.279425660271132,-0.473468647732756,0.972360729563998,0.972360729563998,-0.194042987461624,-0.194042987461624,"","CD4+ Memory t-Cells
(xCell)"
KICH,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,3.85004838448954,-0.579282985089182,0.0277616513391653,0.127478156658719,-4.42933136957873,-2.5,"","CD4+ Memory t-Cells
(xCell)"
KIRC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.178445695007509,-0.150174472358965,0.995174047174583,0.995381539899292,0.0282712226485448,0.0282712226485448,"","CD4+ Memory t-Cells
(xCell)"
KIRP,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,0.053625827906984,-0.55241519367482,0.33225415496591,0.466951785357495,-0.606041021581804,-0.606041021581804,"","CD4+ Memory t-Cells
(xCell)"
LAML,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,0.170504588971458,-0.628502794168813,0.0988933985944009,0.428538060575737,-0.79900738314027,-0.79900738314027,"","CD4+ Memory t-Cells
(xCell)"
LGG,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,1.09093252595962,-0.155610864370276,0.40702866886835,0.542704891824466,-1.24654339032989,-1.24654339032989,"","CD4+ Memory t-Cells
(xCell)"
LIHC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.263880804148777,0.0772073273625851,0.738704996831205,0.913940988484088,0.341088131511362,0.341088131511362,"","CD4+ Memory t-Cells
(xCell)"
LUAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,-0.0391072939901576,0.155461788792257,0.332799360277143,0.589395500178655,0.589395500178655,"","CD4+ Memory t-Cells
(xCell)"
LUSC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,-0.598138452383623,0.876414350248578,0.957931779885092,0.03036434178519,0.03036434178519,"","CD4+ Memory t-Cells
(xCell)"
MESO,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,4.07957456845588,-0.176810392763753,0.312438812314002,0.722293651646868,-4.25638496121964,-2.5,"","CD4+ Memory t-Cells
(xCell)"
OV,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,1.28147039909585,0.125811133167059,0.336972331588732,1.90997319326466,1.90997319326466,"","CD4+ Memory t-Cells
(xCell)"
PAAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.315684104877355,-0.48565073293268,0.585200090546125,0.72453344543806,-0.169966628055325,-0.169966628055325,"","CD4+ Memory t-Cells
(xCell)"
PCPG,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,0.834871114780851,0.297211055686953,0.503426574995771,1.46337390894966,1.46337390894966,"","CD4+ Memory t-Cells
(xCell)"
PRAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,-0.611121982633473,0.762976091255032,0.826496886966003,0.0173808115353393,0.0173808115353393,"","CD4+ Memory t-Cells
(xCell)"
READ,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,-0.628502794168813,0.514977673510944,0.769204366417027,0,0,"","CD4+ Memory t-Cells
(xCell)"
SARC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,1.16944298013365,-0.60023502510855,0.18036172921422,0.323407238591016,-1.76967800524219,-1.76967800524219,"","CD4+ Memory t-Cells
(xCell)"
SKCM,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.530297496520051,-0.22931720334687,0.804218681616795,0.950440260092576,0.300980293173181,0.300980293173181,"","CD4+ Memory t-Cells
(xCell)"
STAD,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.446969118462668,-0.556667276446472,0.666995402824944,0.89041447739997,-0.109698157983804,-0.109698157983804,"","CD4+ Memory t-Cells
(xCell)"
TGCT,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.628502794168813,0.450890239041981,0.472631676137649,0.744752944216901,1.07939303321079,1.07939303321079,"","CD4+ Memory t-Cells
(xCell)"
THCA,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,0.15681277582244,-0.628502794168813,0.0397996569283248,0.0940719163760403,-0.785315569991253,-0.785315569991253,"","CD4+ Memory t-Cells
(xCell)"
THYM,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,2.01033458921934,-0.551361530898907,0.0517506573875207,0.122319735643231,-2.56169612011825,-2.5,"","CD4+ Memory t-Cells
(xCell)"
UCEC,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.188576692506232,-0.598533253513391,0.521532089859458,0.677991716817295,-0.40995656100716,-0.40995656100716,"","CD4+ Memory t-Cells
(xCell)"
UCS,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,-0.372735816362896,-0.628502794168813,0.501883266924563,0.809930793991576,-0.255766977805917,-0.255766977805917,"","CD4+ Memory t-Cells
(xCell)"
UVM,CD4+_memory_T-cells_xCell,CD4+ Memory t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4MEMORYTCELLS,0.57931063563264,0.193465132266246,0.540505034802592,0.702656545243369,-0.385845503366394,-0.385845503366394,"","CD4+ Memory t-Cells
(xCell)"
ACC,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,0.720971310160544,-0.403302981221291,0.693450021774044,0.888995225491652,-1.12427429138184,-1.12427429138184,"","CD4+ Naive t-Cells
(xCell)"
BLCA,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.279077818165876,0.51828737659377,0,0,"","CD4+ Naive t-Cells
(xCell)"
BRCA,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.319212281687843,0.535452859605415,0,0,"","CD4+ Naive t-Cells
(xCell)"
CESC,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,0.274506258248544,0.556538881422449,0.773346150463994,0.677809239469835,0.677809239469835,"","CD4+ Naive t-Cells
(xCell)"
CHOL,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.819894632237694,0.947285827698003,0,0,"","CD4+ Naive t-Cells
(xCell)"
COAD,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,0.494372304291931,0.579405822353979,0.770891281012322,0.897675285513222,0.897675285513222,"","CD4+ Naive t-Cells
(xCell)"
DLBC,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,0.583168942705028,5.07071354045833,0.365585136203371,0.815682653007542,4.4875445977533,2.5,"","CD4+ Naive t-Cells
(xCell)"
ESCA,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.0990447760335665,0.22106617310518,0.522743670041526,0.304258205187725,0.304258205187725,"","CD4+ Naive t-Cells
(xCell)"
GBM,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.357502059696475,0.502435327140992,0,0,"","CD4+ Naive t-Cells
(xCell)"
HNSC,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.32276618577038,0.423547516392155,0.710466801690067,0.0805367954509114,0.0805367954509114,"","CD4+ Naive t-Cells
(xCell)"
KICH,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,2.22646852169523,0.244401363143578,0.430230811739901,2.62977150291653,2.5,"","CD4+ Naive t-Cells
(xCell)"
KIRC,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,-0.403302981221291,0.978129799489921,0.995381539899292,0,0,"","CD4+ Naive t-Cells
(xCell)"
KIRP,CD4+_naive_T-cells_xCell,CD4+ Naive t-Cells,xCell,IOBR::deconvo_tme(method='xcell'),CD4NAIVETCELLS,-0.403302981221291,2.86246642982077,0.0508698927849562,0.132346568376516,3.26576941104206,2.5,"","CD4+ Naive t-Cells
(xCell)"
