Cancer,Feature,Display,Method,Source,Canonical,Low,High,P,FDR,Z_Effect,PlotEffect,Significance,MethodDisplay
PCPG,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.359490865938996,-0.363074472991994,0.239230469243019,0.457501351685942,-0.00358360705299776,-0.00358360705299776,"","Cytotoxic Lymphocytes
(MCP-counter)"
PRAD,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.350739039483512,-0.306116166018954,9.19672863976648e-08,6.83185556096939e-07,0.0446228734645578,0.0446228734645578,****,"Cytotoxic Lymphocytes
(MCP-counter)"
READ,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.342665993851134,-0.3225788240606,0.385944325222801,0.692038100399506,0.0200871697905337,0.0200871697905337,"","Cytotoxic Lymphocytes
(MCP-counter)"
SARC,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.235609512381032,-0.306668675824313,0.0140088189206974,0.0428505049338979,-0.0710591634432809,-0.0710591634432809,*,"Cytotoxic Lymphocytes
(MCP-counter)"
SKCM,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,0.234793304714025,0.14042557847343,0.220400556946374,0.440801113892748,-0.0943677262405958,-0.0943677262405958,"","Cytotoxic Lymphocytes
(MCP-counter)"
STAD,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.224330487105543,-0.144094444062526,0.0402063625750858,0.175843103725467,0.0802360430430164,0.0802360430430164,"","Cytotoxic Lymphocytes
(MCP-counter)"
TGCT,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,0.147522839621236,0.263734859110609,0.287593392260382,0.577529323323617,0.116212019489373,0.116212019489373,"","Cytotoxic Lymphocytes
(MCP-counter)"
THCA,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.162207517660094,-0.208067609969912,0.189618814028423,0.328672610982601,-0.0458600923098183,-0.0458600923098183,"","Cytotoxic Lymphocytes
(MCP-counter)"
THYM,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,1.98283888457884,7.23796535246916,5.6283563831371e-06,9.75581773077097e-05,5.25512646789032,2.5,****,"Cytotoxic Lymphocytes
(MCP-counter)"
UCEC,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.226525112963309,-0.239477081018544,0.228815022673791,0.457630045347581,-0.0129519680552347,-0.0129519680552347,"","Cytotoxic Lymphocytes
(MCP-counter)"
UCS,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.301115715151785,-0.277997448113612,0.683977438037558,0.841358439384428,0.0231182670381727,0.0231182670381727,"","Cytotoxic Lymphocytes
(MCP-counter)"
UVM,Cytotoxic_lymphocytes_MCPcounter,Cytotoxic Lymphocytes,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),CYTOTOXICLYMPHOCYTES,-0.352183745916622,-0.28994043367022,0.0167937512869795,0.0526751461448788,0.0622433122464025,0.0622433122464025,"","Cytotoxic Lymphocytes
(MCP-counter)"
ACC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.393135765550785,-0.109156565652232,0.00481480942493943,0.0417283483494751,0.283979199898553,0.283979199898553,*,"Endothelial Cells
(MCP-counter)"
BLCA,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.295594492809343,-0.314304092139363,0.957127926549789,0.991359854502222,-0.0187095993300194,-0.0187095993300194,"","Endothelial Cells
(MCP-counter)"
BRCA,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.119423774214329,-0.0163729794144418,0.103676425589306,0.25672257764971,-0.13579675362877,-0.13579675362877,"","Endothelial Cells
(MCP-counter)"
CESC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.658548621931539,-0.506303304238252,3.38729232773567e-05,0.00058713067014085,0.152245317693287,0.152245317693287,***,"Endothelial Cells
(MCP-counter)"
CHOL,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.475942503190937,-0.17951614561503,0.06967492273697,0.493907179994632,0.296426357575906,0.296426357575906,"","Endothelial Cells
(MCP-counter)"
COAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.42160220767375,-0.360135545270847,0.0758863297783984,0.219227174915373,0.0614666624029023,0.0614666624029023,"","Endothelial Cells
(MCP-counter)"
DLBC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.717867422786652,-0.500393880029775,0.00488406301054759,0.0758539928137004,0.217473542756877,0.217473542756877,"","Endothelial Cells
(MCP-counter)"
ESCA,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.261262042257542,-0.295537580738655,0.615605089264255,0.848476743809037,-0.0342755384811129,-0.0342755384811129,"","Endothelial Cells
(MCP-counter)"
GBM,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.473514092235641,0.814984727702447,0.0615871274751651,0.177918368261588,0.341470635466805,0.341470635466805,"","Endothelial Cells
(MCP-counter)"
HNSC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.44962441043351,-0.303216319921884,8.91347799031088e-07,9.27001710992331e-06,0.146408090511627,0.146408090511627,****,"Endothelial Cells
(MCP-counter)"
KICH,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.209595313215392,0.435755697634293,0.00440320619534251,0.0457933444315621,0.645351010849685,0.645351010849685,*,"Endothelial Cells
(MCP-counter)"
KIRC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,3.21303629120499,6.20483864233484,6.38069242208471e-15,6.6359201189681e-14,2.99180235112984,2.5,****,"Endothelial Cells
(MCP-counter)"
KIRP,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.714996290123368,-0.434251809716841,7.55482958058047e-14,1.30950379396728e-12,0.280744480406527,0.280744480406527,****,"Endothelial Cells
(MCP-counter)"
LAML,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.924536778043997,-0.705943368341882,0.00034582452322737,0.00599429173594108,0.218593409702114,0.218593409702114,**,"Endothelial Cells
(MCP-counter)"
LGG,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.0718238733396416,0.0767462254344857,2.9743025433855e-06,1.71848591395607e-05,0.148570098774127,0.148570098774127,****,"Endothelial Cells
(MCP-counter)"
LIHC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.631675392576024,-0.495943518707839,4.55050773999349e-05,0.000234201839212578,0.135731873868185,0.135731873868185,***,"Endothelial Cells
(MCP-counter)"
LUAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.340782622734158,0.343930835878735,0.698047541969532,0.86956694448744,0.00314821314457642,0.00314821314457642,"","Endothelial Cells
(MCP-counter)"
LUSC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.204780877246961,-0.233342281225021,0.50641740160511,0.675223202140146,-0.0285614039780596,-0.0285614039780596,"","Endothelial Cells
(MCP-counter)"
MESO,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.088129289995887,0.415146210778777,0.021650468058752,0.125091593228345,0.32701692078289,0.32701692078289,"","Endothelial Cells
(MCP-counter)"
OV,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.764094821324214,-0.525338603218525,9.76228779392991e-20,2.63768187880861e-18,0.238756218105688,0.238756218105688,****,"Endothelial Cells
(MCP-counter)"
PAAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.074739993639756,0.280563472920751,0.00772051530142473,0.0592032317206841,0.205823479280995,0.205823479280995,"","Endothelial Cells
(MCP-counter)"
PCPG,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.342957476864049,0.695439622373611,0.0635641423074587,0.197002292055323,0.352482145509561,0.352482145509561,"","Endothelial Cells
(MCP-counter)"
PRAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.463881534564682,-0.257034938858621,1.43393963614631e-08,1.24274768466014e-07,0.206846595706061,0.206846595706061,****,"Endothelial Cells
(MCP-counter)"
READ,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.450550613732489,-0.250343705404799,0.00183410237799192,0.04768666182779,0.20020690832769,0.20020690832769,*,"Endothelial Cells
(MCP-counter)"
SARC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,1.04629652175023,1.02400894183897,0.573056784036328,0.756365255271552,-0.0222875799112592,-0.0222875799112592,"","Endothelial Cells
(MCP-counter)"
SKCM,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.527339306412106,-0.350587651080286,2.6634432000948e-05,0.000153887829338811,0.17675165533182,0.17675165533182,***,"Endothelial Cells
(MCP-counter)"
STAD,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.265751266393462,-0.222643624965139,0.0830810503582727,0.303787906932512,0.0431076414283227,0.0431076414283227,"","Endothelial Cells
(MCP-counter)"
TGCT,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.21876498604475,0.0384193605499224,0.00627643674937909,0.0465304204927934,0.257184346594672,0.257184346594672,*,"Endothelial Cells
(MCP-counter)"
THCA,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,0.61241109026369,1.53447151570808,6.21416645742292e-17,8.0784163946498e-16,0.922060425444389,0.922060425444389,****,"Endothelial Cells
(MCP-counter)"
THYM,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.429004191587516,-0.339682810518592,0.831695693642508,0.89582766179099,0.0893213810689235,0.0893213810689235,"","Endothelial Cells
(MCP-counter)"
UCEC,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.458827254869781,-0.368765366458241,0.000296035288504462,0.00147929305190286,0.0900618884115399,0.0900618884115399,**,"Endothelial Cells
(MCP-counter)"
UCS,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.159311872702805,-0.0153872623501177,0.288462446014739,0.809930793991576,0.143924610352687,0.143924610352687,"","Endothelial Cells
(MCP-counter)"
UVM,Endothelial_cells_MCPcounter,Endothelial Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),ENDOTHELIALCELLS,-0.753540233906129,-0.469342979473881,5.45108325902512e-06,5.66912658938613e-05,0.284197254432249,0.284197254432249,****,"Endothelial Cells
(MCP-counter)"
ACC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.668790356393528,-0.611207610100329,0.000841177407239029,0.0145804083921432,0.0575827462931987,0.0575827462931987,*,"Fibroblasts
(MCP-counter)"
BLCA,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.16768834213591,-0.16531331035729,0.779769638197085,0.921545936051101,0.00237503177861947,0.00237503177861947,"","Fibroblasts
(MCP-counter)"
BRCA,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,1.06902236229206,0.91012953798025,0.393832679693508,0.585122838401783,-0.158892824311808,-0.158892824311808,"","Fibroblasts
(MCP-counter)"
CESC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.457315790490888,-0.433479336480611,0.309829300598776,0.671296817964015,0.023836454010277,0.023836454010277,"","Fibroblasts
(MCP-counter)"
CHOL,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.396119692274517,-0.25177212444819,0.168904642985915,0.539905390429008,0.144347567826327,0.144347567826327,"","Fibroblasts
(MCP-counter)"
COAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.223954959159059,-0.137783600092893,0.105181755526,0.248611422152364,0.0861713590661653,0.0861713590661653,"","Fibroblasts
(MCP-counter)"
DLBC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.393174710890103,-0.0909772654651822,0.0296021509817769,0.209976497388112,0.302197445424921,0.302197445424921,"","Fibroblasts
(MCP-counter)"
ESCA,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.222867672884341,0.0415267864426741,0.0115404734455002,0.0666782910184458,0.264394459327015,0.264394459327015,"","Fibroblasts
(MCP-counter)"
GBM,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.458247279437224,-0.508185534335669,0.160346371456972,0.297786118420091,-0.0499382548984448,-0.0499382548984448,"","Fibroblasts
(MCP-counter)"
HNSC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.0479135408199842,0.187931684851894,0.0217062719621512,0.0664023558457064,0.235845225671878,0.235845225671878,"","Fibroblasts
(MCP-counter)"
KICH,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.633329953251366,-0.588973343581203,0.0165881820432169,0.110264508090112,0.0443566096701629,0.0443566096701629,"","Fibroblasts
(MCP-counter)"
KIRC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.49652453409201,-0.383946279990132,6.96532148815426e-07,6.03661195640036e-06,0.112578254101878,0.112578254101878,****,"Fibroblasts
(MCP-counter)"
KIRP,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.66913518781368,-0.598309310453235,3.29210393015824e-11,3.42378808736457e-10,0.0708258773604454,0.0708258773604454,****,"Fibroblasts
(MCP-counter)"
LAML,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.735612009613951,-0.735632137912468,0.491549007281372,0.866748502080571,-2.01282985173856e-05,-2.01282985173856e-05,"","Fibroblasts
(MCP-counter)"
LGG,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.690030618049839,-0.664080764326191,6.94810780121754e-24,3.61301605663312e-22,0.0259498537236481,0.0259498537236481,****,"Fibroblasts
(MCP-counter)"
LIHC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.672923158098813,-0.639002856317054,9.17098963475272e-06,6.81273515724488e-05,0.0339203017817594,0.0339203017817594,****,"Fibroblasts
(MCP-counter)"
LUAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.18371399558032,0.00264154614468097,0.000224267052163373,0.00168159151986289,0.186355541725001,0.186355541725001,**,"Fibroblasts
(MCP-counter)"
LUSC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,0.35869091117248,-0.0913707522119106,1.55479386868099e-05,8.08492811714115e-05,-0.45006166338439,-0.45006166338439,****,"Fibroblasts
(MCP-counter)"
MESO,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,1.04355053775046,3.01576461693634,0.000345732261993591,0.00704325264982552,1.97221407918588,1.97221407918588,**,"Fibroblasts
(MCP-counter)"
OV,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.228034807680433,-0.135089541945869,0.00273182011202986,0.0129140587114139,0.092945265734564,0.092945265734564,*,"Fibroblasts
(MCP-counter)"
PAAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,0.912276138641532,1.7511188605741,0.0398205198615001,0.207066703279801,0.838842721932566,0.838842721932566,"","Fibroblasts
(MCP-counter)"
PCPG,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.592942038767259,-0.555406361487832,0.0116448670704257,0.0550484625147395,0.0375356772794272,0.0375356772794272,"","Fibroblasts
(MCP-counter)"
PRAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.335538635350476,-0.290205104800403,0.150429879637995,0.268114675295797,0.0453335305500734,0.0453335305500734,"","Fibroblasts
(MCP-counter)"
READ,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.293160204057292,-0.0547998543654236,0.0435851771544633,0.211454419906724,0.238360349691869,0.238360349691869,"","Fibroblasts
(MCP-counter)"
SARC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,4.19318935211712,4.25684668996715,0.903652888655924,0.977005839483922,0.0636573378500289,0.0636573378500289,"","Fibroblasts
(MCP-counter)"
SKCM,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.302320370656597,-0.226100736064351,0.0855630023015909,0.18538650498678,0.0762196345922464,0.0762196345922464,"","Fibroblasts
(MCP-counter)"
STAD,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,0.0583167600908396,0.0915183705875467,0.449136681912614,0.778503581981864,0.0332016104967071,0.0332016104967071,"","Fibroblasts
(MCP-counter)"
TGCT,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.246369574516592,-0.386344520198359,0.0542565427507355,0.201524301645589,-0.139974945681767,-0.139974945681767,"","Fibroblasts
(MCP-counter)"
THCA,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.564099744965113,-0.541244617138515,0.0249513575541436,0.0720816996008592,0.0228551278265984,0.0228551278265984,"","Fibroblasts
(MCP-counter)"
THYM,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.212258447869173,-0.326193965317342,0.377022056426598,0.515924919320608,-0.113935517448169,-0.113935517448169,"","Fibroblasts
(MCP-counter)"
UCEC,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.38623094931829,-0.319301419878767,0.00601709282019522,0.0208592551100101,0.0669295294395231,0.0669295294395231,*,"Fibroblasts
(MCP-counter)"
UCS,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,1.28189990999839,1.08193914272569,0.695738709490969,0.841358439384428,-0.199960767272694,-0.199960767272694,"","Fibroblasts
(MCP-counter)"
UVM,Fibroblasts_MCPcounter,Fibroblasts,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),FIBROBLASTS,-0.623359139127785,-0.619987147709432,0.661513905043698,0.778244329821632,0.00337199141835309,0.00337199141835309,"","Fibroblasts
(MCP-counter)"
ACC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.179977104939655,-0.182664163308632,0.87146665153236,0.964175869780484,-0.00268705836897643,-0.00268705836897643,"","Myeloid Dendritic Cells
(MCP-counter)"
BLCA,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.13286558461574,-0.147148539014566,0.0217129011337035,0.0992677998500159,-0.014282954398826,-0.014282954398826,"","Myeloid Dendritic Cells
(MCP-counter)"
BRCA,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.150117752480359,-0.148942438816816,0.857741486504282,0.926275501192027,0.00117531366354307,0.00117531366354307,"","Myeloid Dendritic Cells
(MCP-counter)"
CESC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.0564179159795251,-0.0736013409651812,0.331543619439807,0.678730292645745,-0.0171834249856562,-0.0171834249856562,"","Myeloid Dendritic Cells
(MCP-counter)"
CHOL,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.175354271044358,-0.175980240307946,0.760849470831243,0.943336705999941,-0.000625969263588183,-0.000625969263588183,"","Myeloid Dendritic Cells
(MCP-counter)"
COAD,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.174004755542398,-0.170486995852313,0.533012712076837,0.769907250777654,0.00351775969008503,0.00351775969008503,"","Myeloid Dendritic Cells
(MCP-counter)"
DLBC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.0875164361553923,-0.070350670806277,0.780731947393832,0.90677462849778,0.0171657653491153,0.0171657653491153,"","Myeloid Dendritic Cells
(MCP-counter)"
ESCA,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.127636935392341,-0.155685426816552,0.00651736883626387,0.0435656955001309,-0.028048491424211,-0.028048491424211,*,"Myeloid Dendritic Cells
(MCP-counter)"
GBM,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.17669620387752,-0.180756124386595,0.075391813482448,0.17814583083193,-0.00405992050907419,-0.00405992050907419,"","Myeloid Dendritic Cells
(MCP-counter)"
HNSC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.0836197425693704,-0.0984472523141741,0.513190919009256,0.721241291580576,-0.0148275097448037,-0.0148275097448037,"","Myeloid Dendritic Cells
(MCP-counter)"
KICH,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.193971818152235,-0.18756755594942,0.00330192533366538,0.04292502933765,0.00640426220281534,0.00640426220281534,*,"Myeloid Dendritic Cells
(MCP-counter)"
KIRC,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.150031549508772,-0.124586108465022,5.41592670053827e-16,7.04070471069975e-15,0.0254454410437493,0.0254454410437493,****,"Myeloid Dendritic Cells
(MCP-counter)"
KIRP,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.16887567873294,-0.158288976056803,0.0113431594177651,0.0368652681077366,0.0105867026761367,0.0105867026761367,*,"Myeloid Dendritic Cells
(MCP-counter)"
LAML,Myeloid_dendritic_cells_MCPcounter,Myeloid Dendritic Cells,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),MYELOIDDENDRITICCELLS,-0.181539134711848,-0.158273710947251,0.00371098851840667,0.0321619004928578,0.0232654237645969,0.0232654237645969,*,"Myeloid Dendritic Cells
(MCP-counter)"
