Cancer,DrugKey,Spearman_N,Spearman_Rho,Spearman_P,Spearman_FDR,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
BRCA,Drug_1912__AFURESERTIB,1095,0.0974103229530795,0.00124929328565164,0.00212001284837854,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
BRCA,Drug_1916__AZD5363,1095,0.119445660552775,7.42532517020716e-05,0.000154006744270963,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
BRCA,Drug_1917__AZD6738,1095,0.0789772942267017,0.00893528269015008,0.0116366472243815,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
BRCA,Drug_1918__AZD8186,1095,0.0812710867852886,0.0071301357379276,0.00973872198351087,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
BRCA,Drug_1919__OSIMERTINIB,1095,0.107201884930337,0.000380014518193156,0.000686477839316668,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
BRCA,Drug_1924__IPATASERTIB,1095,-0.0644526863584208,0.032959886890076,0.0401250796922665,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
BRCA,Drug_1926__GNE_317,1095,0.0631669465594574,0.0366228517113949,0.0436357382093216,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
BRCA,Drug_2045__AMG_319,1095,0.24044909951418,7.25270247741432e-16,5.80216198193145e-15,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
BRCA,Drug_2046__MK_8776,1095,0.139893049086316,3.37204314641618e-06,9.93865348417402e-06,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
BRCA,Drug_2106__UPROSERTIB,1095,0.0555276739236497,0.0662434359830285,0.075706783980604,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
BRCA,Drug_2107__LJI308,1095,0.166510049177898,2.98371296331075e-08,1.11391950630268e-07,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
BRCA,Drug_2111__VE821,1095,0.190583199449708,2.04791897394067e-10,8.82180481082137e-10,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
BRCA,Drug_2169__AZD6482,1095,0.395576722035292,2.47770575596652e-42,6.93757611670625e-41,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
BRCA,Drug_2170__AT13148,1095,0.0583040599047956,0.053760120285048,0.0627201403325561,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
BRCA,Drug_2360__THR_101,1095,0.0523323993012033,0.0834645360186071,0.09348028034084,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
BRCA,Drug_2361__THR_102,1095,0.00472267215691594,0.875954747243305,0.875954747243305,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
BRCA,Drug_2362__THR_103,1095,0.0852392731476395,0.00476432325138727,0.00684107954045351,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
CESC,Drug_1005__CISPLATIN,304,0.0737632305076927,0.199647873741663,0.266496629733455,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
CESC,Drug_1007__DOCETAXEL,304,0.177587797606335,0.00188143670963399,0.00405232522075014,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
CESC,Drug_1010__GEFITINIB,304,0.184924696093423,0.00119962462385081,0.00292082517111501,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
CESC,Drug_1014__REFAMETINIB,304,0.300244321239717,9.44919411734993e-08,7.55935529387995e-07,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
CESC,Drug_1016__TEMSIROLIMUS,304,0.39674138682203,6.67237032970548e-13,1.86826369231754e-11,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
CESC,Drug_1017__OLAPARIB,304,0.0933221708710992,0.104382155549734,0.14988206950731,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
CESC,Drug_1018__VELIPARIB,304,0.166224297149301,0.0036546529560004,0.00660195372696847,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
CESC,Drug_1022__AZD7762,304,0.0959729708950187,0.0948580436757703,0.139790801206398,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
CESC,Drug_1032__AFATINIB,304,0.26073048633595,4.08133378262708e-06,2.53949657585685e-05,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
CESC,Drug_1046__WEE1_INHIBITOR,304,0.0672946975456821,0.242075028027056,0.308095490216253,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
CESC,Drug_1053__MK_2206,304,0.0737264968947283,0.199872472300091,0.266496629733455,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
CESC,Drug_1057__DACTOLISIB,304,0.0598373469788739,0.298370624032984,0.363233803170589,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
CESC,Drug_1058__PICTILISIB,304,0.223092201368541,8.73521092688398e-05,0.000305732382440939,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
CESC,Drug_1059__AZD8055,304,0.25354052230072,7.61383370084927e-06,4.26374687247559e-05,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
CESC,Drug_1060__PD0325901,304,0.187615219675548,0.00101281537994025,0.00257807551257517,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
CESC,Drug_1062__SELUMETINIB,304,0.319356051222033,1.23339528738314e-08,1.15116893489093e-07,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
CESC,Drug_1080__PACLITAXEL,304,0.178586439316926,0.00177140398826352,0.00396794493371029,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
CESC,Drug_1084__RAPAMYCIN,304,0.235312534704722,3.40924553048669e-05,0.000159098124756046,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
CESC,Drug_1089__OXALIPLATIN,304,0.0710846667065326,0.216510027211301,0.281966547065881,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
CESC,Drug_1129__PF_4708671,304,0.214942892045891,0.000159078349192708,0.000494910419710647,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
CESC,Drug_1168__ERLOTINIB,304,0.226727120511879,6.63791628824219e-05,0.000259555722572496,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
CESC,Drug_1175__RUCAPARIB,304,0.26126654080421,3.89305095316864e-06,2.53949657585685e-05,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
CESC,Drug_1177__NIRAPARIB,304,0.092292775438027,0.108278375931554,0.151589726304176,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
CESC,Drug_1179__MK_1775,304,-0.00898222263986537,0.876057952731877,0.923696043153067,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
CESC,Drug_1190__GEMCITABINE,304,0.156313482944498,0.00631427995506594,0.0110499899213654,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
CESC,Drug_1259__TALAZOPARIB,304,0.00748639574915214,0.896571287967248,0.923696043153067,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
CESC,Drug_1372__TRAMETINIB,304,0.215597262918699,0.000151726552225516,0.000494910419710647,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
CESC,Drug_1441__AZD2014,304,0.174866093166694,0.00221377909348904,0.00442755818697808,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
CESC,Drug_1553__UPROSERTIB,304,-0.00825310313602542,0.886047409181568,0.923696043153067,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
CESC,Drug_1560__ALPELISIB,304,0.145908900639848,0.0108599245560843,0.0173758792897348,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
CESC,Drug_1561__TASELISIB,304,0.153518311278928,0.00732775050033288,0.0120692361181953,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
CESC,Drug_1594__OSI_027,304,0.345064881811736,6.30737127643237e-10,1.17737597160071e-08,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
CESC,Drug_1613__VE_822,304,0.337989817100778,1.46947513117149e-09,1.64581214691207e-08,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
CESC,Drug_1615__CZC24832,304,0.209494784681229,0.000234591385608236,0.000691427241792696,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
CESC,Drug_1736__SELUMETINIB,304,0.153819014343194,0.0072121518747907,0.0120692361181953,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
CESC,Drug_1778__GSK2110183B,304,-0.0192304735218992,0.738421550123784,0.827032136138638,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
CESC,Drug_1806__OXALIPLATIN,304,0.170799767638541,0.00281074610245948,0.00542764764612864,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
CESC,Drug_1819__DOCETAXEL,304,0.169462407845616,0.00303695678820214,0.005668986004644,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
CESC,Drug_1873__BUPARLISIB,304,0.0367165275630238,0.523634919363978,0.610907405924641,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
CESC,Drug_1912__AFURESERTIB,304,-0.0067132813367618,0.907201470953905,0.923696043153067,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
CESC,Drug_1916__AZD5363,304,0.00531014274852852,0.926535377557964,0.926535377557964,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
CESC,Drug_1917__AZD6738,304,0.11620037758737,0.0429146800773886,0.0649519482252368,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
CESC,Drug_1918__AZD8186,304,0.11937100094824,0.0375096037793007,0.0583482725455789,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
CESC,Drug_1919__OSIMERTINIB,304,0.340766194824832,1.05711489808035e-09,1.4799608573125e-08,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
CESC,Drug_1924__IPATASERTIB,304,-0.228673574863958,5.71981058816495e-05,0.000246391840720952,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
CESC,Drug_1926__GNE_317,304,0.0640249788568158,0.265769862693499,0.330735829129688,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
CESC,Drug_2045__AMG_319,304,0.2476071895369,1.25622724959866e-05,6.39533872522957e-05,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
CESC,Drug_2046__MK_8776,304,0.226118453087759,6.952385426049e-05,0.000259555722572496,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
CESC,Drug_2106__UPROSERTIB,304,-0.0585380022040168,0.30900461717023,0.368175714075168,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
CESC,Drug_2107__LJI308,304,0.189734663716587,0.00088494841626824,0.00247785556555107,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
CESC,Drug_2111__VE821,304,0.188414389325041,0.000962725128589945,0.00256726700957319,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
CESC,Drug_2169__AZD6482,304,0.422935869945925,1.27290004880318e-14,7.12824027329782e-13,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
CESC,Drug_2170__AT13148,304,-0.0180733647135205,0.753636989065744,0.827522968385915,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
CESC,Drug_2360__THR_101,304,0.182046233096131,0.00143416009741507,0.00334637356063516,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
CESC,Drug_2361__THR_102,304,0.0347406008935665,0.546236045041893,0.624269765762163,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
CESC,Drug_2362__THR_103,304,0.17673011045712,0.00198088728650662,0.00410850696460632,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
CHOL,Drug_1005__CISPLATIN,35,-0.244257703081233,0.157335058251456,0.677751020160118,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
CHOL,Drug_1007__DOCETAXEL,35,0.0991596638655462,0.570896818986602,0.865836272658728,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
CHOL,Drug_1010__GEFITINIB,35,0.166946778711485,0.337785134183175,0.707432634934325,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
CHOL,Drug_1014__REFAMETINIB,35,-0.126050420168067,0.470585176259733,0.83518756586496,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
CHOL,Drug_1016__TEMSIROLIMUS,35,0.284033613445378,0.0982097671157292,0.549974695848083,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
CHOL,Drug_1017__OLAPARIB,35,-0.120168067226891,0.491702736539183,0.83518756586496,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
CHOL,Drug_1018__VELIPARIB,35,0.0910364145658263,0.602993118458757,0.865836272658728,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
CHOL,Drug_1022__AZD7762,35,0.0467787114845939,0.789590888989955,0.93126211498363,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
CHOL,Drug_1032__AFATINIB,35,0.142016806722689,0.415755761457635,0.802838711780261,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
CHOL,Drug_1046__WEE1_INHIBITOR,35,0.210084033613445,0.225776483449185,0.707432634934325,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
CHOL,Drug_1053__MK_2206,35,0.1703081232493,0.328007544411454,0.707432634934325,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
CHOL,Drug_1057__DACTOLISIB,35,0.0969187675070028,0.579673140046201,0.865836272658728,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
CHOL,Drug_1058__PICTILISIB,35,0.0795518207282913,0.649638930033636,0.887311709314235,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
CHOL,Drug_1059__AZD8055,35,0.184313725490196,0.289177351219194,0.707432634934325,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
CHOL,Drug_1060__PD0325901,35,-0.286274509803922,0.0954717728828111,0.549974695848083,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
CHOL,Drug_1062__SELUMETINIB,35,0.0128851540616247,0.941436825719398,0.97452003749739,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
CHOL,Drug_1080__PACLITAXEL,35,0.0677871148459384,0.69881907567634,0.930490405630159,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
CHOL,Drug_1084__RAPAMYCIN,35,0.256022408963585,0.137673507669672,0.642476369125137,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
CHOL,Drug_1089__OXALIPLATIN,35,-0.00700280112044818,0.96815295145489,0.97452003749739,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
CHOL,Drug_1129__PF_4708671,35,0.291596638655462,0.0892028377559666,0.549974695848083,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
CHOL,Drug_1168__ERLOTINIB,35,0.118207282913165,0.498848088957612,0.83518756586496,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
CHOL,Drug_1175__RUCAPARIB,35,0.187675070028011,0.280317504696034,0.707432634934325,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
CHOL,Drug_1177__NIRAPARIB,35,-0.165826330532213,0.341083591843335,0.707432634934325,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
CHOL,Drug_1179__MK_1775,35,-0.0512605042016807,0.769950332173731,0.93126211498363,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
CHOL,Drug_1190__GEMCITABINE,35,-0.0288515406162465,0.869319324949348,0.954546709748304,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
CHOL,Drug_1259__TALAZOPARIB,35,-0.327450980392157,0.0548344551850123,0.549974695848083,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
CHOL,Drug_1372__TRAMETINIB,35,-0.272829131652661,0.112805044118409,0.574280224602809,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
CHOL,Drug_1441__AZD2014,35,0.0092436974789916,0.957969800724044,0.97452003749739,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
CHOL,Drug_1553__UPROSERTIB,35,0.214565826330532,0.215803188624087,0.707432634934325,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
CHOL,Drug_1560__ALPELISIB,35,0.0910364145658263,0.602993118458757,0.865836272658728,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
CHOL,Drug_1561__TASELISIB,35,-0.0602240896358544,0.731099604423697,0.930490405630159,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
CHOL,Drug_1594__OSI_027,35,0.572549019607843,0.000325495976816224,0.0170272455530803,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
CHOL,Drug_1613__VE_822,35,0.314565826330532,0.0657030580369087,0.549974695848083,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
CHOL,Drug_1615__CZC24832,35,0.115966386554622,0.50707816498944,0.83518756586496,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
CHOL,Drug_1736__SELUMETINIB,35,-0.454621848739496,0.00607526191431116,0.113404889067142,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
CHOL,Drug_1778__GSK2110183B,35,0.0859943977591037,0.62329570067863,0.872613980950082,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
CHOL,Drug_1806__OXALIPLATIN,35,0.103361344537815,0.55460596749329,0.865836272658728,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
CHOL,Drug_1819__DOCETAXEL,35,0.179831932773109,0.30126722071399,0.707432634934325,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
CHOL,Drug_1873__BUPARLISIB,35,-0.173669467787115,0.318407027127483,0.707432634934325,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
CHOL,Drug_1912__AFURESERTIB,35,0.19187675070028,0.269492668570387,0.707432634934325,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
CHOL,Drug_1916__AZD5363,35,0.131932773109244,0.449955101893205,0.83518756586496,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
CHOL,Drug_1917__AZD6738,35,0.038375350140056,0.826753720051732,0.939935689269702,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
CHOL,Drug_1918__AZD8186,35,-0.170028011204482,0.328815586859152,0.707432634934325,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
CHOL,Drug_1919__OSIMERTINIB,35,0.212324929971989,0.220751325186408,0.707432634934325,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
CHOL,Drug_1924__IPATASERTIB,35,0.0355742296918768,0.839228293990805,0.939935689269702,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
CHOL,Drug_1926__GNE_317,35,-0.152941176470588,0.380416951798226,0.760833903596452,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
CHOL,Drug_2045__AMG_319,35,0.325490196078431,0.0563892859783764,0.549974695848083,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
CHOL,Drug_2046__MK_8776,35,0.295238095238095,0.0850991700909926,0.549974695848083,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
CHOL,Drug_2106__UPROSERTIB,35,0.0512605042016807,0.769950332173731,0.93126211498363,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
CHOL,Drug_2107__LJI308,35,0.00560224089635854,0.97452003749739,0.97452003749739,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
CHOL,Drug_2111__VE821,35,0.173389355742297,0.319200296373184,0.707432634934325,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
CHOL,Drug_2169__AZD6482,35,0.550700280112045,0.00060811591261001,0.0170272455530803,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
CHOL,Drug_2170__AT13148,35,-0.0448179271708684,0.798224669985968,0.93126211498363,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
CHOL,Drug_2360__THR_101,35,-0.00896358543417367,0.959242369474793,0.97452003749739,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
CHOL,Drug_2361__THR_102,35,-0.061624649859944,0.725085434937819,0.930490405630159,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
CHOL,Drug_2362__THR_103,35,0.231932773109244,0.180028869788014,0.707432634934325,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
COAD,Drug_1005__CISPLATIN,456,-0.143382357594036,0.00214576038300214,0.00858304153200855,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
COAD,Drug_1007__DOCETAXEL,456,-0.0444729058802536,0.343361805349939,0.493032335887091,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
COAD,Drug_1010__GEFITINIB,456,0.0299071192541191,0.524104690175912,0.715850308532953,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
COAD,Drug_1014__REFAMETINIB,456,-0.0212851181986274,0.650311440289333,0.817748793849846,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
COAD,Drug_1016__TEMSIROLIMUS,456,0.239683833384167,2.22013916820374e-07,3.10819483548523e-06,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
COAD,Drug_1017__OLAPARIB,456,-0.0100786809643196,0.83005076145409,0.893900820027482,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
COAD,Drug_1018__VELIPARIB,456,-0.0712129169920256,0.128901935026494,0.240616945382789,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
COAD,Drug_1022__AZD7762,456,-0.321941193667556,1.86364103234597e-12,5.21819489056871e-11,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
COAD,Drug_1032__AFATINIB,456,0.000947791123997504,0.983896803688277,0.983896803688277,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
COAD,Drug_1046__WEE1_INHIBITOR,456,-0.208659588712566,7.02034815032827e-06,7.86278992836766e-05,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
COAD,Drug_1053__MK_2206,456,-0.00486298223255496,0.917518156299949,0.951500310236984,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
COAD,Drug_1057__DACTOLISIB,456,-0.13350604250063,0.00429178794992998,0.0150212578247549,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
COAD,Drug_1058__PICTILISIB,456,-0.0533785228936674,0.255314328216039,0.397155621669394,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
COAD,Drug_1059__AZD8055,456,0.0477603704598983,0.308837665196781,0.455129190816308,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
COAD,Drug_1060__PD0325901,456,-0.149965639566008,0.00131914711871888,0.00680631548706274,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
COAD,Drug_1062__SELUMETINIB,456,0.168807053823753,0.000293630284826978,0.0023865581401545,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
