Cancer,DrugKey,Comparison,Test,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Sensitive_Group,Drug_Value_Label,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
LUAD,Drug_1190__GEMCITABINE,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,-1.45147683491882,-1.31028082651297,0.141196008405856,0.309644298415417,0.376958276331813,Low,log2_predicted_IC50,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
LUAD,Drug_1259__TALAZOPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.56253812933737,4.4625859765393,-0.0999521527980756,0.138686978623918,0.194161770073484,High,log2_predicted_IC50,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
LUAD,Drug_1372__TRAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,0.177236394605332,0.399505125709694,0.222268731104363,0.00496430488222551,0.0139000536702314,Low,log2_predicted_IC50,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
LUAD,Drug_1441__AZD2014,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,3.15725948419495,3.25197318042424,0.094713696229288,0.0423096911335623,0.0764304097896608,Low,log2_predicted_IC50,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
LUAD,Drug_1553__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.52619834511653,4.71794338192937,0.191745036812838,1.89639173441265e-05,0.00011799770791901,Low,log2_predicted_IC50,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
LUAD,Drug_1560__ALPELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.93908170750344,5.00794927747392,0.0688675699704771,0.0555280209794023,0.0942293689347433,Low,log2_predicted_IC50,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
LUAD,Drug_1561__TASELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,2.63004750840064,2.87982671059694,0.249779202196299,1.64261313698421e-05,0.000114982919588895,Low,log2_predicted_IC50,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
LUAD,Drug_1594__OSI_027,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,3.75270752896697,3.8878431347711,0.135135605804134,8.88429786498975e-06,7.1074382919918e-05,Low,log2_predicted_IC50,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
LUAD,Drug_1613__VE_822,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.87155018387691,5.07122537803161,0.199675194154695,0.00978952517967072,0.0238353656548505,Low,log2_predicted_IC50,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
LUAD,Drug_1615__CZC24832,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,7.6909412829866,7.65940385522912,-0.0315374277574776,0.110786869067977,0.172335129661297,High,log2_predicted_IC50,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
LUAD,Drug_1736__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,5.7944120140173,5.72519622464514,-0.0692157893721568,0.375268724902147,0.437813512385839,High,log2_predicted_IC50,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
LUAD,Drug_1778__GSK2110183B,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,5.4650322340975,5.59751248263035,0.132480248532847,0.00389308417426018,0.0114743533557142,Low,log2_predicted_IC50,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
LUAD,Drug_1806__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,7.76532758861628,7.91996514363827,0.154637555021987,0.00757222273263225,0.019274748773973,Low,log2_predicted_IC50,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
LUAD,Drug_1819__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,-2.42837050655199,-2.67058022769863,-0.242209721146639,0.0166560315111574,0.0373095105849927,High,log2_predicted_IC50,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
LUAD,Drug_1873__BUPARLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,1.70035866180171,1.67557922931298,-0.0247794324887307,0.230747480457935,0.28715242012543,High,log2_predicted_IC50,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
LUAD,Drug_1912__AFURESERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,3.85372857093626,4.05621068079315,0.202482109856889,4.70967842758719e-06,5.27483983889765e-05,Low,log2_predicted_IC50,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
LUAD,Drug_1916__AZD5363,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.46118491015252,4.66985514509006,0.208670234937542,8.20322540869182e-06,7.1074382919918e-05,Low,log2_predicted_IC50,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
LUAD,Drug_1917__AZD6738,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,3.0600706821941,3.06702340348987,0.00695272129577429,0.810298143085914,0.825030836596567,Low,log2_predicted_IC50,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
LUAD,Drug_1918__AZD8186,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.42043435066958,4.53538819245939,0.114953841789804,0.0815604651241283,0.130496744198605,Low,log2_predicted_IC50,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
LUAD,Drug_1919__OSIMERTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,2.53708903430348,2.5936817387871,0.056592704483621,0.128593470513951,0.184647034584135,Low,log2_predicted_IC50,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
LUAD,Drug_1924__IPATASERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,5.33638048787562,5.47124889193133,0.134868404055704,0.000844307143607515,0.00337722857443006,Low,log2_predicted_IC50,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
LUAD,Drug_1926__GNE_317,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,0.811564349876568,0.867958257385151,0.0563939075085829,0.0582962855377098,0.0960174114738749,Low,log2_predicted_IC50,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
LUAD,Drug_2045__AMG_319,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,7.30052644935398,7.41132981923774,0.110803369883758,0.11467095497237,0.173556039958182,Low,log2_predicted_IC50,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
LUAD,Drug_2046__MK_8776,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,5.04114995249465,5.09602576298353,0.0548758104888822,0.444621545810179,0.4979761313074,Low,log2_predicted_IC50,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
LUAD,Drug_2106__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.53087576797398,4.68607789647578,0.155202128501803,0.00330260734687297,0.0108791771426404,Low,log2_predicted_IC50,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
LUAD,Drug_2107__LJI308,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,7.47739807728959,7.51587992265166,0.0384818453620763,0.332386267180739,0.396034701321731,Low,log2_predicted_IC50,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
LUAD,Drug_2111__VE821,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,6.29834570377776,6.40734303263722,0.108997328859454,0.0350467676365773,0.065420632921611,Low,log2_predicted_IC50,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
LUAD,Drug_2169__AZD6482,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,4.95493908769708,5.10371939726871,0.148780309571626,2.67784071435625e-10,7.49795400019749e-09,Low,log2_predicted_IC50,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
LUAD,Drug_2170__AT13148,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,5.41260990224898,5.43394923064732,0.0213393283983443,0.641490812259944,0.694938784785461,Low,log2_predicted_IC50,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
LUAD,Drug_2360__THR_101,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,7.65045669023682,7.5823178890084,-0.0681388012284216,0.029224114894734,0.0584482297894679,High,log2_predicted_IC50,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
LUAD,Drug_2361__THR_102,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,7.57438610141182,7.47543992114032,-0.098946180271497,0.0216650419583062,0.0466631672948133,High,log2_predicted_IC50,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
LUAD,Drug_2362__THR_103,MO-DDRscore High vs Low,Wilcoxon rank-sum,258,258,6.89241348813984,6.88956212653262,-0.00285136160721322,0.799786745592751,0.825030836596567,High,log2_predicted_IC50,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
LUSC,Drug_1005__CISPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.73987581889832,3.59128458594272,-0.148591232955603,0.000577722315476712,0.00134801873611233,High,log2_predicted_IC50,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
LUSC,Drug_1007__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-7.71287991255455,-7.9746640760983,-0.261784163543747,3.51103472445707e-08,1.6384828714133e-07,High,log2_predicted_IC50,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
LUSC,Drug_1010__GEFITINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.6707654977015,3.4527118917029,-0.218053605998603,3.97263230708779e-05,0.00011708811010364,High,log2_predicted_IC50,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
LUSC,Drug_1014__REFAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,2.55852420392612,2.97214313842669,0.413618934500571,1.4598841129715e-13,2.72511701088012e-12,Low,log2_predicted_IC50,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
LUSC,Drug_1016__TEMSIROLIMUS,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.22446752054548,1.38968090953098,0.165213388985502,0.00306584411269062,0.00635878778928426,Low,log2_predicted_IC50,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
LUSC,Drug_1017__OLAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,5.73393226747567,5.65687887772292,-0.077053389752753,0.00733011657585512,0.0135803531091221,High,log2_predicted_IC50,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
LUSC,Drug_1018__VELIPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,7.27676250431565,7.2215149528897,-0.0552475514259472,0.0420751387728396,0.0636812911156491,High,log2_predicted_IC50,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
LUSC,Drug_1022__AZD7762,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-0.684436742859299,-0.757395783212226,-0.0729590403529272,0.00379138632371789,0.00758277264743578,High,log2_predicted_IC50,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
LUSC,Drug_1032__AFATINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.67215204665892,1.55193591886844,-0.120216127790479,0.13729777839106,0.174742627043167,High,log2_predicted_IC50,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
LUSC,Drug_1046__WEE1_INHIBITOR,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,2.2717529867785,1.96144029029243,-0.310312696486073,1.65101863583417e-12,2.31142609016784e-11,High,log2_predicted_IC50,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
LUSC,Drug_1053__MK_2206,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.94717927828717,3.85954484758466,-0.0876344307025097,0.0573421599492194,0.084504235714639,High,log2_predicted_IC50,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
LUSC,Drug_1057__DACTOLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-2.67370094519117,-2.85286611500786,-0.179165169816698,0.0010744136544096,0.00240668658587751,High,log2_predicted_IC50,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
LUSC,Drug_1058__PICTILISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.24502782658898,1.29053383570828,0.0455060091192965,0.0751216788046093,0.105170350326453,Low,log2_predicted_IC50,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
LUSC,Drug_1059__AZD8055,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-0.384226845516302,-0.311081905742697,0.0731449397736046,0.00526932240180153,0.0101752432586512,Low,log2_predicted_IC50,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
LUSC,Drug_1060__PD0325901,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.32412063077863,1.62298913541207,0.298868504633444,1.06415855984244e-10,8.51326847873949e-10,Low,log2_predicted_IC50,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
LUSC,Drug_1062__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.65071270490754,4.91231335058532,0.261600645677774,6.21811623987192e-11,5.80357515721379e-10,Low,log2_predicted_IC50,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
LUSC,Drug_1080__PACLITAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-5.84464066023558,-6.14148358814573,-0.296842927910154,2.89170082140162e-10,1.80646402779702e-09,High,log2_predicted_IC50,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
LUSC,Drug_1084__RAPAMYCIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-3.35943098720811,-3.33026293352772,0.0291680536803902,0.388725118920429,0.444257278766205,Low,log2_predicted_IC50,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
LUSC,Drug_1089__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,5.63876999477288,5.25484533012732,-0.383924664645556,2.90324575895949e-10,1.80646402779702e-09,High,log2_predicted_IC50,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
LUSC,Drug_1129__PF_4708671,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,5.193557326601,5.16291340591543,-0.030643920685578,0.00016718607823146,0.000468121019048088,High,log2_predicted_IC50,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
LUSC,Drug_1168__ERLOTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.13416081687335,2.88060349965873,-0.253557317214618,0.000309429557161977,0.000787638872775941,High,log2_predicted_IC50,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
LUSC,Drug_1175__RUCAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,5.55317240450877,5.58878799673034,0.0356155922215686,0.538930514201047,0.603012740619897,Low,log2_predicted_IC50,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
LUSC,Drug_1177__NIRAPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,6.07482821555177,6.07740674310052,0.00257852754875465,0.277215585185953,0.323418182716945,Low,log2_predicted_IC50,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
LUSC,Drug_1179__MK_1775,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,0.202198877673871,-0.113535345264666,-0.315734222938537,2.54172311850658e-14,1.42336494636368e-12,High,log2_predicted_IC50,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
LUSC,Drug_1190__GEMCITABINE,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-2.61397160151675,-2.65932510621516,-0.0453535046984128,0.991874531740654,0.997291468964724,High,log2_predicted_IC50,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
LUSC,Drug_1259__TALAZOPARIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.05061506518917,3.8260251758145,-0.224589889374668,0.000205465094647095,0.000547906919058921,High,log2_predicted_IC50,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
LUSC,Drug_1372__TRAMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-0.308998008081327,0.124029687349952,0.433027695431278,6.20869518031129e-12,6.95373860194865e-11,Low,log2_predicted_IC50,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
LUSC,Drug_1441__AZD2014,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,2.73998289725378,2.75145744997043,0.0114745527166491,0.199322183904076,0.24265309344844,Low,log2_predicted_IC50,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
LUSC,Drug_1553__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.70461420121449,3.42600410386137,-0.278610097353118,0.00123988024914328,0.00267051130584706,High,log2_predicted_IC50,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
LUSC,Drug_1560__ALPELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.18436149095722,4.07877084796098,-0.105590642996246,0.0672926262141732,0.0966253094357359,High,log2_predicted_IC50,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
LUSC,Drug_1561__TASELISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.57404673933261,1.57496872757272,0.000921988240108584,0.549172317350263,0.603012740619897,Low,log2_predicted_IC50,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
LUSC,Drug_1594__OSI_027,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.39567058989852,3.52992683872041,0.134256248821895,2.41515727707542e-06,9.01658716774822e-06,Low,log2_predicted_IC50,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
LUSC,Drug_1613__VE_822,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.15266609056598,4.19846794276713,0.0458018522011559,0.90542379710932,0.956674200719281,Low,log2_predicted_IC50,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
LUSC,Drug_1615__CZC24832,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,7.23482990511696,7.27500983415315,0.0401799290361851,0.226501506317218,0.269874135186472,Low,log2_predicted_IC50,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
LUSC,Drug_1736__SELUMETINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,5.12920921310082,5.34192124094004,0.212712027839223,6.38154488438486e-06,2.2335407095347e-05,Low,log2_predicted_IC50,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
LUSC,Drug_1778__GSK2110183B,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.38041750224328,4.20586337743753,-0.174554124805747,0.00978527603856988,0.0161169252399974,High,log2_predicted_IC50,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
LUSC,Drug_1806__OXALIPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,7.21321457160468,7.14317499460496,-0.0700395769997257,0.128542159828051,0.167403743031881,High,log2_predicted_IC50,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
LUSC,Drug_1819__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,-5.29644135003214,-5.53085001829933,-0.234408668267192,0.00881558251461841,0.0149597763884434,High,log2_predicted_IC50,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
LUSC,Drug_1873__BUPARLISIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.20988082930803,1.0558343751353,-0.154046454172725,1.30944510070532e-09,6.66626596722707e-09,High,log2_predicted_IC50,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
LUSC,Drug_1912__AFURESERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.22284364393501,3.12698395672157,-0.0958596872134403,0.033300328334114,0.0518005107419551,High,log2_predicted_IC50,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
LUSC,Drug_1916__AZD5363,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.78148718997831,3.80228142132733,0.0207942313490248,0.997291468964724,0.997291468964724,Low,log2_predicted_IC50,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
LUSC,Drug_1917__AZD6738,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,2.06959032431562,1.93935018611771,-0.130240138197914,0.000437201821660487,0.00106449139186901,High,log2_predicted_IC50,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
LUSC,Drug_1918__AZD8186,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.28536461438712,4.55076478509512,0.265400170708006,1.40012399826057e-13,2.72511701088012e-12,Low,log2_predicted_IC50,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
LUSC,Drug_1919__OSIMERTINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,1.93993755649803,1.9328106381093,-0.00712691838872948,0.929914658618563,0.964355942271102,High,log2_predicted_IC50,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
LUSC,Drug_1924__IPATASERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.86203881713928,4.5914500221252,-0.270588795014088,6.69282311510194e-07,2.67712924604078e-06,High,log2_predicted_IC50,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
LUSC,Drug_1926__GNE_317,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,0.423795935588788,0.353612835037578,-0.0701831005512106,0.0802085152406888,0.109553093987282,High,log2_predicted_IC50,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
LUSC,Drug_2045__AMG_319,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,7.01738731352347,7.16238192047194,0.144994606948467,7.7945850512503e-06,2.56762801688245e-05,Low,log2_predicted_IC50,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
LUSC,Drug_2046__MK_8776,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.20638573719228,4.20324513350047,-0.00314060369181224,0.7715128445746,0.830859986464954,High,log2_predicted_IC50,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
LUSC,Drug_2106__UPROSERTIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,3.59509915265,3.4305010264735,-0.164598126176502,0.0077602017766412,0.0135803531091221,High,log2_predicted_IC50,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
LUSC,Drug_2107__LJI308,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,6.88204747884737,6.94763158082823,0.0655841019808543,0.127151678608512,0.167403743031881,Low,log2_predicted_IC50,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
LUSC,Drug_2111__VE821,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,5.33591111350868,5.30191095298119,-0.0340001605274933,0.0220841330548771,0.0353346128878034,High,log2_predicted_IC50,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
LUSC,Drug_2169__AZD6482,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.87552635754144,5.01824873292387,0.142722375382429,3.29740668425269e-10,1.84654774318151e-09,Low,log2_predicted_IC50,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
LUSC,Drug_2170__AT13148,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,4.74933398455244,4.6328434745605,-0.116490509991944,0.00770346476519914,0.0135803531091221,High,log2_predicted_IC50,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
LUSC,Drug_2360__THR_101,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,7.10191466491725,7.07322570280033,-0.0286889621169211,0.190396238647182,0.236937541427605,High,log2_predicted_IC50,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
LUSC,Drug_2361__THR_102,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,6.90620047412293,6.81385663385683,-0.092343840266099,2.19341123499374e-05,6.82394606442496e-05,High,log2_predicted_IC50,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
LUSC,Drug_2362__THR_103,MO-DDRscore High vs Low,Wilcoxon rank-sum,250,251,6.26765947314275,6.08975539379803,-0.177904079344718,4.65979589522877e-07,2.00729669332932e-06,High,log2_predicted_IC50,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
MESO,Drug_1005__CISPLATIN,MO-DDRscore High vs Low,Wilcoxon rank-sum,43,44,4.73229562366371,4.81709317562872,0.0847975519650115,0.444219244450975,0.5076791365154,Low,log2_predicted_IC50,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
MESO,Drug_1007__DOCETAXEL,MO-DDRscore High vs Low,Wilcoxon rank-sum,43,44,-6.28256472443819,-6.29159759843135,-0.00903287399316088,0.882499817434414,0.898545268660494,High,log2_predicted_IC50,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
MESO,Drug_1010__GEFITINIB,MO-DDRscore High vs Low,Wilcoxon rank-sum,43,44,5.1861087281682,5.3391922873461,0.153083559177903,0.00255671825236166,0.0102268730094466,Low,log2_predicted_IC50,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
